"","X","dive","p.max","sec.max","p.min","sec.min","dur","lunges","breaths","prey","comments","speedFN.max","jerk.max","speedFN.mean","resp.rate_min","lunge.rate_min","surface.time","dive.time","surface.p","dive.p"
"148",409,408,12.1360102,43206.2,1.635784825,43075,131.199999999997,2,1,"unknown","circle and lunge from max depth",3.84582903,6.092096025,1.518138528,0.791556728,"0.791556728",125.8,5.6,0.95738203957382,0.0426179604261796
"149",410,409,11.53384704,43259.8,1.927650438,43206.2,53.6000000000058,1,3,"unknown","circle and lunge from max depth",3.712051842,7.282602594,1.50117507,3.370786517,"1.123595506",49.8,4,0.925650557620818,0.0743494423791821
"150",411,410,11.12146737,43315,1.791813159,43259.8,55.1999999999971,1,1,"unknown","circle and lunge from max depth",3.488140678,5.845066604,1.412856399,1.090909091,"1.090909091",51.6,3.8,0.931407942238267,0.0685920577617329
"151",412,411,10.82300634,43379.8,1.743998265,43315,64.8000000000029,1,2,"unknown","circle and lunge from max depth",3.451717423,4.896132541,1.599656591,1.857585139,"0.92879257",62.4,2.6,0.96,0.04
"152",413,412,11.23000432,43435,1.667234128,43379.8,55.1999999999971,1,1,"unknown","circle and lunge from max depth",3.460709624,5.500828608,1.429958772,1.090909091,"1.090909091",52.2,3.2,0.942238267148014,0.0577617328519856
"153",414,413,11.34988715,43499,1.733597703,43435,64,1,1,"unknown","circle and lunge from max depth",3.602911317,7.495017045,1.399615733,0.940438871,"0.940438871",53.6,10.6,0.834890965732087,0.165109034267913
"154",415,414,11.16142781,43592.6,1.665304425,43499,93.5999999999985,1,4,"unknown","circle and lunge from max depth",3.534322988,10.79982881,1.602986259,2.569593148,"0.642398287",85.2,8.6,0.908315565031983,0.0916844349680171
"155",416,415,11.59124125,43649.4,1.794353799,43592.6,56.8000000000029,1,1,"unknown","circle and lunge from max depth",3.461514798,6.371889768,1.481177329,1.060070671,"1.060070671",52,5,0.912280701754386,0.087719298245614
"156",417,416,11.71877846,43711.8,1.809730058,43649.4,62.4000000000015,1,1,"unknown","circle and lunge from max depth",3.547212618,10.02952398,1.460764574,0.964630225,"0.964630225",51.8,10.8,0.827476038338658,0.172523961661342
"157",418,417,11.64987144,43776.6,1.803262075,43711.8,64.7999999999956,1,2,"unknown","circle and lunge from max depth",3.624818614,5.322279871,1.456157744,1.857585139,"0.92879257",52.2,12.8,0.803076923076923,0.196923076923077
"158",420,419,12.30999401,43852.6,1.627538168,43776.6,76,1,1,"unknown","circle and lunge from max depth",3.68396891,6.723075003,1.572266935,0.906344411,"0.906344411",60.4,15.8,0.792650918635171,0.207349081364829
"159",421,420,31.78157408,43956.6,1.66170572,43852.6,104,1,1,"unknown","deep circle shallow lunge",3.028731872,10.13153755,1.397368276,0.578034682,"0.578034682",18.2,86,0.174664107485605,0.825335892514395
"160",422,421,26.47442727,44049.4,1.699622636,43956.6,92.8000000000029,1,2,"unknown","deep circle shallow lunge",2.80759628,7.776324403,1.640552403,1.295896328,"0.647948164",34.4,58.6,0.36989247311828,0.63010752688172
"161",424,423,13.66361301,44125.4,1.758295231,44049.4,76,1,1,"unknown","circle and lunge from roughly equal depth",3.465948427,8.92593129,1.573337194,0.917431193,"0.917431193",57,19.2,0.748031496062992,0.251968503937008
"162",425,424,13.41949904,44187,1.783071578,44125.4,61.5999999999985,1,1,"unknown","circle and lunge from roughly equal depth",3.674193773,7.943119587,1.437266831,0.977198697,"0.977198697",45.8,16,0.741100323624595,0.258899676375405
"163",426,425,12.61097001,44261.4,1.742116154,44187,74.4000000000015,1,1,"unknown","circle and lunge from roughly equal depth",3.47629159,8.557643522,1.346838222,0.808625337,"0.808625337",57.4,17.2,0.769436997319035,0.230563002680965
"164",427,426,13.0026345,44335.8,1.784891987,44261.4,74.4000000000015,1,2,"unknown","circle and lunge from roughly equal depth",3.501264453,5.766303861,1.420279195,1.617250674,"0.808625337",57,17.6,0.764075067024129,0.235924932975871
"165",428,427,12.1306302,44396.6,1.755082127,44335.8,60.7999999999956,1,1,"unknown","circle and lunge from roughly equal depth",3.684287339,8.037002751,1.508384436,0.99009901,"0.99009901",49.2,11.8,0.80655737704918,0.19344262295082
"166",429,428,12.53671736,44462.2,1.700206803,44396.6,65.5999999999985,1,2,"unknown","circle and lunge from roughly equal depth",3.50703,4.881305944,1.510797895,1.834862385,"0.917431193",52.6,13.2,0.799392097264438,0.200607902735562
"167",443,442,11.8690403,45071.8,1.77549559,44462.2,609.600000000006,12,1,"unknown","very shallow circles, low jerk",3.506998163,8.319043991,1.527461417,1.030927835,"1.030927835",604.4,5.4,0.991144637586094,0.0088553624139062
"168",444,443,10.13847929,45124.6,1.814667314,45071.8,52.7999999999956,1,1,"unknown","very shallow circles, low jerk",3.197186091,6.731300041,1.700589098,1.140684411,"1.140684411",52.2,0.8,0.984905660377358,0.0150943396226415
"169",445,444,12.38471347,45187,1.878818212,45124.6,62.4000000000015,1,1,"unknown","very shallow circles, low jerk",3.616968493,13.6570067,1.487782158,0.964630225,"0.964630225",47,15.6,0.750798722044728,0.249201277955272
"170",446,445,12.95579585,45267,1.607626345,45187,80,1,2,"unknown","circle and lunge from max depth",3.514585043,5.934039933,1.59276258,1.503759398,"0.751879699",62,18.2,0.773067331670823,0.226932668329177
"171",447,446,12.33862693,45320.6,1.739280364,45267,53.5999999999985,1,1,"unknown","circle and lunge from max depth",3.607304469,6.112342253,1.672142651,1.123595506,"1.123595506",42.2,11.6,0.784386617100372,0.215613382899628
"172",448,447,14.31944992,45396.6,1.752575304,45320.6,76,1,2,"unknown","circle and lunge from max depth",3.463405773,5.998376838,1.641143438,1.583113456,"0.791556728",50.4,25.8,0.661417322834646,0.338582677165354
"173",450,449,12.18316892,45494.2,1.784065943,45396.6,97.5999999999985,1,1,"unknown","deep circle shallow lunge",3.455510243,6.659259654,1.514869662,1.045296167,"1.045296167",92.2,5.6,0.942740286298569,0.0572597137014315
"174",452,451,20.56180265,45605.4,1.69830105,45494.2,111.200000000004,1,1,"unknown","deep circle shallow lunge",2.982896763,7.151001344,1.590380652,0.845070423,"0.845070423",61,50.4,0.547576301615799,0.452423698384201
"175",453,452,22.55772925,45678.2,1.638962347,45605.4,72.7999999999956,1,1,"unknown","deep circle shallow lunge",2.820612815,10.53067434,1.71465581,0.826446281,"0.826446281",35.4,37.6,0.484931506849315,0.515068493150685
"176",454,453,23.51170998,45778.2,1.63201427,45678.2,100,1,4,"unknown","deep circle shallow lunge",3.114759343,11.17638585,1.602158238,2.404809619,"0.601202405",54.6,45.6,0.544910179640719,0.455089820359281
"177",456,455,25.8706952,45880.6,1.677209801,45778.2,102.400000000001,1,2,"unknown","deep circle shallow lunge",2.785570474,12.34238501,1.430012106,1.379310345,"0.689655172",33.2,69.4,0.323586744639376,0.676413255360624
"178",457,456,22.6598386,45969.4,1.752743507,45880.6,88.8000000000029,1,2,"unknown","deep circle shallow lunge",2.984346258,8.391743764,1.511224761,1.354401806,"0.677200903",44.4,44.6,0.498876404494382,0.501123595505618
"179",459,458,12.81030112,46074.2,1.748326781,45969.4,104.799999999996,1,2,"unknown","very shallow circle and lunge from max depth",3.58503552,4.995135755,1.686796951,1.857585139,"0.92879257",89.6,15.4,0.853333333333333,0.146666666666667
"180",461,460,13.80470025,46155,1.817269348,46074.2,80.8000000000029,1,1,"unknown","deep circle shallow lunge",3.464286374,7.049896262,1.764847583,1.030927835,"1.030927835",64.2,16.8,0.792592592592593,0.207407407407407
"181",462,461,12.1438955,46207.8,1.652763016,46155,52.8000000000029,1,1,"unknown","deep circle shallow lunge",3.373261477,7.930048937,1.685434099,1.140684411,"1.140684411",39.4,13.6,0.743396226415094,0.256603773584906
"182",463,462,24.10632332,46295,1.745695581,46207.8,87.1999999999971,1,3,"unknown","deep double circle shallow lunge",3.019416444,10.73429092,1.669583674,2.068965517,"0.689655172",17.8,69.6,0.203661327231121,0.796338672768879
"183",467,466,10.37648793,46365.4,1.654641949,46295,70.4000000000015,1,1,"unknown","very shallow circle and lunge from max depth",3.701929038,5.556113497,1.798024954,1.395348837,"1.395348837",68.8,1.8,0.974504249291785,0.0254957507082153
"184",469,468,12.58502881,46489.4,1.692111564,46365.4,124,1,1,"unknown","very shallow circle and lunge from max depth",3.40546348,6.650673197,1.579219026,0.854700855,"0.854700855",110.6,13.6,0.890499194847021,0.109500805152979
"185",470,469,13.02836777,46555,1.809700696,46489.4,65.5999999999985,1,2,"unknown","very shallow circle and lunge from max depth",3.557463331,6.78306042,1.485883734,1.834862385,"0.917431193",57,8.8,0.866261398176292,0.133738601823708
"186",471,470,12.92368099,46617.4,1.738889491,46555,62.4000000000015,1,1,"unknown","very shallow circle and lunge from max depth",3.390947871,5.956371137,1.516172678,0.964630225,"0.964630225",55.6,7,0.888178913738019,0.111821086261981
"187",472,471,10.69157889,46675.8,1.780580794,46617.4,58.4000000000015,1,2,"unknown","very shallow circle and lunge from max depth",NA,3.548491331,NA,2.06185567,"1.030927835",55.6,3,0.948805460750853,0.0511945392491468
"188",474,473,12.69638434,46778.2,1.708656412,46675.8,102.399999999994,1,1,"unknown","very shallow circle and lunge from max depth",3.517608552,8.748163221,1.466443601,0.977198697,"0.977198697",91.4,11.2,0.89083820662768,0.10916179337232
"189",475,474,13.31493124,46843,1.789724971,46778.2,64.8000000000029,1,1,"unknown","very shallow circle and lunge from max depth",3.419581519,7.508175327,1.449871477,0.92879257,"0.92879257",45.2,19.8,0.695384615384615,0.304615384615385
"190",476,475,12.36653689,46916.6,1.864774951,46843,73.5999999999985,1,1,"unknown","very shallow circle and lunge from max depth",3.388333173,12.80879453,1.524255499,0.817438692,"0.817438692",55.2,18.6,0.747967479674797,0.252032520325203
"191",477,476,12.87116102,47006.6,1.728243088,46916.6,90,1,2,"unknown","very shallow circle and lunge from max depth",NA,NA,NA,1.336302895,"0.668151448",72.8,17.4,0.807095343680709,0.19290465631929
