"","X","dive","p.max","sec.max","p.min","sec.min","dur","lunges","breaths","comments","surface.time","dive.time","surface.p","dive.p"
"76",140,139,59.0395757956249,20778.2,-0.0989889331083242,20285.4,492.799999999999,1,7,"none",227,266,0.460446247464503,0.539553752535497
"77",142,141,26.5757586784691,21074.2,-0.0800151089732908,20778.2,296,1,2,"none",70.2,226,0.237002025658339,0.762997974341661
"78",143,142,14.8311856404943,21188.6,-0.0864340345073948,21074.2,114.399999999998,0,3,"none",73,41.6,0.636998254799302,0.363001745200698
"79",144,143,21.4033749202036,21411,-0.128425802409191,21188.6,222.400000000001,0,1,"none",98.8,123.8,0.443845462713387,0.556154537286613
"80",146,145,17.7259993409007,21687.8,-0.092622721730832,21411,276.799999999999,1,1,"none",113.6,163.4,0.410108303249098,0.589891696750903
"81",147,146,19.0742401904335,21980.6,-0.124625875578009,21687.8,292.799999999999,0,1,"none",53.4,239.6,0.182252559726962,0.817747440273038
"82",148,147,33.3176268439358,22286.2,-0.112912194194848,21980.6,305.600000000002,0,7,"none",125.2,180.6,0.409417920209287,0.590582079790713
"83",149,148,42.7899489145073,22835.8,-0.105007446406328,22286.2,549.599999999999,0,3,"none",53.8,496,0.0978537650054565,0.902146234994543
"84",150,149,24.1915012969941,23084.6,-0.0915077499413086,22835.8,248.799999999999,0,3,"none",34,215,0.136546184738956,0.863453815261044
"85",152,151,22.9008223403158,23598.2,-0.110512922171124,23084.6,513.600000000002,0,5,"none",134,379.8,0.260801868431296,0.739198131568704
"86",153,152,23.1746212760901,24092.6,-0.145777577963432,23598.2,494.399999999998,0,6,"none",157.6,337,0.318641326324302,0.681358673675697
"87",154,153,38.0658624628998,24592.6,-0.125217637102144,24092.6,500,0,6,"none",151,349.2,0.30187924830068,0.69812075169932
"88",155,154,21.0174537843656,25135,-0.101236999865857,24592.6,542.400000000001,0,5,"none",156.8,385.8,0.288978990047917,0.711021009952083
"89",156,155,20.5061296679437,25667,-0.140650265092627,25135,532,0,3,"none",85.4,446.8,0.160465990229237,0.839534009770763
"90",157,156,23.4884114409242,26019.8,-0.121665894881846,25667,352.799999999999,0,2,"none",47.4,305.6,0.134277620396601,0.865722379603399
"91",158,157,21.2117011636651,26362.2,-0.114002367062689,26019.8,342.400000000001,0,4,"none",88,254.6,0.256859311150029,0.743140688849971
"92",159,158,24.381683250031,26546.2,-0.091876542933528,26362.2,184,1,2,"none",28.2,156,0.153094462540717,0.846905537459283
"93",161,160,32.2555984542083,26809.4,-0.12311579637951,26546.2,263.200000000001,0,5,"none",67.6,195.8,0.256643887623386,0.743356112376613
"94",164,163,20.464121609098,27293.4,-0.128814739124081,26809.4,484,0,6,"none",187.2,297,0.386617100371747,0.613382899628253
"95",165,164,16.6369867014322,27448.6,-0.131760572388502,27293.4,155.199999999997,0,1,"none",76.2,79.2,0.49034749034749,0.50965250965251
"96",166,165,11.0801746078623,27579.8,-0.0934848217579001,27448.6,131.200000000001,NA,NA,"none",118.8,12.6,0.904109589041096,0.0958904109589041
"97",168,167,23.1886710018658,27972.6,-0.118254273477752,27579.8,392.799999999999,0,5,"none",216.8,176.2,0.551653944020356,0.448346055979644
"98",169,168,51.9602591075001,28575.8,-0.106972041419127,27972.6,603.200000000001,0,7,"none",166.6,436.8,0.276102088167053,0.723897911832946
"99",170,169,36.2478097292223,29015.8,-0.0941459663301987,28575.8,440,0,5,"none",128.8,311.4,0.292594275329396,0.707405724670604
"100",171,170,55.5190763970988,29346.2,-0.165335746316925,29015.8,330.400000000001,1,5,"none",132.2,198.4,0.399879007864489,0.600120992135511
"101",172,171,37.9687797126597,29584.6,-0.0941969088594412,29346.2,238.399999999998,0,3,"none",74.6,164,0.312657166806371,0.687342833193629
"102",173,172,61.8005731682825,30110.2,-0.131019101436944,29584.6,525.600000000002,0,6,"none",124.2,401.6,0.236211487257512,0.763788512742488
"103",174,173,19.6660342995976,30465.4,-0.145428488259093,30110.2,355.200000000001,0,5,"none",129.6,225.8,0.364659538548115,0.635340461451885
"104",175,174,32.9337665021088,31187.8,-0.108579855631071,30465.4,722.399999999998,0,10,"none",342.4,380.2,0.473844450595073,0.526155549404927
"105",176,175,59.8471669798379,31691.8,-0.0792316639677755,31187.8,504,0,4,"none",104.4,399.8,0.207060690202301,0.792939309797699
"106",177,176,27.3299088363669,31891.8,-0.102794652542948,31691.8,200,0,2,"none",93.6,106.6,0.467532467532468,0.532467532467532
"107",178,177,26.4863826986592,32224.6,-0.123002830495996,31891.8,332.799999999999,0,1,"none",57.8,275.2,0.173573573573574,0.826426426426426
"108",179,178,13.2022667029623,32310.2,-0.098990355613501,32224.6,85.6000000000022,0,6,"none",67.2,18.6,0.783216783216783,0.216783216783217
"109",181,180,65.2811371440985,34096.8,-0.127567558537339,32310.2,1786.6,NA,NA,"none",1017.6,769.2,0.569509738079248,0.430490261920752
