,X,DN,JigRMS,Light,LightIR,Paddles,T,camon,flownoise,head,p,pitch,roll,speedFN,tagon,Aw.1,Aw.2,Aw.3,r,sec,MSA,jerk,dive,event,min.p,max.p,max.speed,min.speed,delta.speed,delta.p,tag,DateTime, LAT, LON
211448,225240,735709.9,-42.60947,NA,NA,0,5.072899,1,NA,-90.9962,15.60114,96.86656,73.88831,1.983885,1,0.7256651,-0.6182463,-0.1785843,211448,42289.6,-0.2951566,5.387262,394,lunge,4.263861,17.08363,2.040713,1,1.5862367,12.819769,mn14_110a,4/20/2014 21:57,57.70014,-133.973839
211915,225707,735709.9,-48.04831,NA,NA,0,5.065742,1,NA,-67.72235,14.4116,105.379,24.77112,1.227686,1,0.7588889,-0.2423205,-0.5251245,211915,42383,-0.4497116,4.799651,395,lunge,4.88892,16.16015,1.85099,1,1.0700064,11.27123,mn14_110a,4/20/2014 21:59,57.699977,-133.975208
212065,225857,735709.9,-31.9398,NA,NA,0,5.069714,1,NA,-85.99368,2.531526,-66.87915,4.761409,2.612232,1,-0.5352704,-0.06728199,-0.8077642,212065,42413,-0.280943,5.871456,396,lunge,1.875075,12.43539,3.000143,1,2.98968945,10.560315,mn14_110a,4/20/2014 21:59,57.69993,-133.975834
212558,226350,735709.9,-40.75307,NA,NA,0,5.076675,1,NA,-154.0219,2.56804,46.87476,2.82312,2.965113,1,0.4543511,-0.05162022,-1.046795,212558,42511.6,1.395613,7.186575,398,lunge,1.821335,8.71063,3.391253,1,2.9488248,6.889295,mn14_110a,4/20/2014 22:01,57.69967,-133.977229
213144,226936,735709.9,-45.51079,NA,NA,0,5.071591,1,NA,-104.385,1.840366,20.15739,-0.02981864,0.9245207,1,0.1980439,0.000579873,-1.114212,213144,42628.8,1.291295,7.533191,401,lunge,1.692148,9.320344,3.228112,1,2.833126,7.628196,mn14_110a,4/20/2014 22:03,57.698755,-133.979206
214006,227798,735709.9,-37.09675,NA,NA,0,5.141704,1,NA,-121.2841,12.08813,106.4889,74.93544,2.43017,1,0.9156812,-0.6604064,-0.1777532,214006,42801.2,1.401304,9.36095,402,lunge,2.259127,12.65163,2.458542,1,1.7339852,10.392503,mn14_110a,4/20/2014 22:06,57.698448,-133.981136
214132,227924,735709.9,-24.87207,NA,NA,0,5.155611,1,NA,-76.52185,10.82923,7.740139,-0.8636205,3.558199,1,0.07503708,0.0167187,-1.109096,214132,42826.4,1.095967,10.68577,403,lunge,8.395232,11.70233,3.67433,1.705313,1.969017,3.307098,mn14_110a,4/20/2014 22:06,57.698161,-133.981304
214661,228453,735709.9,-47.4659,NA,NA,0,5.156632,1,NA,-138.5087,12.2993,130.0997,79.57811,1.371749,1,0.9189493,-0.4204867,-0.07733982,214661,42932.2,0.1327574,3.480335,404,lunge,4.401143,12.63883,2.219079,1,1.7706105,8.237687,mn14_110a,4/20/2014 22:08,57.697401,-133.98064
214813,228605,735709.9,-29.20904,NA,NA,0,5.163117,1,NA,-126.2728,7.580906,-59.27366,4.315506,3.185031,1,-0.4794506,-0.06341379,-0.8403346,214813,42962.6,-0.2984648,4.456588,405,lunge,6.577529,8.749535,3.600888,1,3.0945319,2.172006,mn14_110a,4/20/2014 22:08,57.697152,-133.980802
215287,229079,735709.9,-46.80103,NA,NA,0,5.177288,1,NA,-159.8646,12.7097,129.393,56.36647,2.0961,1,0.9800014,-0.3857571,-0.256622,215287,43057.4,0.8238041,7.600985,406,lunge,2.585058,12.7097,2.432156,1,1.9352452,10.124642,mn14_110a,4/20/2014 22:10,57.69665,-133.979832
215695,229487,735709.9,-34.54109,NA,NA,0,5.205097,1,NA,114.9724,7.381166,-3.015352,-0.635147,3.099652,1,-0.02733184,0.01151134,-1.038381,215695,43139,0.3805383,4.633967,408,lunge,6.255646,8.441697,3.529514,1,2.9317618,2.186051,mn14_110a,4/20/2014 22:11,57.696251,-133.978816
215869,229661,735709.9,-37.99496,NA,NA,0,5.228722,1,NA,-6.626641,11.77549,142.1748,14.44304,2.170019,1,1.105215,-0.09444708,-0.3667032,215869,43173.8,1.65032,6.092096,408,lunge,2.193278,12.13601,2.662396,1,2.3458153,9.942732,mn14_110a,4/20/2014 22:12,57.696503,-133.979431
216057,229849,735709.9,-46.05799,NA,NA,0,5.241875,1,NA,-163.1088,5.657375,-33.08073,0.6439104,1.516309,1,-0.3112786,-0.0117792,-1.048081,216057,43211.4,0.9158638,7.282603,409,lunge,4.16163,7.58147,3.712052,1,3.0733107,3.41984,mn14_110a,4/20/2014 22:13,57.696255,-133.979928
216500,230292,735709.9,-44.58618,NA,NA,0,5.278201,1,NA,50.26019,10.83971,137.6817,95.46314,1.68658,1,1.051099,-0.4049847,0.03873263,216500,43300,1.246285,5.845067,410,lunge,2.139724,11.12147,1.739546,1,1.2345872,8.981746,mn14_110a,4/20/2014 22:14,57.696582,-133.979395
216789,230581,735709.9,-39.90896,NA,NA,0,5.298586,1,NA,24.59253,9.802165,111.3443,72.77228,2.290988,1,0.8754421,-0.5709888,-0.1770533,216789,43357.8,0.5892078,4.896133,411,lunge,1.831877,10.82301,2.83062,1,2.0790862,8.991133,mn14_110a,4/20/2014 22:15,57.69681,-133.979804
216918,230710,735709.9,-35.37426,NA,NA,0,5.306473,1,NA,43.36407,6.400181,-9.30299,-2.902208,3.091409,1,-0.09589846,0.05967691,-1.177142,216918,43383.6,1.790187,5.500829,412,lunge,3.971101,8.34437,3.46071,1,2.4729754,4.373269,mn14_110a,4/20/2014 22:15,57.697214,-133.979687
217230,231022,735709.9,-32.61163,NA,NA,0,5.327416,1,NA,19.68703,10.47977,13.16841,3.529678,3.304584,1,0.1410283,-0.07522212,-1.219504,217230,43446,2.254882,7.495017,413,lunge,7.541947,10.72715,3.602911,1.518338,2.084573,3.185203,mn14_110a,4/20/2014 22:16,57.69738,-133.980776
217545,231337,735709.9,-30.42833,NA,NA,0,5.324695,1,NA,21.56116,10.19013,21.4259,15.90348,3.313984,1,0.2198744,-0.3184668,-1.117728,217545,43509,1.792931,10.79983,414,lunge,7.467603,10.5052,3.534323,1.930411,1.603912,3.037597,mn14_110a,4/20/2014 22:18,57.697571,-133.981945
218168,231960,735709.9,-36.13788,NA,NA,0,5.356388,1,NA,3.454597,11.42161,126.45,79.41924,2.350603,1,1.003283,-0.4976383,-0.09295753,218168,43633.6,1.213782,6.37189,415,lunge,1.859309,11.59124,2.350603,1,1.643984,9.731931,mn14_110a,4/20/2014 22:20,57.697529,-133.982705
218289,232081,735709.9,-29.58344,NA,NA,0,5.368698,1,NA,28.3286,10.77728,19.74694,11.89493,3.412088,1,0.2100352,-0.2487317,-1.180834,218289,43657.8,2.205404,10.02952,416,lunge,7.544623,11.25036,3.547213,1.478836,2.068377,3.705737,mn14_110a,4/20/2014 22:20,57.697748,-133.982957
218608,232400,735709.9,-25.68506,NA,NA,0,5.366082,1,NA,24.70523,11.05081,-39.94978,20.67861,3.594863,1,-0.317673,-0.3086287,-0.8176849,218608,43721.6,-0.6871175,5.32228,417,lunge,8.244381,11.52983,3.624819,1.514742,2.110077,3.285449,mn14_110a,4/20/2014 22:21,57.698094,-133.98393
219190,232982,735709.9,-39.22048,NA,NA,0,5.350283,1,NA,-48.93799,12.02551,120.2284,46.76224,2.257736,1,1.054098,-0.4413248,-0.4149793,219190,43838,2.115982,6.723075,419,lunge,1.786643,12.30999,2.563703,1,2.0438685,10.523347,mn14_110a,4/20/2014 22:23,57.697858,-133.986323
219701,233493,735709.9,-34.34388,NA,NA,0,5.186693,1,NA,-69.86887,15.26783,142.4063,42.70088,2.283074,1,0.8718458,-0.2012453,-0.2180807,219701,43940.2,-0.7750826,10.13154,420,lunge,3.001029,17.86252,2.302142,1.007972,1.29417,14.861491,mn14_110a,4/20/2014 22:25,57.697512,-133.987219
220149,233941,735709.9,-41.69815,NA,NA,0,5.113198,1,NA,-63.73432,14.31307,123.3275,64.93989,2.080593,1,1.056028,-0.5158668,-0.2412119,220149,44029.8,1.959277,7.776324,421,lunge,4.317391,14.5579,2.09516,1,1.5622289,10.240509,mn14_110a,4/20/2014 22:26,57.697266,-133.988275
220349,234141,735709.9,-31.51311,NA,NA,0,5.151497,1,NA,-163.5299,13.5435,26.43871,2.053441,3.273266,1,0.2819347,-0.04300552,-1.199441,220349,44069.8,2.283778,8.925931,423,lunge,7.447925,13.66361,3.465948,1.863337,1.602611,6.215685,mn14_110a,4/20/2014 22:27,57.696765,-133.988327
220849,234641,735709.9,-39.05242,NA,NA,0,5.222959,1,NA,-135.1345,13.25868,143.1256,59.53182,2.338784,1,1.151318,-0.3308208,-0.194621,220849,44169.8,2.094811,7.94312,424,lunge,2.751827,13.4195,2.35069,1.206266,1.144424,10.667673,mn14_110a,4/20/2014 22:29,57.696099,-133.987671
220981,234773,735709.9,-32.7689,NA,NA,0,5.235529,1,NA,99.245,10.72993,11.30765,-1.600268,3.373376,1,0.1157091,0.03263987,-1.168329,220981,44196.2,1.711248,8.557644,425,lunge,8.387172,11.91075,3.476292,1.59596,1.880332,3.523578,mn14_110a,4/20/2014 22:29,57.695915,-133.987206
221557,235349,735709.9,-42.12399,NA,NA,0,5.257071,1,NA,-164.1954,11.79164,84.66405,64.42216,2.064604,1,0.6136024,-0.607572,-0.2908109,221557,44311.4,-0.8711684,5.766304,426,lunge,2.955424,13.00263,2.227307,1,1.7722821,10.047206,mn14_110a,4/20/2014 22:31,57.695306,-133.986437
221717,235509,735709.9,-30.71493,NA,NA,0,5.264807,1,NA,-61.33185,9.771911,10.64926,15.38613,3.357982,1,0.109168,-0.3107777,-1.129339,221717,44343.4,1.729855,8.037003,427,lunge,7.470315,10.68054,3.684287,1.006918,2.677369,3.210225,mn14_110a,4/20/2014 22:31,57.694975,-133.986731
222227,236019,735709.9,-42.91699,NA,NA,0,5.261603,1,NA,-150.1172,11.00378,103.8276,58.26208,1.810438,1,0.7124611,-0.4748675,-0.2937185,222227,44445.4,-0.92976,4.881306,428,lunge,2.038013,12.53672,2.343141,1,1.4005015,10.498707,mn14_110a,4/20/2014 22:33,57.694059,-133.986336
222437,236229,735709.9,-47.23089,NA,NA,0,5.286122,1,NA,-56.19509,4.205921,-45.32235,73.75452,1.469165,1,-0.4066883,-0.9351802,-0.2725001,222437,44487.4,0.5448893,3.156039,442,lunge,4.116719,5.436398,2.475654,1,1.9864047,1.319679,mn14_110a,4/20/2014 22:34,57.693854,-133.985977
223029,236821,735709.9,-46.62326,NA,NA,0,5.407737,1,NA,178.7368,6.035391,-30.33984,14.34191,1.772408,1,-0.2917213,-0.2665199,-1.042413,223029,44605.8,1.125713,4.226839,442,lunge,4.359123,6.382875,2.746672,1.084831,1.661841,2.023752,mn14_110a,4/20/2014 22:36,57.69338,-133.984
223253,237045,735709.9,-45.79341,NA,NA,0,5.44974,1,NA,-114.3628,6.220487,-1.118964,9.402011,1.348528,1,-0.01064344,-0.1780542,-1.075304,223253,44650.6,0.8825756,3.192742,442,lunge,3.622191,6.334686,2.80713,1,2.012134,2.712495,mn14_110a,4/20/2014 22:37,57.692852,-133.983847
223527,237319,735709.9,-46.7339,NA,NA,0,5.478818,1,NA,-20.42796,4.604911,23.73613,37.00557,1.343891,1,0.212812,-0.609514,-0.8086888,223527,44705.4,0.3410952,3.236201,442,lunge,4.086851,6.009844,2.335182,1,2.0298469,1.922993,mn14_110a,4/20/2014 22:37,57.692272,-133.983836
223813,237605,735709.9,-44.89609,NA,NA,0,5.504821,1,NA,-177.5294,6.524137,37.31319,88.30944,2.282052,1,0.3565278,-1.05549,-0.03115218,223813,44762.6,1.123,3.988699,442,lunge,2.672094,6.524137,2.535026,1,2.50066676,3.852043,mn14_110a,4/20/2014 22:38,57.69213,-133.982904
223926,237718,735709.9,-46.06215,NA,NA,0,5.504644,1,NA,100.4382,5.279983,0.3891159,1.125941,1.949073,1,0.003673577,-0.02125818,-1.081626,223926,44785.2,0.8025905,3.828044,442,lunge,3.683756,6.118281,2.897025,1.010861,1.886164,2.434525,mn14_110a,4/20/2014 22:39,57.691905,-133.982513
224290,238082,735709.9,-32.91869,NA,NA,0,5.557891,1,NA,126.5596,7.999602,56.10933,89.17744,2.742832,1,0.518336,-0.9725083,-0.01396272,224290,44858,1.001326,3.731707,442,lunge,2.38143,8.089483,2.786643,1.312758,1.473885,5.708053,mn14_110a,4/20/2014 22:40,57.691915,-133.981667
224506,238298,735709.9,-48.4454,NA,NA,0,5.587013,1,NA,105.3573,6.043956,25.07254,74.86372,0.4156061,1,0.2124128,-0.9221293,-0.2494361,224506,44901.2,-0.2098523,3.281493,442,lunge,3.5289,6.223298,2.373559,1,2.0526418,2.694398,mn14_110a,4/20/2014 22:41,57.691898,-133.981106
224751,238543,735709.9,-39.2887,NA,NA,0,5.623287,1,NA,120.5691,8.749277,49.57324,82.78983,2.524934,1,0.4821798,-1.035916,-0.1310534,224751,44950.2,1.472253,5.447413,442,lunge,2.669138,8.945107,2.550451,1,2.0723343,6.275969,mn14_110a,4/20/2014 22:42,57.69189,-133.980104
224993,238785,735709.9,-43.31003,NA,NA,0,5.628613,1,NA,167.3222,8.512472,60.34221,80.63656,2.002763,1,0.5484853,-0.9309155,-0.1535018,224993,44998.6,0.8956477,3.520095,442,lunge,1.911016,8.948294,2.457687,1,1.7410829,7.037278,mn14_110a,4/20/2014 22:42,57.691831,-133.979446
225113,238905,735709.9,-33.55984,NA,NA,0,5.617935,1,NA,81.52685,9.187375,-6.108666,0.9472075,3.256505,1,-0.06054065,-0.01875618,-1.134442,225113,45022.6,1.335775,8.319044,442,lunge,7.181562,9.947477,3.506998,1,2.9514681,2.765915,mn14_110a,4/20/2014 22:43,57.691792,-133.978947
225288,239080,735709.9,-43.58756,NA,NA,0,5.587995,1,NA,-6.456503,10.11904,94.20139,36.64084,1.69072,1,0.7771156,-0.4309607,-0.5794258,225288,45057.6,0.5965831,6.0765,442,lunge,1.775496,11.83332,2.436717,1,2.3838041,10.057824,mn14_110a,4/20/2014 22:43,57.691882,-133.979663
225550,239342,735709.9,-37.51963,NA,NA,0,5.552698,1,NA,31.92435,9.445665,58.08606,111.3312,2.409717,1,0.5231454,-0.8775689,0.3427011,225550,45110,0.7611353,6.7313,443,lunge,1.814667,10.13848,2.506234,1,2.216744,8.323813,mn14_110a,4/20/2014 22:44,57.692199,-133.980291
225671,239463,735709.9,-26.52521,NA,NA,0,5.546393,1,NA,43.95221,10.93495,17.92786,4.552472,3.367994,1,0.1912451,-0.0962317,-1.208588,225671,45134.2,2.23007,13.65701,444,lunge,8.209593,11.6195,3.616968,2.030826,1.586142,3.409907,mn14_110a,4/20/2014 22:45,57.692494,-133.980204
225983,239775,735709.9,-42.44295,NA,NA,0,5.542845,1,NA,15.01554,10.82931,23.10625,4.844869,2.598112,1,0.2387769,-0.09865403,-1.163908,225983,45196.6,1.885198,5.93404,445,lunge,8.906492,10.92027,3.514585,1.590188,1.924397,2.013778,mn14_110a,4/20/2014 22:46,57.692852,-133.980828
226363,240155,735709.9,-43.87654,NA,NA,0,5.538979,1,NA,59.44348,8.152775,-68.56988,-8.66698,1.910146,1,-0.5592407,0.1236088,-0.8109123,226363,45272.6,-0.07082416,6.112342,446,lunge,6.089485,10.55844,3.607304,1.096597,2.510707,4.468955,mn14_110a,4/20/2014 22:47,57.692688,-133.981067
226658,240450,735710,-32.56228,NA,NA,0,5.537386,1,NA,42.43891,12.39245,21.46675,19.79359,3.065895,1,0.2103988,-0.3758684,-1.044382,226658,45331.6,1.272163,5.998377,447,lunge,9.09568,12.39245,3.463406,1.045959,2.417447,3.29677,mn14_110a,4/20/2014 22:48,57.693113,-133.981423
227230,241022,735710,-34.86511,NA,NA,0,5.519904,1,NA,64.51758,9.36485,7.876297,6.597295,3.068901,1,0.07753459,-0.1293971,-1.118809,227230,45446,1.264398,6.65926,449,lunge,7.153691,9.685444,3.45551,1.464622,1.990888,2.531753,mn14_110a,4/20/2014 22:50,57.693061,-133.981073
227962,241754,735710,-43.86492,NA,NA,0,5.474036,1,NA,-120.9639,12.31975,132.5566,48.40073,1.893497,1,1.017598,-0.3343848,-0.2968731,227962,45592.4,1.093533,7.151001,451,lunge,1.698301,14.02311,2.092736,1,2.1276282,12.324809,mn14_110a,4/20/2014 22:52,57.692983,-133.980768
228319,242111,735710,-40.76211,NA,NA,0,5.397812,1,NA,-131.3026,12.22044,72.59605,59.83774,2.092675,1,0.5225783,-0.6151287,-0.3574712,228319,45663.8,-1.149776,10.53067,452,lunge,1.638962,12.88888,2.35374,1,2.2291387,11.249918,mn14_110a,4/20/2014 22:53,57.692362,-133.981199
228704,242496,735710,-42.81459,NA,NA,0,5.355729,1,NA,-103.3661,14.6096,144.3799,64.00295,1.848538,1,1.195313,-0.345149,-0.1683184,228704,45740.8,2.505406,11.17639,453,lunge,3.567399,14.7793,2.157776,1,1.4924982,11.211901,mn14_110a,4/20/2014 22:55,57.691897,-133.981391
229337,243129,735710,-42.94108,NA,NA,0,5.342474,1,NA,-135.7507,12.36676,125.9728,29.36444,2.286072,1,0.7026589,-0.175664,-0.3122063,229337,45867.4,-2.072068,12.34239,455,lunge,1.67721,14.71397,2.337107,1,2.4698778,13.03676,mn14_110a,4/20/2014 22:57,57.691737,-133.979767
229722,243514,735710,-38.06201,NA,NA,0,5.288754,1,NA,-116.7292,12.62177,82.12669,63.8474,1.99981,1,0.589038,-0.6068827,-0.298,229722,45944.4,-1.012997,8.391744,456,lunge,3.019264,13.72617,2.368703,1,1.8341429,10.706906,mn14_110a,4/20/2014 22:58,57.69125,-133.980476
230090,243882,735710,-27.97976,NA,NA,0,5.381451,1,NA,79.68883,10.5118,4.515715,-4.213677,3.508644,1,0.04409143,0.08216796,-1.11527,230090,46018,1.168576,4.995136,458,lunge,7.470218,11.0375,3.585036,2.122668,1.462368,3.567282,mn14_110a,4/20/2014 22:59,57.690715,-133.980304
230694,244486,735710,-43.22943,NA,NA,0,5.451501,1,NA,37.83391,11.85191,93.59893,49.63007,1.819632,1,0.671686,-0.4805676,-0.4085604,230694,46138.8,-0.7705318,7.049896,460,lunge,2.577801,13.8047,2.253492,1,1.907244,11.226899,mn14_110a,4/20/2014 23:01,57.69168,-133.979044
230817,244609,735710,-35.97777,NA,NA,0,5.436722,1,NA,49.77002,10.17905,4.988457,2.447929,2.998149,1,0.05131502,-0.05031536,-1.176955,230817,46163.4,1.756836,7.930049,461,lunge,7.998712,11.03964,3.373261,1.608456,1.764805,3.040928,mn14_110a,4/20/2014 23:02,57.691919,-133.978738
231406,245198,735710,-29.11482,NA,NA,0,5.308849,1,NA,-27.10029,14.70907,140.9823,72.25981,3.015228,1,1.251114,-0.4221823,-0.1350619,231406,46281.2,3.20987,10.73429,462,lunge,1.787823,16.6903,3.019416,1,2.5994283,14.902477,mn14_110a,4/20/2014 23:04,57.69229,-133.978926
231747,245539,735710,-37.3002,NA,NA,0,5.347433,1,NA,155.4523,9.991187,87.13007,76.76159,2.214961,1,0.7487904,-0.7663476,-0.1802873,231747,46349.4,0.8482618,5.556113,466,lunge,1.965397,10.37649,2.246852,1,1.412506,8.411093,mn14_110a,4/20/2014 23:05,57.69157,-133.978535
232140,245932,735710,-29.73488,NA,NA,0,5.410771,1,NA,42.96037,10.04314,2.326568,7.497101,3.23191,1,0.02335678,-0.1500794,-1.140412,232140,46428,1.475723,6.650673,468,lunge,7.300013,10.74626,3.405463,1.656061,1.749402,3.446247,mn14_110a,4/20/2014 23:06,57.691845,-133.978096
232469,246261,735710,-30.015,NA,NA,0,5.416148,1,NA,25.0888,6.722365,-27.72177,6.195012,3.332254,1,-0.2592479,-0.1133783,-1.044512,232469,46493.8,0.8057112,6.78306,469,lunge,4.560698,8.715996,3.557463,1.359114,2.198349,4.155298,mn14_110a,4/20/2014 23:07,57.692403,-133.979001
232964,246756,735710,-35.90971,NA,NA,0,5.428256,1,NA,-6.746185,12.72511,115.122,87.91227,2.346265,1,0.9971991,-0.633373,-0.0230889,232964,46592.8,1.780563,5.956371,470,lunge,2.861186,12.92368,2.4125,1,1.9879,10.062494,mn14_110a,4/20/2014 23:09,57.692477,-133.980486
233366,247158,735710,-39.73715,NA,NA,0,5.422745,1,NA,35.85313,1.834264,11.08718,-2.751938,2.194362,1,0.1024093,0.05065961,-1.05393,233366,46673.2,0.5894269,3.548491,471,lunge,1.796585,6.720689,2.8671,1,2.766,4.924104,mn14_110a,4/20/2014 23:10,57.692926,-133.981232
233623,247415,735710,-35.35437,NA,NA,0,5.456439,1,NA,34.75798,9.022294,0.7040842,2.209725,3.292429,1,0.007322935,-0.0459532,-1.190926,233623,46724.6,1.881254,8.748163,473,lunge,7.002268,10.56588,3.517609,1,2.613599,3.563612,mn14_110a,4/20/2014 23:11,57.693469,-133.981176
234148,247940,735710,-44.75657,NA,NA,0,5.430854,1,NA,-69.34082,11.01475,114.0691,28.30314,1.72637,1,1.001721,-0.308031,-0.5720007,234148,46829.6,1.901988,7.508175,474,lunge,1.789725,12.25164,1.885562,1,1.734898,10.461915,mn14_110a,4/20/2014 23:13,57.693658,-133.98297
234467,248259,735710,-33.0821,NA,NA,0,5.416713,1,NA,-21.0292,10.73748,77.71076,-0.6828131,1.743904,1,0.5890917,0.008714154,-0.7311819,234467,46893.4,-0.5981482,12.80879,475,lunge,2.372528,12.32363,2.301252,1.205056,1.096196,9.951102,mn14_110a,4/20/2014 23:14,57.693886,-133.984315
234605,248397,735710,-34.60527,NA,NA,0,5.425544,1,NA,14.51169,7.583465,-6.574794,-4.496282,2.935512,1,-0.06723457,0.09176377,-1.166937,234605,46921,1.691345,6.701626,476,lunge,5.374509,9.898119,3.464039,1.44368,2.020359,4.52361,mn14_110a,4/20/2014 23:14,57.694133,-133.984661
