"","X","p","tempr","pitch","roll","head","flownoise","Aw1","Aw2","Aw3","speedFN","speedSP","r","sec","MSA","jerk","dive","event","min.p","max.p","max.speed","min.speed","delta.speed","delta.p","tag"
"89033",89033,18.2514871841963,5.11172567291474,78.981112056521,-65.3823617249885,-75.0066576744186,-70.5493555366449,0.660905824749296,-0.729115618205461,0.334086735435094,2.13750675189526,NA,89033,17806.6,0.384814187317935,6.51945291940284,"50","lunge",7.01930553924735,21.4280130477639,2.36082223206044,1,1.38991647335404,14.4087075085166,"mn13_110a"
"89212",89212,13.8522239564009,5.04281007259394,103.343937579802,-67.4809044630382,-77.279233800096,-71.1717365835531,0.915860548057732,-0.66882494721452,0.27729755064807,2.06436862438303,NA,89212,17842.4,1.6424670267215,6.51207398959053,"50","lunge",2.43902102599006,15.683460752796,2.22106567903327,1,1.2779285630968,13.2444397268059,"mn13_110a"
"89523",89523,21.1001367520307,5.04748105634482,115.204313335218,-51.5016720759107,-63.8009009421685,-66.6157090527722,0.809781711244117,-0.402160632503324,0.319873849660563,2.34935162307705,2.39680780937399,89523,17904.6,-0.401469985233975,4.80075073181987,"51","lunge",6.71966664844976,24.2823344648676,2.37283819466723,1.09258275042124,1.28025544424599,17.5626678164178,"mn13_110a"
"89832",89832,18.0821818309945,5.05333757442069,79.4037565710336,-62.4966187960516,-146.667112946822,-79.4099690021272,0.726650925341133,-0.776285273154037,0.404166762188349,1.87350259668495,NA,89832,17966.4,1.34878040176546,5.24688035169544,"51","lunge",7.91353370346847,19.7562536845041,1.95490778208345,1,1.27661696898047,11.8427199810356,"mn13_110a"
"90143",90143,20.00207032288,5.05790607730144,80.3332998964189,-45.0593959997937,77.4892381755576,-72.0986427757559,0.583910506372058,-0.48966996527096,0.488655777891916,2.17457097480126,NA,90143,18028.6,-0.928990179557338,4.17779000197703,"52","lunge",5.8641203243874,23.459190205841,2.26837401222887,1.18415493371669,1.08421907851218,17.5950698814536,"mn13_110a"
"90434",90434,20.2447393206383,5.06282395149606,64.0082106522706,-60.5781983711658,-147.29550280838,-69.4950691524218,0.457535401784495,-0.637672711795297,0.359629855082266,2.20037240607913,NA,90434,18086.8,-1.34050161440972,6.71897883413685,"53","lunge",6.6741255520408,23.7307820619669,2.33939016604696,1.29682497833115,1.04256518771581,17.0566565099261,"mn13_110a"
"90714",90714,19.5352815087677,5.05498310792467,113.462185996441,-56.739626045378,111.464618284709,-74.4217353315534,0.839465153756045,-0.460549690809455,0.302068853409912,1.93558827847433,2.3643539724865,90714,18142.8,0.0394090287422256,3.39308533445836,"53","lunge",7.904622561113,22.4061984298414,2.2272102253919,1.03081989048091,1.19639033491099,14.5015758687284,"mn13_110a"
"91049",91049,21.7198328749542,5.04627892962112,113.261190899356,-63.6413477712778,79.3144794388792,-70.4216565812403,0.950498175905395,-0.560925326440696,0.277941388029035,2.23019224696592,2.83590386931538,91049,18209.8,1.35457327447971,8.5570519534262,"53","lunge",8.45834356495548,24.861008286105,2.24775938507281,1,1.33792087242976,16.4026647211495,"mn13_110a"
"91285",91285,22.8299139331692,5.03680491828086,73.6032436260958,-32.2800297346666,-121.736198011525,-68.7661796109743,0.544503883110009,-0.38869275727924,0.615325878137228,2.37278987135373,NA,91285,18257,-0.89288268629248,7.12974948756775,"53","lunge",10.6399252719386,26.1361831495776,2.41231803183275,1,1.57057895923209,15.496257877639,"mn13_110a"
"91741",91741,20.6613687167085,5.01712008932356,105.273941245253,-80.9614124804672,197.591283933564,-73.951033283553,0.819326240319389,-0.617816871522805,0.0982791496397599,2.05733590239304,2.74745097688798,91741,18348.2,0.302536311051896,4.96798230103439,"54","lunge",8.05346610178064,23.9081655715398,2.16108302841101,1,1.18478022866872,15.8546994697592,"mn13_110a"
"92011",92011,17.7383132920354,5.01361361612699,88.0087834693625,-65.6085193917483,-35.7855570746206,-69.1501967676943,0.749567432503878,-0.706811715789706,0.320497299826606,2.29357018380754,NA,92011,18402.2,0.774323881600682,5.12795104048525,"54","lunge",5.28696914082057,20.4651829660272,2.35197838488702,1,1.43491875582417,15.1782138252066,"mn13_110a"
"92336",92336,13.8763592813704,5.02226610633123,112.192057186848,-68.0904820659283,-18.3969047607209,-74.0834227384118,0.867008089678381,-0.540607109467393,0.217426989534786,1.94945592685888,2.3059618171792,92336,18467.2,0.437585047970464,3.89500564315675,"55","lunge",0.329590556581207,16.2980891883383,2.14239473115595,1,1.16231997681528,15.9684986317571,"mn13_110a"
"93073",93073,0.0265968257926321,5.03571769538446,14.6510154982438,5.66973066660467,-7.62917611824697,-112.838306288378,0.131548763131179,0.101094366861092,1.01827797106738,0.804529732000612,NA,93073,18614.6,0.310919683449246,2.58184184142057,"56","lunge",-0.111482748956435,8.19604730349492,2.12525372189835,1,1.34247902766881,8.30753005245136,"mn13_110a"
"93964",93964,19.6988185148912,4.92122484882393,99.919146494975,-58.2892779905351,124.618907622345,-67.2027737676138,0.676076957586146,-0.483297833038609,0.29861577998534,2.52079105299808,2.93504040376859,93964,18792.8,-1.14660492481228,5.13455273738435,"57","lunge",7.03621470729485,23.8852856894911,2.55317759689801,1,1.73195064386131,16.8490709821962,"mn13_110a"
"94784",94784,21.8795046156999,4.83832733883409,103.289109766171,-44.3360248666839,61.6306486100416,-73.5924252033604,0.815861601333411,-0.451195429036535,0.46177591882187,2.01060072216338,2.26697108726466,94784,18956.8,0.396246661388924,5.10778522330778,"57","lunge",11.8874185394347,24.2950567309793,2.2407135807245,1,1.34869434710973,12.4076381915446,"mn13_110a"
"95427",95427,21.8833429758147,4.76729332769142,111.09808535625,-72.1684110218048,-120.622315868541,-79.9312146618087,0.832409555165399,-0.543617916096704,0.174867286198966,1.66347772604918,1.83690035462625,95427,19085.4,0.0927475081569821,2.39605321992825,"57","lunge",8.50154097969688,24.3352080533601,1.8739368239423,1.04556193768142,0.82837488626088,15.8336670736632,"mn13_110a"
"96714",96714,18.43372206732,4.85152402484469,106.872148432384,-88.921682731624,-79.7791739549973,-73.6240415766743,0.950728722483421,-0.705020271535633,0.0132701799480278,2.16335252873118,2.88294670843072,96714,19342.8,1.80135358309285,8.41332217735504,"58","lunge",5.39321347984126,21.3945049209075,2.34105692071369,1,1.37667097142151,16.0012914410662,"mn13_110a"
"96911",96911,13.359737333783,4.87811054553781,-121.657857222077,41.2929213488745,46.9729008943784,-91.2965632081245,-0.856562815882858,0.315535003063644,0.359255461779602,1.14672756607152,1.35163123470082,96911,19382.2,-0.186497880284026,3.09233488806448,"59","lunge",11.3697313621601,22.4942065241332,1.77223424313971,1.09221429648857,0.68001994665114,11.1244751619731,"mn13_110a"
"97732",97732,24.3870363370586,4.98247569603021,98.2092783434049,-84.125406154806,122.134269533921,-64.5675259937878,0.750402721004852,-0.646499737433506,0.0665195291084955,2.47133958096542,3.06984669316978,97732,19546.4,-0.0714022730567807,5.68245517082704,"60","lunge",11.7645567095124,27.4264889169001,2.57619369918592,1,1.78446434512047,15.6619322073877,"mn13_110a"
"98352",98352,17.6954141484852,4.98293877953695,108.298997906344,-76.6374630609952,30.1218597096411,-73.721354373731,0.95874328533996,-0.673998128229568,0.160103367707239,1.99127854019091,2.59146890866191,98352,19670.4,1.79298482125511,6.44702567014728,"61","lunge",3.24983729634018,19.6497630706584,2.35637545808277,1.15557708647314,1.20079837160963,16.3999257743182,"mn13_110a"
"99806",99806,13.8765554355629,4.85684827945798,84.3361267228169,-68.9806968501329,-72.6954326518064,-73.1553706023658,0.746567850494005,-0.769425074997322,0.295652071221208,2.08021251962716,NA,99806,19961.2,1.09942351625915,4.8464177729756,"62","lunge",1.44455377388712,16.3890181944391,2.18941927483353,1.13034158038632,1.05907769444721,14.944464420552,"mn13_110a"
"101493",101493,-0.0212076171075033,4.84637819720395,15.6043698604198,4.73591526267407,-23.153860639714,-73.1346498698723,0.137495147180119,0.0828484357246534,1.00002849594494,1.85645042318025,NA,101493,20298.6,0.125824947901459,2.62648874714108,"63","lunge",-0.0483476949544386,5.99902072829364,2.18141599393196,1.07163715089899,1.10977884303297,6.04736842324808,"mn13_110a"
"101740",101740,12.9353039843886,4.87991139348924,92.0082830869768,-93.047848071659,178.084706820188,-71.7530714174658,0.724468114609311,-0.698520060765677,-0.0371928516574852,1.92023982958397,NA,101740,20348,0.0692241837066109,4.1567259077682,"64","lunge",2.53307530625771,15.1877624324353,1.99384080498765,1,1.13281010081383,12.6546871261776,"mn13_110a"
"102526",102526,14.2894435221439,5.05282071028023,102.867032511594,-47.4266513195316,-78.9951687393472,-81.4395670951039,0.768727586615294,-0.451369851937652,0.414668532971289,1.59303184832838,1.40847509581466,102526,20505.2,-0.165028020247547,4.74451750116104,"65","lunge",2.91181461976939,15.832407834041,1.70257087492924,1.12706524444961,0.57550563047963,12.9205932142716,"mn13_110a"
"103150",103150,12.9879252120786,5.10080350374426,18.7629393611639,-64.27010548076,19.2690649832491,-74.1170011098519,0.185051202799413,-1.00899926041458,0.486247103090737,1.92631386281441,NA,103150,20630,1.32620747513521,5.26602401532682,"66","lunge",4.5892497725788,13.1434054039594,2.22450557016683,1.00321104321285,1.22129452695398,8.5541556313806,"mn13_110a"
"103428",103428,13.9655869333402,5.05708908041373,104.759791073325,-54.3451318672689,-20.5586820235032,-69.3447487320004,0.76147496780839,-0.476833049794075,0.342070085543636,2.08367132240726,2.4331561697579,103428,20685.6,-0.378863784282374,3.90108084186596,"66","lunge",2.02397442158339,16.7243283589591,2.12997646329644,1.10570747959851,1.02426898369793,14.7003539373757,"mn13_110a"
"103680",103680,17.1297053143747,5.12748143853841,21.8125310952817,-32.9919377932012,91.8147510903814,-78.5041899061514,0.168662553164181,-0.476639231049475,0.734186202835145,1.68858033739327,NA,103680,20736,-1.06463126442039,5.53858689390457,"67","lunge",4.84542381739297,18.1724518058588,2.20253298126309,1.07674250601055,1.12579047525254,13.3270279884658,"mn13_110a"
"104027",104027,11.9413248702399,5.24940116332135,23.0928318110989,-86.1722901052599,-54.3364613034158,-66.8490120564864,0.203518485330323,-0.993971566934299,0.0665023682729992,2.14004557397328,NA,104027,20805.4,0.16446032635143,3.47816581367057,"68","lunge",1.45661237678298,13.2195656846829,2.27422685770646,1.04127616369541,1.23295069401105,11.7629533078999,"mn13_110a"
"104394",104394,0.868631790339839,5.22282047462437,38.2065628615829,-14.6601030594642,66.5314317189058,1,0.296969636290348,-0.217004213805615,0.829523745956338,23.2100365271181,NA,104394,20878.8,-0.908005663121268,4.46104712967419,"69","lunge",0.346254631267479,3.1386485356734,23.2100365271181,23.2100365271181,0,2.79239390440592,"mn13_110a"
"104609",104609,9.91991549984673,5.26414982387534,34.1808914691942,-64.0371284957515,-51.6360605981211,-86.464274207297,0.280898705144655,-0.821413391764667,0.399971377900789,1.47542301230582,NA,104609,20921.8,-0.43321022456656,3.65799005700733,"70","lunge",2.64156939884559,11.9000160579519,1.77700278856157,1,0.796749417060218,9.25844665910631,"mn13_110a"
"104817",104817,15.5550236175629,5.25663233871246,48.4428945616718,-37.1378589883043,189.215779891349,-91.2915976793693,0.420406270732605,-0.564196661527575,0.744978030991682,1.16809864111366,NA,104817,20963.4,0.242422749944661,3.11829676594324,"71","lunge",5.16503196141562,15.5550236175629,1.79478650526355,1.04434411286175,0.7504423924018,10.3899916561473,"mn13_110a"
"105118",105118,12.4205956205565,5.33915688227799,-1.61672050939099,-57.3503949729071,-108.030306450872,-90.7809462928005,-0.013631453630382,-0.813459083581382,0.521221649007365,1.11148195868141,NA,105118,21023.6,-0.33130712305343,1.97517799804486,"72","lunge",5.05481294095253,12.5704207930554,1.38974489291881,1,0.411469681749373,7.51560785210287,"mn13_110a"
"105342",105342,0.11591387283201,5.31858208910768,17.5984786780638,-6.1381713907181,-42.5304551025723,-90.3245275842306,0.150403508326632,-0.103893295336545,0.966062439027566,1.20745292806797,NA,105342,21068.4,-0.164704700495768,2.09991910665458,"72","lunge",-0.127718796955248,3.53481852484225,1.92578919431385,1,1.22694976184655,3.6625373217975,"mn13_110a"
"105738",105738,17.685233934964,5.34979934347149,105.133505443826,-57.8213944531216,-135.69907958835,-71.8163653345291,0.958253325088145,-0.620846764074064,0.390644388653308,2.07245001576269,1.88901558889368,105738,21147.6,2.02775899082556,6.04339763327363,"73","lunge",5.93711149249574,18.5015767980204,2.21296150018382,1,1.24984208004423,12.5644653055247,"mn13_110a"
"108301",108301,13.4885403969344,5.09470439342218,126.482853235268,-110.421708005014,131.293652608991,-68.1952345148964,0.943736972898991,-0.445951848748955,-0.16604036198502,2.12412544662154,2.31264334656081,108301,21660.2,0.55820398592079,5.8012321581182,"75","lunge",-0.105808681105819,16.0093469053905,2.16505127175134,1.14116260278785,1.02388866896349,16.1151555864963,"mn13_110a"
