"","X.1","X","Aw2.1","Aw2.2","Aw2.3","JiggleRMS","head2","p2","pitch2","roll2","speedJJ","r","sec","p","MSA","jerk","dive","pitch","roll","head","speedFN","event","min.p","max.p","max.speed","min.speed","delta.speed","delta.p","tag"
"14783",14783,14783,-0.182476666822453,0.0360477202516685,1.06791627809637,-41.7768556666007,2.29152537524957,158.062888299096,-0.169142741735663,0.0337423815535628,4.46322398527837,14783,2956.6,158.062888299096,0.823696851820063,10.9481463738138,"6",-19.3823304734495,1.93329605373923,131.294732648933,4.46322398527837,"lunge",152.94364185356,158.39662336027,6.81135064649715,2.16485757742675,4.6464930690704,5.45298150671002,"mn12_262b"
"14982",14982,14982,0.699507477156763,-0.221911407445132,0.954959188548788,-42.3952869595511,1.61795239874958,156.190364469042,0.61972180678215,-0.228325637400678,4.3555228478982,14982,2996.4,156.190364469042,2.00416608118963,9.64575983870853,"6",71.0148880016781,-13.0820953776932,92.7018439014186,4.3555228478982,"lunge",150.36468226579,156.523953469852,5.89929013390914,2.15225455778287,3.74703557612627,6.15927120406198,"mn12_262b"
"15355",15355,15355,-0.286545987855384,0.0228146212580038,0.904619521396818,-40.7708355622305,-0.636867613004519,158.360129766808,-0.306668335488624,0.0252147841675846,4.64414372078771,15355,3071,158.360129766808,-0.49825557206114,9.51674342652284,"6",-35.1416026676003,1.44470071413589,-36.48982633373,4.64414372078771,"lunge",155.116079686575,158.780722216972,5.19068164616438,2.16603804984382,3.02464359632056,3.664642530397,"mn12_262b"
"15502",15502,15502,0.960648588840092,-0.138766296568089,0.803713800059053,-36.9798123602665,-0.041595537542496,148.084170778872,0.866874257420706,-0.170970763112115,5.39430791545989,15502,3100.4,148.084170778872,2.5515099021552,13.4292573759522,"6",99.3364726374875,-9.79590314645517,-2.38324874776299,5.39430791545989,"lunge",139.3892981771,150.125038417154,5.77361954838689,2.30662198029756,3.46699756808933,10.735740240054,"mn12_262b"
"15716",15716,15716,-0.391423938761829,0.072242893035995,0.836234069124734,-36.7414393209362,3.28832608674646,155.25209493502,-0.436360841704862,0.0861767910121688,5.4453363808273,15716,3143.2,155.25209493502,-0.724404651218818,15.8290766599956,"6",-50.0032691489296,4.9375664169782,188.407206433342,5.4453363808273,"lunge",152.173120634651,155.91694945756,6.46366891658589,2.23580528777933,4.22786362880656,3.74382882290899,"mn12_262b"
"15880",15880,15880,-0.355735987029249,-0.213065326491985,0.813493174243129,-39.9727148720947,-2.11941587608496,156.130187169234,-0.40019700778373,-0.256160114206734,4.79287801329655,15880,3176,156.130187169234,-0.852388734039106,10.8083234569869,"6",-45.8591990395438,-14.676893423635,-121.43358473269,4.79287801329655,"lunge",155.009556045998,157.044074665732,6.57066129113897,2.00611804871727,4.5645432424217,2.034518619734,"mn12_262b"
"16041",16041,16041,-0.0087909126195277,-0.108485873428632,1.04458320913243,-41.7860881139145,3.45735094468617,152.392094534387,-0.00837049557404826,-0.103484657446881,4.46159671428219,16041,3208.2,152.392094534387,0.492669699652027,9.61937801120878,"6",-0.959188137651801,-5.92923411606335,198.091617426086,4.46159671428219,"lunge",147.648476133929,153.645409794207,6.33313031076048,2.1196249967909,4.21350531396958,5.99693366027802,"mn12_262b"
"16212",16212,16212,-0.456093623838924,-0.0441108330099765,0.842956214304099,-40.5897039370906,3.16723907084261,158.312953195497,-0.495384971860901,-0.0522810502326941,4.67748850770985,16212,3242.4,158.312953195497,-0.397669694492025,8.37696655689911,"6",-56.7669362436733,-2.99548352684482,181.469431468218,4.67748850770985,"lunge",156.729045056871,161.105050020794,5.64773234020032,1.97662964361831,3.67110269658201,4.37600496392301,"mn12_262b"
"16411",16411,16411,0.302055492736592,-0.0961297238944429,1.13965349168344,-39.0211915141061,0.407626275681313,161.565713951361,0.258208007658739,-0.0841507598417528,4.97643715126675,16411,3282.2,161.565713951361,1.79378598950034,11.4143562297897,"6",29.5884581506548,-4.82148338175141,23.3552652151754,4.97643715126675,"lunge",159.530205431263,161.565713951361,5.96104372335277,1.94708799560613,4.01395572774664,2.03550852009801,"mn12_262b"
"16610",16610,16610,0.453084639870567,-0.0747445131147175,1.07170211149406,-38.6344721078001,-1.84567275195924,161.3188672837,0.399111746248344,-0.0696309863543006,5.05303368082999,16610,3322,161.3188672837,1.62732292494733,8.24254037084169,"6",45.7348372282528,-3.98956164143445,-105.74925904956,5.05303368082999,"lunge",158.792756192167,161.408864752086,5.4769547486253,1.90521288093508,3.57174186769022,2.61610855991901,"mn12_262b"
"16816",16816,16816,0.744165184934376,-0.157151232558191,0.839958939826583,-48.3193957296493,1.32042096800964,159.543751149272,0.716471171824256,-0.184955657708434,3.44683028854379,16816,3363.2,159.543751149272,1.30567076657316,9.2583908860135,"6",82.1015485766446,-10.5971785837596,75.6545486475311,3.44683028854379,"lunge",150.93057770451,160.046332448958,5.41171693670254,2.21624987586388,3.19546706083866,9.115754744448,"mn12_262b"
"16987",16987,16987,1.12643572782101,0.0410816881889857,-0.0430238921148286,-35.9698608036944,0.712092541713343,108.193581748147,1.51803497550764,2.37928283694901,5.61384142549411,16987,3397.4,108.193581748147,1.2553042727531,7.96669665610448,"6",173.953994499666,136.322864825091,40.7998972629181,5.61384142549411,"lunge",78.8029230695702,112.262183877029,6.62089271639265,3.94033798228653,2.68055473410612,33.4592608074588,"mn12_262b"
"18356",18356,18356,-1.07129061863024,0.102413245746123,-0.060175932402535,-26.6835666053187,3.47101650194077,124.222141748728,-1.46036814200057,2.10203310786629,8.10129530303273,18356,3671.2,124.222141748728,0.763504943711144,8.15568084728202,"7",-167.345862143989,120.437625477506,198.874596181469,8.10129530303273,"lunge",118.062083546128,151.319126287722,8.11314169620887,3.02156286204721,5.09157883416166,33.257042741594,"mn12_262b"
"18580",18580,18580,0.319867158804835,-0.123838860591091,1.03840190784787,-33.3885735929894,2.96546889673855,158.686545969731,0.296833778390006,-0.118698464085187,6.21639742936637,18580,3716,158.686545969731,0.917761763940704,7.84344776681354,"7",34.0146454373379,-6.8009210267664,169.908852060435,6.21639742936637,"lunge",155.398472065703,158.811496137746,6.46282853969492,2.22296368013842,4.2398648595565,3.41302407204299,"mn12_262b"
"18759",18759,18759,0.447540749480936,-0.147884058125237,0.849926524497306,-36.2182705434909,-0.924995197197995,153.859354299422,0.478550445136788,-0.17227161150936,5.55902969974793,18759,3751.8,153.859354299422,-0.27582969704708,13.2925159425148,"7",54.8378415808896,-9.87043626940367,-52.9983208693164,5.55902969974793,"lunge",144.870131825007,155.523609015268,6.65490886959863,2.1528640095097,4.50204486008893,10.653477190261,"mn12_262b"
"19155",19155,19155,-0.0900344519971213,-0.180587831552444,0.849815978402967,-42.3665252174275,0.598514906582779,159.276763379551,-0.103263181164337,-0.20938757282477,4.36047365196904,19155,3831,159.276763379551,-1.24108510099828,13.8705809628065,"7",-11.8330889196227,-11.9970242053475,34.29237812286,4.36047365196904,"lunge",157.570920745909,159.943443125805,6.00959228368159,2.14924670148719,3.8603455821944,2.372522379896,"mn12_262b"
"19559",19559,19559,1.08454746176399,-0.169398796045006,0.667196258389109,-35.3028649682683,1.2055945965202,154.797019248321,1.00525012416588,-0.248642583395033,5.76370293155159,19559,3911.8,154.797019248321,2.79056353829465,14.2316086354632,"7",115.193178939414,-14.246170635765,69.0754821843848,5.76370293155159,"lunge",146.887540092336,156.125620545515,6.52479392719937,2.09943524280995,4.42535868438942,9.23808045317901,"mn12_262b"
"19718",19718,19718,1.07255722725001,-0.0942348597097304,0.683451756704196,-39.2519275497622,-1.15046867123007,148.353392411155,0.999184003756332,-0.137016855438962,4.93129003544209,19718,3943.6,148.353392411155,2.69967627019607,11.9231558965129,"7",114.498052744443,-7.85048753880664,-65.9169993235069,4.93129003544209,"lunge",135.448043744596,151.138424717005,6.94207365390249,2.18901627503929,4.7530573788632,15.690380972409,"mn12_262b"
"19870",19870,19870,0.855622310857068,0.0779389521720579,0.251045843402438,-42.9043753320151,-2.01093261847382,103.907779554934,1.27272715943811,0.301022595282675,4.26881708534485,19870,3974,103.907779554934,-1.02880509813746,8.3534713843236,"7",145.843789414955,17.247324247772,-115.217951923741,4.26881708534485,"lunge",76.1859295884375,108.027585374602,6.28075062251592,3.67744059341201,2.60331002910391,31.8416557861645,"mn12_262b"
"21431",21431,21431,-0.392664426394822,-0.0275348058725273,0.802993080549112,-40.7482568216313,-0.269563130346613,157.521411876648,-0.45457793055696,-0.0342767853981585,4.64828727075805,21431,4286.2,157.521411876648,-1.03673334311798,9.09974360330414,"8",-52.0907937614097,-1.96391513859013,-15.4448296811958,4.64828727075805,"lunge",156.023499492474,163.391911814973,5.56733226707234,2.41989088268933,3.14744138438301,7.36841232249901,"mn12_262b"
"21588",21588,21588,0.912230912703292,-0.0669447541801692,0.843234286421013,-39.5721698008107,-1.99823232216287,150.615283336633,0.823115730839427,-0.0792242883184875,4.86930755558828,21588,4317.6,150.615283336633,2.39343313539854,11.5692711987298,"8",94.3221148558508,-4.53921735557692,-114.490278546558,4.86930755558828,"lunge",141.873723354686,152.695588504047,6.07046799292522,2.40917359421632,3.6612943987089,10.821865149361,"mn12_262b"
"21764",21764,21764,-0.424820484007803,0.138703453050567,0.849123599703031,-37.7483537606893,3.47273230407266,154.449086858166,-0.458643592163415,0.161918907643404,5.23302010126225,21764,4352.8,154.449086858166,-0.39675167475154,10.8034787026084,"8",-52.5566842633662,9.27727003133562,198.972904402105,5.23302010126225,"lunge",153.281229365964,160.941777300263,6.09565259783325,2.19847923761013,3.89717336022312,7.66054793429899,"mn12_262b"
"21917",21917,21917,0.0790296194976215,0.0153128937078946,0.915752201730359,-38.5997924300065,2.57124670556932,153.370334939643,0.0860749550772942,0.0167200981731252,5.05995993252893,21917,4383.4,153.370334939643,-0.791557893611024,12.1368600022747,"8",9.86346329541423,0.957991058364472,147.321584316039,5.05995993252893,"lunge",144.63190604687,155.031633471851,6.40188322602934,2.21503153690332,4.18685168912602,10.399727424981,"mn12_262b"
"22079",22079,22079,-0.470813000823927,-0.183235345702062,0.745534769028617,-37.6578851880772,1.65990359931759,156.415208727357,-0.550112227255096,-0.241000201782719,5.25175277866468,22079,4415.8,156.415208727357,-0.974880070733259,13.9515392651326,"8",-63.0382177605172,-13.808294423951,95.1054706394724,5.25175277866468,"lunge",155.418729879352,158.166005730769,5.97357392006186,2.06110136161867,3.91247255844319,2.74727585141702,"mn12_262b"
"22246",22246,22246,0.642307376820546,-0.388170592755528,0.744634000026889,-37.6227134620436,1.73085601084573,156.715129648084,0.652964201472315,-0.48053453759932,5.25905362486266,22246,4449.2,156.715129648084,0.561140413482084,10.7975254855122,"8",74.8241858349873,-27.5326009147116,99.1707443663102,5.25905362486266,"lunge",149.222132591667,157.712493617772,5.70220449961039,1.98324689370077,3.71895760590962,8.49036102610501,"mn12_262b"
"22449",22449,22449,1.05572862030555,-0.00357326901255917,0.544821906531446,-38.3392810879929,-0.77923474579622,157.051621730267,1.09437271422518,-0.00655850606600515,5.11229388592691,22449,4489.8,157.051621730267,1.84390856199799,13.4542105568702,"8",125.405875478759,-0.375774717493044,-44.646862184073,5.11229388592691,"lunge",144.238718884002,158.133825459383,6.5385372022197,2.12509184148875,4.41344536073095,13.895106575381,"mn12_262b"
"22606",22606,22606,0.381213103404398,-0.11648229135109,1.14535542016908,-34.8706069897477,1.88927728763192,153.858449553425,0.319762558634211,-0.10135122929049,5.86295300578786,22606,4521.2,153.858449553425,2.08623552911135,15.9313770363085,"8",36.6420901120896,-5.80699768680777,108.247614911233,5.86295300578786,"lunge",149.573510810982,154.359569245812,6.36724065170522,2.41114472968379,3.95609592202143,4.78605843483001,"mn12_262b"
"22789",22789,22789,0.386945312175315,-0.0420525066964282,0.580289447654021,-35.1332878389801,0.576688297153263,151.9948118161,0.586896578868173,-0.0723416963214523,5.80243740562906,22789,4557.8,151.9948118161,-2.95439809111202,17.3709790655063,"8",67.2533939596263,-4.14487388203629,33.0418055214683,5.80243740562906,"lunge",139.140373269398,155.07140320699,6.49399581111867,2.30950706847093,4.18448874264774,15.931029937592,"mn12_262b"
"24353",24353,24353,0.325439149092917,-0.0333453792318583,0.835827152723619,-40.4309207790542,2.57170161052646,154.819676774182,0.371033219546454,-0.0398739200831039,4.70691600187149,24353,4870.6,154.819676774182,-1.00450784210503,15.4846367988908,"9",42.5172750783254,-2.28460733340379,147.347648450163,4.70691600187149,"lunge",145.747175777179,157.151673939941,6.56935155397743,2.37862835485555,4.19072319912188,11.404498162762,"mn12_262b"
"24498",24498,24498,0.00332943992904523,-0.0995460810413057,0.794559418085569,-34.1823824024184,2.63938734086572,150.36700604858,0.00415776921475041,-0.124635233734058,6.02451392474913,24498,4899.6,150.36700604858,-1.95370182848018,20.8916927628963,"9",0.476445256389242,-7.14107287158807,151.225755131863,6.02451392474913,"lunge",144.375356915731,151.368606171229,6.04498111581573,2.42101535975926,3.62396575605647,6.993249255498,"mn12_262b"
"24679",24679,24679,0.211952504392554,0.0390913056217537,0.853900418035685,-38.2574725528375,2.55784448453585,151.660968359932,0.243055098063431,0.0457477595126001,5.12883976413208,24679,4935.8,151.660968359932,-1.17012582664714,18.5434835551817,"9",27.8520626163459,2.62115354225145,146.55369361472,5.12883976413208,"lunge",143.67601889411,154.032586066302,5.87795985767617,2.34081033873826,3.53714951893791,10.356567172192,"mn12_262b"
"24846",24846,24846,0.318463487325947,0.0464951388469847,0.827125225361883,-38.1764668231196,1.33014616391445,149.794660103256,0.36700155404922,0.0561538408228141,5.14527603823958,24846,4969.2,149.794660103256,-1.1029128869761,14.8230674687715,"9",42.0552802435254,3.21737808259668,76.2117613278146,5.14527603823958,"lunge",141.681481199767,151.95957346633,5.97622562219183,2.2188505939168,3.75737502827503,10.278092266563,"mn12_262b"
"25044",25044,25044,0.242899991537399,0.0370734836680955,0.9601552577953,-37.1024324313263,0.272537909960618,148.137894818145,0.24760426391275,0.0385927960527982,5.36824520535742,25044,5008.8,148.137894818145,-0.0873100656955844,8.07921041139635,"9",28.3733586232879,2.21120433343448,15.6152719980599,5.36824520535742,"lunge",140.312077641948,150.504303512065,5.78651095842068,2.13998530686941,3.64652565155127,10.192225870117,"mn12_262b"
"25178",25178,25178,0.640733527241566,-0.353218220403336,0.677325386643103,-33.4219346757669,0.997143231549116,146.274903737451,0.697940419785977,-0.480691208626178,6.20821153087653,25178,5035.6,146.274903737451,-0.0291089181691375,11.5349064493572,"9",79.9780808106509,-27.5415775033226,57.1320987378005,6.20821153087653,"lunge",135.329768653346,147.931967478572,6.20821153087653,2.17446219054065,4.03374934033588,12.602198825226,"mn12_262b"
"26423",26423,26423,-0.127613789948881,-0.00639100517029478,0.919131946234304,-37.5163930264184,-1.05482289382753,145.663491661509,-0.137956379234048,-0.00695319339193246,5.28118508698484,26423,5284.6,145.663491661509,-0.706365929500297,12.5155585259658,"10",-15.8086365740344,-0.398388635495983,-60.4368999500936,5.28118508698484,"lunge",138.091083750494,146.122164482812,5.98250679750127,2.50345726463197,3.4790495328693,8.031080732318,"mn12_262b"
"26597",26597,26597,-0.335293510811803,0.0451756682659743,0.748613294320055,-38.5000796384597,3.21274503846861,152.363648512791,-0.420417029088687,0.0602727077424196,5.07992758464667,26597,5319.4,152.363648512791,-1.75035455675961,8.21799508845146,"10",-48.1762428044211,3.45337177346612,184.076731355847,5.07992758464667,"lunge",149.077895167742,153.698906718065,6.04287716217102,2.27069556195003,3.77218160022099,4.62101155032298,"mn12_262b"
"26929",26929,26929,-0.176100371390117,0.0462918475606491,0.960981491253401,-34.0379879560538,2.84845466930838,155.995436251897,-0.18103430856085,0.0481342161340204,6.05897152966423,26929,5385.8,155.995436251897,-0.214965697930332,10.1597063956138,"10",-20.7450036552115,2.75788743464988,163.204430685703,6.05897152966423,"lunge",153.122031171716,156.535597724941,6.05897152966423,2.26314506647532,3.79582646318891,3.413566553225,"mn12_262b"
"27115",27115,27115,-0.401967936497796,-0.0145629122279446,0.846065683008736,-44.422861099687,-2.44036476552437,157.70566239345,-0.44347457115496,-0.0172108083204849,4.02031325658368,27115,5423,157.70566239345,-0.619658847352892,12.1099558171026,"10",-50.8184424971067,-0.986106678772426,-139.822601536979,4.02031325658368,"lunge",156.668726559395,158.456942466172,4.79625059388926,2.25191772889913,2.54433286499013,1.788215906777,"mn12_262b"
"27301",27301,27301,-0.494359858155528,-0.0376759623256787,0.88086369969664,-44.6055759279022,-2.52312309371735,159.170899284463,-0.511027965804475,-0.0427455605042733,3.99140372472971,27301,5460.2,159.170899284463,0.105986354023973,10.2928026291186,"10",-58.5594913075043,-2.44914020981596,-144.564304461995,3.99140372472971,"lunge",157.964971055312,159.792109273768,5.09649423966578,2.16312378475694,2.93337045490884,1.82713821845601,"mn12_262b"
"27502",27502,27502,-0.430993725131866,-0.0390135277739386,0.652409654446284,-41.575276481992,1.81720183335464,159.138541756036,-0.582982996979873,-0.0597280002563073,4.49890177772234,27502,5500.4,159.138541756036,-2.12912646901769,6.78085178198896,"10",-66.8049305096695,-3.42216233344271,104.117995574656,4.49890177772234,"lunge",157.891748626566,160.259967263932,5.46265755499851,1.96989339942745,3.49276415557106,2.368218637366,"mn12_262b"
"27702",27702,27702,-0.286531235820608,-0.0113058251970498,0.873990985473478,-39.6071794191247,-2.45870083804513,158.896709375173,-0.31677576714963,-0.012935138717219,4.86257890632175,27702,5540.4,158.896709375173,-0.786193882051003,13.4356506393361,"10",-36.2998290193854,-0.741128855912914,-140.873181105265,4.86257890632175,"lunge",155.730688309234,159.432972478043,6.22700904661892,1.94797065173801,4.27903839488091,3.702284168809,"mn12_262b"
"27893",27893,27893,-0.589904860853183,-0.195550685596083,0.814666120678555,-45.0990195793838,1.37839370933106,158.941285665788,-0.613476166420499,-0.235580747543692,3.91436458018418,27893,5578.6,158.941285665788,0.241739096324878,8.00844249301203,"10",-70.2991903355198,-13.4977825687905,78.9761420520521,3.91436458018418,"lunge",157.440940627766,159.315680281564,5.78708963050545,2.00013576703163,3.78695386347382,1.874739653798,"mn12_262b"
"28051",28051,28051,0.937209506649953,-0.125965028549462,0.803405061285478,-31.3976483334512,-1.95518404479084,151.624794021812,0.85611377079449,-0.155522795224067,6.7249724656195,28051,5610.2,151.624794021812,2.36185190043555,23.7083814564446,"10",98.1034116991092,-8.9107997844164,-112.023793937832,6.7249724656195,"lunge",138.013226579086,154.376720512115,7.11642923517553,1.88777074272906,5.22865849244647,16.363493933029,"mn12_262b"
"28210",28210,28210,1.14524080325581,-0.0347779033963495,-0.0142027703929856,-39.5095092385203,-0.481998654458578,102.721430259421,1.53800605243208,-1.95851009662088,4.88137381288195,28210,5642,102.721430259421,1.43036621366536,8.23889109978039,"10",176.242511339869,-112.214362670135,-27.616488631461,4.88137381288195,"lunge",74.9998103613464,106.011210057182,5.96882193344721,3.76528930002797,2.20353263341924,31.0113996958356,"mn12_262b"
"29452",29452,29452,-0.504107558677188,-0.0310172404212719,0.740180631887803,-39.6364492235776,-0.0654563457421618,160.229030899155,-0.597493187713128,-0.0418804579585492,4.85696055347265,29452,5890.4,160.229030899155,-1.01913715656352,12.8984148905541,"11",-68.4676758875602,-2.39957348509995,-3.75037235337499,4.85696055347265,"lunge",158.0645748455,162.05942343785,5.98844583088288,2.21838224825973,3.77006358262315,3.99484859235,"mn12_262b"
"29651",29651,29651,0.164413739316344,-0.524069677753751,1.07638778262927,-39.8227273759678,-1.15518455718157,161.354081309021,0.136479492468449,-0.453095120524654,4.82135618031191,29651,5930.2,161.354081309021,2.04395339096959,10.8106383172647,"11",15.6393978170593,-25.960438124034,-66.1871996851929,4.82135618031191,"lunge",159.896572815673,161.354081309021,4.97479532071599,2.20285160302125,2.77194371769474,1.457508493348,"mn12_262b"
"29975",29975,29975,0.441447147164436,-0.0127857654620032,0.811329500472811,-40.8067043046949,-1.01947751860216,151.994718741723,0.498252686720913,-0.0157577250386035,4.63756884210141,29975,5995,151.994718741723,-0.747860276417656,13.3274215774179,"11",57.0955521603246,-0.902851139439603,-58.4117591243737,4.63756884210141,"lunge",142.340460613637,155.071030386819,6.45187715318826,2.31679573581198,4.13508141737628,12.730569773182,"mn12_262b"
"30440",30440,30440,0.389186429231603,-0.0134707065075515,0.870852284001631,-30.4994734135668,-1.63322387363095,147.930860643571,0.420230851730226,-0.0154671837255181,6.96782982424001,30440,6088,147.930860643571,-0.451541570145285,10.8015176214239,"11",48.1549084506596,-0.88620434842562,-93.5768349590611,6.96782982424001,"lunge",134.029715072839,150.686981957997,6.96782982424001,2.136071884956,4.83175793928401,16.657266885158,"mn12_262b"
"31666",31666,31666,0.0416351518353534,-0.00512674653655565,1.0394093447294,-30.3009381782462,-0.907851417714697,139.628376490966,0.0400346596667927,-0.00493232525594881,7.02268436665602,31666,6333.2,139.628376490966,0.394771834890306,12.1171776542108,"12",4.58763406629969,-0.28260142035165,-52.0160546600205,7.02268436665602,"lunge",130.759743275636,139.628376490966,7.02846123494294,2.3741073490543,4.65435388588864,8.86863321532999,"mn12_262b"
"31831",31831,31831,0.997838086924666,-0.195102528058917,0.652554428604752,-34.4660616100623,1.63477138276499,144.247026712744,0.97186299043996,-0.29052329123268,5.9573876939615,31831,6366.2,144.247026712744,2.04103789143651,12.6404841517262,"12",111.367295234346,-16.6457584378826,93.6655007011996,5.9573876939615,"lunge",134.381767173776,146.411826528103,6.10151866341457,2.4086674092773,3.69285125413727,12.030059354327,"mn12_262b"
"32026",32026,32026,0.672791723771762,-0.0835604157852933,0.624651840488776,-33.4050243351469,-0.619610728008948,147.620997314294,0.818061464606979,-0.132981709421351,6.21235951851704,32026,6405.2,147.620997314294,-0.766317646605657,13.1908097117514,"12",93.7429386085414,-7.61929070227851,-35.5010796559411,6.21235951851704,"lunge",137.09149962178,151.495238877111,6.29162803597936,2.26744785861151,4.02418017736785,14.403739255331,"mn12_262b"
"32166",32166,32166,1.0291338307703,-0.340303344223477,0.653805461705076,-29.4127346441171,-1.19948967722982,142.8773441617,0.949279472491283,-0.479909901639316,7.27342773364157,32166,6433.2,142.8773441617,2.60712953761567,14.5754035642792,"12",108.779414704311,-27.4968119104713,-68.725696074778,7.27342773364157,"lunge",131.848753990988,144.252193274496,7.27342773364157,2.28705811864884,4.98636961499273,12.403439283508,"mn12_262b"
"32346",32346,32346,0.254144645244193,0.11338005377209,1.00765572918483,-36.7177354675726,2.55113771639483,143.09341456004,0.245573583989542,0.112047370929096,5.45043697219645,32346,6469.2,143.09341456004,0.445003550983334,14.6782468171021,"12",28.1406598450044,6.41984145977403,146.169424106067,5.45043697219645,"lunge",132.355036098957,146.382678109745,6.12713941055359,2.49861732863287,3.62852208192072,14.027642010788,"mn12_262b"
"32534",32534,32534,0.462051575297904,0.0458372791584639,0.866540806051528,-35.9774804073414,-0.993567422852568,146.473112033152,0.489284506467675,0.0528475963215626,5.61215214908231,32534,6506.8,146.473112033152,-0.165732021161632,12.0411495506083,"12",56.0678744034784,3.02794422663663,-56.9272199911422,5.61215214908231,"lunge",136.483625375529,149.505874317662,5.91710079045768,1.92605360377256,3.99104718668512,13.022248942133,"mn12_262b"
"32691",32691,32691,0.162671633704842,0.00286501550424728,0.752519448819235,-36.4981435704352,-0.458670603272972,142.232176694251,0.21289207118061,0.00380721277842638,5.49791645148968,32691,6538.2,142.232176694251,-2.25644788126469,16.8194960943397,"12",24.3956343408953,0.218137223912107,-26.2798897542607,5.49791645148968,"lunge",132.86704136109,144.813506308983,6.20755011690497,2.02408443010263,4.18346568680234,11.946464947893,"mn12_262b"
"33081",33081,33081,-0.267234665839945,0.0571572641476866,0.659984803235835,-38.5696485992661,-1.45323938183199,140.663224466156,-0.383434279535499,0.0863883620116346,5.06598799343497,33081,6616.2,140.663224466156,-2.80150750141186,9.94493772442408,"12",-43.9383318760471,4.94968854231495,-83.2644832011737,5.06598799343497,"lunge",137.635853330893,141.583495746741,5.73382717649205,1.91641030782114,3.81741686867091,3.94764241584798,"mn12_262b"
"33225",33225,33225,-0.31707149528652,0.0666630187503672,0.958716633205233,-40.0778110945919,-1.52276715760345,139.426578652378,-0.318682906736308,0.0694218606634736,4.77302365085766,33225,6645,139.426578652378,0.117543523338971,9.76604512911867,"12",-36.5183711179034,3.97757962196231,-87.2481313118104,4.77302365085766,"lunge",135.553319923625,139.714561965673,6.13366783589684,2.04539920096643,4.08826863493041,4.161242042048,"mn12_262b"
"33407",33407,33407,-0.21485307746739,0.0674246531219158,0.929213269377843,-39.3053640116809,2.36309155506137,138.603914361109,-0.2266515640463,0.0724340635702893,4.92089290357159,33407,6681.4,138.603914361109,-0.430419527017641,11.0028895841892,"12",-25.9723560797841,4.15016613555988,135.395172708023,4.92089290357159,"lunge",133.43938945585,139.060780293327,6.13004651594349,1.95653578003362,4.17351073590987,5.62139083747701,"mn12_262b"
"33578",33578,33578,0.0482017665899007,0.0402150589073579,0.872377389458805,-37.5481801753803,-0.511958362048867,138.856937525134,0.0551387805598701,0.0460656240715891,5.27455859149472,33578,6715.6,138.856937525134,-1.22942980721416,13.8480158090989,"12",6.31843882715709,2.63936583993831,-29.3330534318307,5.27455859149472,"lunge",129.82058308722,139.272154320889,6.0912848064402,2.27949452248004,3.81179028396016,9.451571233669,"mn12_262b"
"35174",35174,35174,-0.0285703565146676,0.0535405584922611,0.952780088860701,-38.140599363064,1.92377333007235,139.66573707809,-0.0299301337177772,0.0561349984144503,5.15257045403184,35174,7034.8,139.66573707809,-0.444135113527681,7.86449930157355,"13",-3.42974068458167,3.21629849212157,110.224092552974,5.15257045403184,"lunge",133.088522029895,140.206300552431,6.36522860064885,2.29185564764838,4.07337295300047,7.11777852253601,"mn12_262b"
"35604",35604,35604,0.246771789072045,-0.0390354791510141,0.934531946020136,-40.0561650862923,3.31945392559505,148.412326095324,0.257951416473295,-0.0417458181059912,4.77710619248105,35604,7120.8,148.412326095324,-0.320166745114449,8.67487217585582,"13",29.5590549666824,-2.39185918979411,190.19070022473,4.77710619248105,"lunge",141.086599935215,150.575866277118,6.34325930146057,2.86216281975716,3.48109648170341,9.489266341903,"mn12_262b"
"35714",35714,35714,0.0899032416178978,-0.0950894504763257,0.804520876235987,-38.6102411378537,-2.34598327397286,146.330358627289,0.110522861481625,-0.117648074391102,5.05787210991819,35714,7142.8,146.330358627289,-1.81330717419221,10.402039509318,"13",12.6649870052123,-6.74073813045129,-134.414940406928,5.05787210991819,"lunge",139.637205587154,147.875840285346,5.48080368984451,2.47374970101353,3.00705398883098,8.23863469819199,"mn12_262b"
"35969",35969,35969,0.400777056971088,0.0583040162543464,1.1696606969654,-39.2457473847724,-1.02000051586627,151.58924515157,0.329726193347649,0.0498057245022187,4.93249392644773,35969,7193.8,151.58924515157,2.33193784020214,10.4803418463544,"13",37.7838385474697,2.85365780956844,-58.441724660304,4.93249392644773,"lunge",147.967033545716,151.713412962732,5.34884027560466,1.97214547636258,3.37669479924208,3.74637941701602,"mn12_262b"
"36202",36202,36202,0.279965873454312,0.0966359166697506,1.17693557127695,-40.5720613693701,-1.51669191861443,148.393460064851,0.232781388606212,0.0819243029366497,4.68074912175695,36202,7240.4,148.393460064851,2.09499040829073,6.01111693398901,"13",26.6747822326613,4.69391679782124,-86.9000457582062,4.68074912175695,"lunge",146.062549595855,148.63972506914,5.90896920494449,1.87283857013891,4.03613063480558,2.57717547328502,"mn12_262b"
"36354",36354,36354,-0.333486293949454,-0.0327967571447405,0.78664468870796,-33.6703683736966,-1.93788723657545,146.112157105759,-0.400656370038767,-0.0416678263472652,6.14759075088317,36354,7270.8,146.112157105759,-1.42154216288761,8.50656745155522,"13",-45.9118380765062,-2.38739059118231,-111.032759828043,6.14759075088317,"lunge",142.784822079564,146.822495019314,6.14759075088317,2.3810574373974,3.76653331348577,4.03767293975,"mn12_262b"
