,X,Temp,Aw.1,Aw.2,Aw.3,pitch,roll,roll2,n2,head,head2,JigRMS,speedFN,speedJJ,speedFNexp,speedSP,rollrate,TspeedFN,TspeedJJ,p,r,sec,MSA,jerk,dive,event,min.p,max.p,max.speed,min.speed,delta.speed,delta.p,tag,DateTime, LAT, LON
140704,157203,4.721040268,-0.010806981,0.084987782,-0.7728809,-1.592599375,-6.275165778,0.068883983333465+0i,1,170.3374381,-0.168643519,-20.26105314,3.800269365,4.162017071,4.314648103,NA,0.047414512,3.800269365,4.162017071,60.29823075,140704,28140.8,-2.180854944,13.09929525,112,lunge,40.86979522,61.07789038,4.310712526,1.072722473,3.237990053,20.20809516,mn14_113b,4/23/2014 20:23,57.652507,-133.995974
145277,161776,4.942009918,0.936088902,0.248998366,-0.266056824,137.460274,-43.10307606,0.0644290336568709+0i,1,78.3651728,-1.773862369,-11.44011077,4.587431341,5.963320998,6.292864597,5.569905607,0.004110765,4.587431341,5.963320998,59.73391042,145277,29055.4,0.044269544,11.79024061,117,lunge,37.89771393,65.35272497,4.595588051,1,3.829109011,27.45501104,mn14_113b,4/23/2014 20:38,57.659624,-134.006728
146385,162884,4.679008973,0.409806917,-0.185865216,-0.818902836,52.0267699,12.78769468,-0.172477800190261+0i,1,-94.73003192,1.488241696,-22.11239253,3.570311027,3.859436411,3.864233978,4.144176926,0.079184696,3.570311027,3.859436411,60.63243975,146385,29277,-0.643389276,15.92200169,117,lunge,42.67332696,64.28000322,3.650978691,1,2.739755397,21.60667626,mn14_113b,4/23/2014 20:42,57.662681,-134.011484
148728,165227,4.655395779,0.94233197,0.101901158,0.241296601,148.9323376,-157.1053433,0.0239768355649676+0i,1,50.19284138,-2.265562311,-32.33216135,1.632158016,2.544320536,1.525811386,1.515461708,-0.086128868,1.632158016,2.544320536,49.07713921,148728,29745.6,-0.215177585,5.938297111,118,lunge,38.6963919,52.68415272,3.067169251,1,2.375932821,13.98776082,mn14_113b,4/23/2014 20:50,57.662083,-134.014861
150135,166634,4.842431456,1.053093818,-0.455962463,-1.060099363,84.76470763,23.27316622,0.131083761089844+0i,1,129.5699789,-0.88016991,-15.04670835,4.200171011,5.487068495,5.49094262,NA,0.050628392,4.200171011,5.487068495,60.52486462,150135,30027,5.514083841,23.40257859,119,lunge,39.11107332,61.81905523,4.259865641,1,3.309847696,22.70798191,mn14_113b,4/23/2014 20:54,57.658782,-134.009531
151329,167828,4.840822989,-0.685116864,0.544832193,-0.400719287,-90.73983414,-53.66584518,0.169162732059622+0i,1,-19.79413539,2.796119819,-22.21566262,2.621054816,4.082473455,2.531343947,2.278563879,0.066662213,2.621054816,4.082473455,41.07505137,151329,30265.8,-0.365727469,10.6401579,121,lunge,37.9147014,51.06868132,2.621641896,1.602106429,1.019535467,13.15397992,mn14_113b,4/23/2014 20:58,57.659481,-134.011544
152101,168600,4.673032805,-0.172074338,-0.0161609,-0.860951159,-22.60115355,1.075371849,-0.0115070955321396+0i,1,101.8313502,-1.364300311,-29.70240784,3.028622825,2.997876853,3.091353646,NA,0.005753985,3.028622825,2.997876853,61.31868341,152101,30420.2,-1.195162383,8.792568552,121,lunge,41.85362591,61.80373825,3.745585671,1.008930743,2.736654928,19.95011234,mn14_113b,4/23/2014 21:01,57.65929,-134.009992
152686,169185,4.621300328,0.613629797,-0.409642196,-0.899641394,63.66066137,24.48164512,-0.352844133127245+0i,1,92.97519458,-1.518869385,-20.91174523,3.704512803,4.308046249,4.306151306,NA,0.022856784,3.704512803,4.308046249,70.29016376,152686,30537.2,1.603263558,15.26337742,121,lunge,50.39254894,70.42568466,3.98053747,1,3.388837491,20.03313572,mn14_113b,4/23/2014 21:03,57.659646,-134.006842
154356,170855,4.97612001,-0.264027078,-0.074072984,-0.966459463,-30.47438332,4.382789384,-0.0480157612382275+0i,1,-134.0476,0.802020679,-22.83812691,3.462082947,3.978993294,3.823493216,NA,-0.025970741,3.462082947,3.978993294,66.02098164,154356,30871.2,0.045207415,10.53837292,122,lunge,43.03881718,66.38394871,4.108726128,1.50502242,2.603703708,23.34513153,mn14_113b,4/23/2014 21:08,57.658193,-134.005073
155373,171872,4.868511234,1.030473124,-0.563999311,-0.813824456,92.28621463,34.72286117,0.0892085663799151+0i,1,92.00023783,-1.535885591,-15.8821835,3.807013498,5.301204641,4.528123866,NA,0.061598659,3.807013498,5.301204641,58.86463892,155373,31074.6,4.207874032,11.51885696,123,lunge,37.9739662,61.081474,4.128566974,1.05622453,3.072342444,23.1075078,mn14_113b,4/23/2014 21:12,57.657962,-134.005538
155925,172424,4.708179858,1.07757377,-0.516906153,-0.148090916,126.9622736,74.0132685,0.233031450770731+0i,1,56.71568421,-2.151717227,-14.17367395,4.555010015,5.688254121,6.534540123,NA,0.054161591,4.555010015,5.688254121,47.45697384,155925,31185,2.003293515,11.55505046,123,lunge,23.33560601,54.67203206,4.57929798,1.162476458,3.416821522,31.33642605,mn14_113b,4/23/2014 21:14,57.658501,-134.005199
157919,174418,4.781294088,0.631205686,-0.122235612,-0.362817824,117.5224974,18.61899538,-0.101731360643899+0i,1,-96.7836999,1.452398428,-23.26978563,3.239786234,3.908777345,3.428617265,3.404665713,0.046790046,3.239786234,3.908777345,51.14226702,157919,31583.8,-2.566984461,11.79043858,124,lunge,36.60867015,57.57590878,4.322225823,1,3.783547856,20.96723863,mn14_113b,4/23/2014 21:20,57.663477,-134.013743
158877,175376,4.925666157,-0.321884791,-0.039052829,-0.980458228,-36.3231445,2.280953952,-0.0236247047590035+0i,1,11.01628675,-2.949322178,-28.22096532,3.303736042,3.186770384,3.537838867,NA,0.012835247,3.303736042,3.186770384,63.53772019,158877,31775.4,0.320506472,7.022659498,125,lunge,45.42039757,63.77275683,4.106255015,1,3.671671456,18.35235926,mn14_113b,4/23/2014 21:23,57.665178,-134.014777
159433,175932,4.743443894,1.048451356,-0.471068942,-0.912986049,91.1647898,27.29215506,0.122357295536965+0i,1,23.92571527,-2.724010146,-17.53089911,4.020713449,4.95269101,5.028388322,NA,-0.037651866,4.020713449,4.95269101,62.01523808,159433,31886.6,4.58842902,19.98114265,125,lunge,47.97275065,63.92777185,4.199209787,2.79966629,1.399543497,15.9550212,mn14_113b,4/23/2014 21:25,57.665976,-134.013955
161268,177767,4.892302112,0.307332866,-0.396102279,-0.903802049,34.59808441,23.66602258,-0.372084399067208+0i,1,-146.1021474,0.591629137,-19.01551797,4.027139499,4.65851344,5.044258446,NA,0.041452808,4.027139499,4.65851344,53.10959419,161268,32253.6,0.328932681,7.983508248,126,lunge,36.85847611,56.85318619,4.041665885,1,3.307364347,19.99471008,mn14_113b,4/23/2014 21:31,57.662766,-134.012965
161930,178429,4.700203082,1.018187562,-0.513165984,-0.605724087,104.1131705,40.2710803,0.0466884151468743+0i,1,-166.1300453,0.242076376,-17.3933284,3.955686686,4.980873696,4.870577014,NA,0.029571468,3.955686686,4.980873696,52.31161838,161930,32386,2.854745046,17.12783205,126,lunge,34.30557017,57.41798391,3.955686686,1.04238694,2.913299746,23.11241374,mn14_113b,4/23/2014 21:34,57.661456,-134.015472
163709,180208,4.738393912,0.93621141,-0.331589214,-0.405966036,121.5119461,39.24162425,-0.0861347571555834+0i,1,83.92990809,-1.676739417,-29.12071764,3.217084009,3.070672982,3.39065997,3.232199833,-0.03429706,3.217084009,3.070672982,45.78215432,163709,32741.8,0.715531899,3.891980004,127,lunge,29.74751592,48.99597771,3.217084009,1.86483855,1.352245459,19.24846179,mn14_113b,4/23/2014 21:40,57.659943,-134.014899
164027,180526,4.697635511,0.804425357,-0.459993222,-0.649615613,90.60424099,35.302334,-0.283834426028177+0i,1,-1.836514266,3.109539433,-16.67539438,3.987994442,5.130572566,4.948354683,NA,-0.025036981,3.987994442,5.130572566,52.87757879,164027,32805.4,1.291316884,7.896548406,127,lunge,34.05309507,55.12046053,4.161945483,1,3.538662833,21.06736546,mn14_113b,4/23/2014 21:41,57.660987,-134.015429
164427,180926,4.649639981,0.269414914,-0.130830688,-1.033320238,29.00481375,7.21593517,-0.120152182413409+0i,1,-27.214316,2.666613236,-37.92807466,2.399456723,2.135344514,2.270694061,NA,0.032533721,2.399456723,2.135344514,56.53807561,164427,32885.4,0.74382782,5.6912822,127,lunge,29.6434214,57.04225614,3.024623619,1.946686441,1.077937178,27.39883474,mn14_113b,4/23/2014 21:42,57.661974,-134.01517
166020,182519,5.017473141,-0.164601675,-0.011109548,-0.981832557,-19.03277725,0.648280645,-0.00796548773465602+0i,1,20.98302168,-2.775369838,-37.91589343,2.167843618,2.13641764,2.026904313,NA,0.053904139,2.167843618,2.13641764,52.1815613,166020,33204,-0.043184013,12.66244888,128,lunge,32.48314657,52.52282978,4.107050822,1.484140932,2.62290989,20.03968321,mn14_113b,4/23/2014 21:47,57.664273,-134.016103
166700,183199,4.768804707,0.705441625,-0.197055764,-0.834287023,78.90322306,13.28950628,-0.149509447449848+0i,1,167.5815321,-0.216743153,-20.48878834,3.52478029,4.383860808,3.9428716,NA,0.107296593,3.52478029,4.383860808,38.33055616,166700,33340,1.080558812,8.630772111,128,lunge,22.11480772,42.41221915,3.692012761,1,3.088751954,20.29741143,mn14_113b,4/23/2014 21:50,57.663625,-134.016803
167361,183860,5.010878777,-0.070002147,-0.085327277,-0.899911786,-8.856347196,5.416442493,-0.0663005919240518+0i,1,-132.441751,0.830048032,-20.83406922,3.746844022,4.321870627,4.396472226,NA,-0.00194173,3.746844022,4.321870627,44.07534884,167361,33472.2,-0.915407272,12.42327253,129,lunge,25.19768658,44.45824108,3.746844022,1,3.026580755,19.2605545,mn14_113b,4/23/2014 21:52,57.662412,-134.019921
168000,184499,4.771271264,0.973905878,-0.113063637,-0.646564687,112.0430286,9.918921091,-0.0129172350283367+0i,1,-60.89430751,2.078786492,-20.23704018,3.697939656,4.429618301,4.292293775,4.150466416,-0.068056357,3.697939656,4.429618301,37.03454633,168000,33600,1.710724738,10.48211815,129,lunge,23.5248199,42.24066802,4.130668888,1.169491224,2.961177664,18.71584812,mn14_113b,4/23/2014 21:54,57.66394,-134.02218
169129,185628,5.002152977,0.998544549,-0.342153041,-0.040866721,141.9222006,83.1888652,-0.00233543618199674+0i,1,50.86514474,-2.253828403,-37.17083719,2.472799595,2.203090304,2.353846049,2.318189503,0.029931163,2.472799595,2.203090304,37.9272342,169129,33825.8,0.552394385,6.796130414,130,lunge,25.89114559,41.84457735,2.520148361,1,1.608707415,15.95343176,mn14_113b,4/23/2014 21:58,57.665416,-134.025895
176421,192920,5.179316905,-0.218810074,-0.494871533,-0.892938075,-24.19443443,28.99547799,-0.346424595390812+0i,1,99.9208374,-1.39764505,-42.64811837,2.302560713,1.757592203,2.165325599,NA,0.081765275,2.302560713,1.757592203,5.812411668,176421,35284.2,0.432328991,4.405717649,140,lunge,4.623134356,6.209014836,2.455234651,1,1.983776357,1.58588048,mn14_113b,4/23/2014 22:22,57.652729,-134.020531
176820,193319,5.102305689,-0.189138447,-0.340548867,-0.91417317,-21.94474801,20.43142792,-0.241738653606172+0i,1,70.35400229,-1.913683672,-44.8535306,2.000176961,1.604769684,1.866922092,NA,0.077690573,2.000176961,1.604769684,4.499602425,176820,35364,-0.061684304,4.210003105,140,lunge,1.85869303,5.12114044,2.611321175,1,2.206465841,3.26244741,mn14_113b,4/23/2014 22:23,57.652789,-134.017973
177488,193987,5.241522576,-0.228438785,0.131746288,-0.995593756,-25.62968316,-7.538117511,0.0888767552076888+0i,1,20.88557153,-2.777070664,-44.85575597,1.263715452,1.604622392,1.301026109,NA,0.009129721,1.263715452,1.604622392,8.518025817,177488,35497.6,0.293477253,3.18644925,143,lunge,4.547333453,10.04364573,2.104557549,1,1.640158586,5.496312277,mn14_113b,4/23/2014 22:25,57.654168,-134.014653
177535,194034,5.262226057,0.639300005,-0.652092464,-0.465724117,77.16590882,54.46559293,-0.566555895747783+0i,1,-1.087896712,3.122605274,-45.29484288,1.919212366,1.575823283,1.794252697,NA,0.009605877,1.919212366,1.575823283,7.357385253,177535,35507,0.24613745,4.456226772,143,lunge,0.648400607,9.534108238,2.897116863,1,3.110131592,8.885707631,mn14_113b,4/23/2014 22:26,57.654293,-134.014657
183209,199708,5.590034812,-0.059592388,-0.070069774,-0.97707205,-6.962545226,4.101888973,-0.054859068946169+0i,1,-137.6927814,0.738400262,-47.73960396,1.238425541,1.424671271,1.284991213,NA,0.009129836,1.238425541,1.424671271,7.377308967,183209,36641.8,-0.182479347,3.539592128,420,lunge,7.089841078,8.422436779,2.362489565,1,1.651749288,1.332595701,mn14_113b,4/23/2014 22:45,57.657382,-134.009147
183249,199748,5.596082247,0.151249862,-0.176241288,-0.951862469,17.76056419,10.48975787,-0.156282391275869+0i,1,-123.3057185,0.989501879,-47.07014914,1.264200697,1.464557973,1.301335724,NA,0.003998882,1.264200697,1.464557973,7.971073404,183249,36649.8,-0.198236297,4.155928309,420,lunge,2.430383141,8.443710164,2.362489565,1,1.779922649,6.013327023,mn14_113b,4/23/2014 22:45,57.657279,-134.009321
183460,199959,5.563156221,0.562808045,-0.88013827,-0.342479987,61.58375882,68.73796022,-0.861697878654705+0i,1,-134.70696,0.790512677,-47.78224363,1.694219583,1.422167878,1.606823314,NA,0.003467104,1.694219583,1.422167878,6.9671403,183460,36692,0.974818707,5.061127742,420,lunge,0.638913683,7.920463466,2.601328687,1,1.714744312,7.281549783,mn14_113b,4/23/2014 22:45,57.656571,-134.009796
183632,200131,5.578085462,0.098419062,0.030228732,-0.998949478,11.24842036,-1.733271216,0.0260846963502781+0i,1,175.5039248,-0.078471315,-46.96940376,0.525278575,1.470656385,0.905785045,NA,-0.002407959,NA,1.470656385,8.326100091,183632,36726.4,0.041590792,3.598597449,420,lunge,8.049993893,8.78680681,1.358953149,1,1.036207981,0.736812917,mn14_113b,4/23/2014 22:46,57.655893,-134.010343
184069,200568,5.563088354,-0.150621111,-0.012671,-1.079059456,-15.89155737,0.672772447,-0.00920162947578256+0i,1,83.71108646,-1.680558574,-47.61728527,1.230003501,1.431877133,1.279695263,NA,-0.00039201,1.230003501,1.431877133,5.809465541,184069,36813.8,0.878623739,3.477028798,420,lunge,5.201922964,6.200859881,2.482690964,1,1.968371713,0.998936917,mn14_113b,4/23/2014 22:47,57.656113,-134.008708
184288,200787,5.585027571,0.265405956,-0.717586643,-0.547861347,32.76399554,52.63907593,-0.702068301464113+0i,1,-19.09763793,2.808275992,-46.17118666,1.563165359,1.519881133,1.506809059,NA,0.007397037,1.563165359,1.519881133,4.271060886,184288,36857.6,-0.578373669,5.006485515,420,lunge,0.623666684,6.093106663,2.445400435,1,2.325052281,5.469439979,mn14_113b,4/23/2014 22:48,57.656705,-134.008491
184435,200934,5.602009707,-0.074347795,-0.074238991,-0.969744639,-8.742800973,4.377750716,-0.0574821175917063+0i,1,26.12299824,-2.685660324,-46.14343921,1.440723024,1.521621592,1.418999843,NA,0.001083328,1.440723024,1.521621592,5.213570619,184435,36887,-0.241049916,5.28789199,420,lunge,3.650210055,5.811757884,1.836721728,1,1.081552942,2.161547829,mn14_113b,4/23/2014 22:49,57.657359,-134.008619
184626,201125,5.612797125,0.131427092,-0.36560764,-0.838273141,16.3559123,23.56412477,-0.325314268163655+0i,1,-30.98228809,2.600849717,-46.69389846,1.499740789,1.487463513,1.460666397,NA,0.037448246,1.499740789,1.487463513,6.778683282,184626,36925.2,-0.746006508,4.171171917,420,lunge,0.628736945,7.06844847,2.215712795,1,1.374547431,6.439711525,mn14_113b,4/23/2014 22:49,57.658084,-134.00862
184784,201283,5.645855656,-0.139087087,-0.10955195,-0.9602494,-16.37855957,6.508561448,-0.0804819439617362+0i,1,29.56362085,-2.625610131,-43.09957305,1.514901225,1.725167385,1.471565758,NA,-0.002293332,1.514901225,1.725167385,4.442143586,184784,36956.8,-0.231091455,5.280000188,420,lunge,4.131460401,5.899068634,1.514901225,1,0.97160059,1.767608233,mn14_113b,4/23/2014 22:50,57.658726,-134.008737
185281,201780,5.670807554,0.489497781,-0.565515926,-0.728274317,55.92543141,37.82987506,-0.534146889175652+0i,1,22.56936155,-2.747682984,-46.96113148,1.354477451,1.471158257,1.360238614,NA,0.018052813,1.354477451,1.471158257,5.847335164,185281,37056.2,0.430852994,4.830148516,420,lunge,0.757330167,6.524131659,2.404491716,1,2.721263438,5.766801492,mn14_113b,4/23/2014 22:51,57.660268,-134.007555
185473,201972,5.619237767,0.13698665,-0.565434905,-0.812033188,15.76385359,34.85026427,-0.516212772903448+0i,1,15.07078858,-2.878557772,-48.64547483,1.44838586,1.372422599,1.424341932,NA,0.032147185,1.44838586,NA,4.705759766,185473,37094.6,-0.010401188,4.626467767,420,lunge,0.729669658,4.784046812,2.389513475,1,1.82343633,4.054377154,mn14_113b,4/23/2014 22:52,57.661155,-134.007387
185651,202150,5.626197385,-0.103902474,-0.105121346,-1.086164224,-10.87805424,5.527993759,-0.079557552050668+0i,1,10.85542037,-2.952129826,-44.13517296,1.05032917,1.653029504,1.171769803,NA,0.003404375,1.05032917,1.653029504,5.503074626,185651,37130.2,0.94315149,4.069658358,420,lunge,4.421452837,5.503074626,1.855836996,1,1.067073235,1.081621789,mn14_113b,4/23/2014 22:53,57.661745,-134.007432
185885,202384,5.643853723,0.253769037,-0.840573672,-0.598852503,27.62784751,54.53267054,-0.846059065010449+0i,1,-22.33088819,2.75184513,-46.64289245,1.395702041,1.490596128,1.388016008,NA,0.015211807,1.395702041,1.490596128,5.667396828,185885,37177,0.6160574,4.815842912,420,lunge,0.698180462,6.006155258,2.514678919,1,2.922272743,5.307974796,mn14_113b,4/23/2014 22:53,57.66246,-134.007237
186004,202503,5.639902939,-0.264429967,0.091017764,-0.947003632,-31.06624883,-5.489910015,0.0589914409240174+0i,1,-97.20981745,1.444961274,-41.12007139,1.908483112,1.871931375,1.784837397,NA,0.010152606,1.908483112,1.871931375,3.769295242,186004,37200.8,-0.123243202,3.462165839,420,lunge,3.466175307,6.34946355,1.957589379,1,1.998512941,2.883288243,mn14_113b,4/23/2014 22:54,57.662636,-134.008143
186240,202739,5.652669229,-0.113399203,0.043605422,-0.924794285,-13.96617249,-2.699581513,0.0327101701629031+0i,1,-164.096998,0.277559745,-43.65064277,1.298687683,1.686397551,1.323530205,NA,0.017193815,1.298687683,1.686397551,3.516286049,186240,37248,-0.659588059,4.192388114,420,lunge,3.1091516,4.470978863,2.359440568,1.046292778,1.31314779,1.361827263,mn14_113b,4/23/2014 22:55,57.662144,-134.009319
186470,202969,5.710813079,-0.135973528,-0.026547409,-1.002725257,-15.43951655,1.516566226,-0.0195316629224892+0i,1,-154.2128033,0.450071487,-40.90025368,1.677833217,1.888980627,1.593963637,NA,0.001596873,1.677833217,1.888980627,4.975021295,186470,37294,0.120138454,4.978162734,420,lunge,4.614094607,5.289574628,2.145391704,1,1.193599916,0.675480021,mn14_113b,4/23/2014 22:55,57.661383,-134.009641
186519,203018,5.712280939,-0.111666284,-0.356197394,-0.9610566,-12.43557247,20.33626872,-0.271441317347425+0i,1,-165.3436562,0.255801456,-47.15967544,1.50345074,1.459159909,1.463326126,NA,0.052650135,1.50345074,1.459159909,5.069678671,186519,37303.8,0.304076206,3.966667167,420,lunge,0.610243466,5.289574628,2.404361977,1,1.426998518,4.679331162,mn14_113b,4/23/2014 22:56,57.661242,-134.009708
186724,203223,5.693985485,-0.088270984,0.009854625,-0.975467278,-10.34081127,-0.578808968,0.00754334355496075+0i,1,143.4603058,-0.637737971,-42.04095495,1.271256522,1.802163528,1.305846089,NA,0.006560237,1.271256522,1.802163528,3.822907278,186724,37344.8,-0.201011091,4.548131725,420,lunge,2.872459726,4.54797933,1.933082656,1,1.077484158,1.675519604,mn14_113b,4/23/2014 22:56,57.660778,-134.009347
187142,203641,5.637707885,-0.184070262,0.075220421,-1.025743083,-20.29360988,-4.194141759,0.052984688509164+0i,1,9.44972038,-2.97666392,-42.01177019,1.265609933,1.804334199,1.302235317,NA,-0.004074063,1.265609933,1.804334199,4.340580184,187142,37428.4,0.439721829,4.668577063,420,lunge,2.438220654,5.143539439,2.470170224,1.02583524,1.444334984,2.705318785,mn14_113b,4/23/2014 22:58,57.660866,-134.008484
187187,203686,5.647027301,0.180364545,-0.806154767,-0.710083753,19.0611753,48.62549497,-0.786176783315521+0i,1,17.72645686,-2.832207617,-46.14683609,1.685609774,1.521408415,1.600053633,NA,0.028068305,1.685609774,1.521408415,4.417405215,187187,37437.4,0.876009883,4.598474519,420,lunge,1.385212744,4.575071387,2.470170224,1,1.72942993,3.189858643,mn14_113b,4/23/2014 22:58,57.661045,-134.008506
187343,203842,5.676955423,-0.166840992,-0.100375039,-1.027335857,-18.36284805,5.580327077,-0.0718987039715348+0i,1,107.4967454,-1.26542051,-46.10513204,1.40423186,1.524027684,1.393833902,NA,-0.012894344,1.40423186,1.524027684,6.103207459,187343,37468.6,0.447420843,3.655393468,420,lunge,4.933519598,6.284970215,1.568157531,1,0.837191498,1.351450617,mn14_113b,4/23/2014 22:58,57.661351,-134.007626
187569,204068,5.677083371,-0.351763809,0.069994296,-0.949058479,-40.57276939,-4.218001679,0.0407537914600515+0i,1,-152.8379421,0.474067342,-40.15497072,1.865005465,1.947949569,1.747187284,NA,0.013367166,1.865005465,1.947949569,4.17438879,187569,37513.8,0.142866897,5.326383617,420,lunge,3.692624143,5.87499831,1.871447965,1.022976963,0.848471002,2.182374167,mn14_113b,4/23/2014 22:59,57.660964,-134.006592
187774,204273,5.687913702,-0.132881897,0.028395497,-0.98428245,-15.37100763,-1.65246372,0.0209478856137107+0i,1,-127.8308244,0.910523881,-46.98573774,0.990531649,1.46966592,1.137909048,NA,-0.000100342,NA,1.46966592,5.71740931,187774,37554.8,-0.062590412,5.056009454,420,lunge,5.406889247,6.317568232,1.128548326,1,0.521207454,0.910678985,mn14_113b,4/23/2014 23:00,57.660515,-134.007253
188057,204556,5.642090402,0.147722415,0.134780603,-1.043904964,15.97793896,-7.356870428,0.11917064734225+0i,1,116.5728398,-1.107012781,-47.55451608,1.217445916,1.43558904,1.271839304,NA,0.017714264,1.217445916,1.43558904,7.087603465,188057,37611.4,0.616694757,3.401875375,420,lunge,5.399911055,7.154924002,1.399421939,1,1.633042735,1.755012947,mn14_113b,4/23/2014 23:01,57.659841,-134.007321
188159,204658,5.612221267,0.234027932,-0.673321207,-0.783789116,25.52304283,40.66452842,-0.647907280878218+0i,1,34.90111745,-2.532453242,-47.45802848,1.605075024,1.441313684,1.538096184,NA,0.022000628,1.605075024,1.441313684,4.766071084,188159,37631.8,0.583105295,3.56108793,420,lunge,0.53440229,5.278776213,2.71362302,1,2.916219782,4.744373923,mn14_113b,4/23/2014 23:01,57.66003,-134.006952
188474,204973,5.624726749,-0.207890424,0.05883884,-0.962309756,-24.33676092,-3.498899883,0.0404763665413014+0i,1,31.07890338,-2.599163462,-46.34723938,1.395221995,1.50888452,1.387689308,NA,0.004663012,1.395221995,1.50888452,5.803643782,188474,37694.8,-0.134685118,4.587545069,420,lunge,5.264541551,7.024570152,1.840540755,1,1.580012957,1.760028601,mn14_113b,4/23/2014 23:02,57.660858,-134.006037
188697,205196,5.646540353,-0.02143986,-0.575255929,-0.78330387,-2.527590719,36.29344469,-0.481465415140167+0i,1,56.0274004,-2.163730045,-47.66750409,0.999344209,1.428914315,1.142837055,NA,0.006681238,NA,1.428914315,5.824898167,188697,37739.4,-0.273779082,4.036271304,420,lunge,5.040398631,6.001395721,1.966046477,1,2.003136753,0.96099709,mn14_113b,4/23/2014 23:03,57.661662,-134.005543
188764,205263,5.660956173,0.051916998,-0.871568956,-0.65901352,5.440590566,52.90622755,-0.816109797929232+0i,1,142.9702959,-0.646290257,-49.07705498,1.262628332,1.348208291,1.30033273,NA,0.007288891,1.262628332,NA,4.908480866,188764,37752.8,0.9208867,5.30071784,420,lunge,0.643397028,5.477739652,2.608087772,1,2.866150208,4.834342624,mn14_113b,4/23/2014 23:03,57.661643,-134.005071
189046,205545,5.699140611,0.640936982,-0.75306574,-0.389733276,74.16955933,62.63712962,-0.667028442415359+0i,1,-179.61717,0.006681644,-40.88944846,2.130603502,1.703613757,2.017536581,NA,0.019746451,2.130603502,1.703613757,3.471651546,189046,37809.2,0.617040522,4.847231579,420,lunge,1.717027314,4.224634039,2.149799867,1,1.794081786,2.507606725,mn14_113b,4/23/2014 23:04,57.661036,-134.004955
189312,205811,5.752017897,0.457482589,-0.586301724,-0.693021794,53.49332466,40.23147576,-0.560634514819431+0i,1,147.7471337,-0.562918709,-44.37599202,1.751199557,1.460698795,1.634670951,NA,0.028945513,1.751199557,1.460698795,3.658042575,189312,37862.4,0.162036379,6.939105698,420,lunge,1.364981229,4.146178938,1.833076153,1,1.854612443,2.781197709,mn14_113b,4/23/2014 23:05,57.660202,-134.004624
189504,206003,5.775442498,0.074217736,0.075256403,-0.995861751,8.500161337,-4.321578117,0.0641718064774952+0i,1,40.5475554,-2.433904308,-44.54469582,1.263298586,1.449866132,1.247109069,NA,0.011107779,1.263298586,1.449866132,2.619038514,189504,37900.8,0.01427019,4.04298963,420,lunge,2.448427486,2.801250148,1.295840648,1,0.356163318,0.352822662,mn14_113b,4/23/2014 23:06,57.660008,-134.003678
189598,206097,5.778568278,0.287695468,-0.589098956,-0.735431135,33.95670569,38.69561122,-0.565212034088075+0i,1,-26.78054905,2.674183897,-41.8678411,1.525459275,1.631634232,1.442294267,NA,0.01906856,1.525459275,1.631634232,2.811919897,189598,37919.6,-0.144908603,5.440166946,420,lunge,1.819689819,3.179266175,1.928022986,1,1.44692937,1.359576356,mn14_113b,4/23/2014 23:06,57.660282,-134.003744
189784,206283,5.78887588,0.119021964,-0.060793467,-0.980088158,13.82188816,3.549427771,-0.0529947112299836+0i,1,-24.15486812,2.720010675,-44.16433276,1.15083809,1.474404223,1.171695815,NA,0.001312479,1.15083809,1.474404223,2.766786124,189784,37956.8,-0.106317148,3.943714,420,lunge,2.571471915,3.611187281,1.516494963,1,0.678133176,1.039715366,mn14_113b,4/23/2014 23:06,57.660945,-134.004598
189853,206352,5.794831092,0.633856465,-0.592210338,-0.682139212,70.11308836,40.9634173,-0.512156274121684+0i,1,-10.9844345,2.949878105,-43.11162001,1.756530757,1.544504031,1.63951173,NA,0.039380714,1.756530757,1.544504031,3.467532256,189853,37970.6,1.015382651,4.517567376,420,lunge,1.739494557,3.467532256,1.793665046,1,1.679600033,1.728037699,mn14_113b,4/23/2014 23:07,57.661136,-134.004888
190051,206550,5.82657553,0.442521785,-0.281166281,-0.980142888,46.92011502,16.00620239,-0.260998529896239+0i,1,-23.54840138,2.730595516,-49.33093123,1.460754669,1.173849044,1.391450589,NA,0.026529046,1.460754669,NA,3.59502759,190051,38010.2,1.094005411,4.509091771,420,lunge,1.712534958,3.605759698,1.959212223,1,1.57315685,1.89322474,mn14_113b,4/23/2014 23:07,57.661873,-134.00562
190416,206915,5.747389292,0.679752274,-0.560179079,-0.549312996,81.81159984,45.56112235,-0.456584611668161+0i,1,-177.3305504,0.046590685,-48.24707548,1.317108566,1.231349971,1.284890804,NA,0.04006864,1.317108566,1.231349971,4.105835369,190416,38083.2,0.373429848,3.334467425,420,lunge,0.512147028,4.635376856,2.507111607,1,2.365700788,4.123229828,mn14_113b,4/23/2014 23:09,57.662485,-134.005239
190685,207184,5.707164585,0.321921686,-0.697650956,-0.472064291,41.83058988,55.91582218,-0.685808733511596+0i,1,150.62682,-0.512658703,-44.91936005,1.713089596,1.426094968,1.600480521,NA,0.013285544,1.713089596,1.426094968,2.550681666,190685,38137,-0.963274652,5.156354186,420,lunge,1.539493052,3.457672316,1.785429742,1,1.211672805,1.918179264,mn14_113b,4/23/2014 23:09,57.66171,-134.004158
