v(),X.1,X,ans,p,tempr,pitch,roll,head,flownoise,speedSP,speedFN,Aw1,Aw2,Aw3,r,sec,MSA,jerk,dive,event,min.p,max.p,max.speed,min.speed,delta.speed,delta.p,tag,DateTime,p2,pitch2
741,195635,212134,NA,4.350268333,NA,48.78745209,25.77852336,74.43910208,NA,NA,0.89063711,NA,NA,NA,195635,39127,1.17127007,5.385105469,420,lunge,2.286638913,4.493385338,1.901159311,1,1.565380435,2.206746425,mn14_113b,2014-04-23 23:26:00,NA,NA
742,196373,212872,NA,3.810190011,NA,42.82338395,18.10043059,-10.1919427,NA,NA,1.30269109,NA,NA,NA,196373,39274.6,1.038597675,5.323015828,420,lunge,1.580540105,4.025057907,1.351746131,1,1.03158177,2.444517802,mn14_113b,2014-04-23 23:28:00,NA,NA
743,196484,212983,NA,1.868390155,NA,-17.95000496,1.628809343,-27.6028045,NA,NA,1.241895289,NA,NA,NA,196484,39296.8,-0.453549158,5.342423174,420,lunge,1.558162894,3.486190058,1.311390345,1,1.659397528,1.928027164,mn14_113b,2014-04-23 23:29:00,NA,NA
744,196750,213249,NA,3.090414727,NA,-4.217937838,8.965344911,2.538978541,NA,NA,0.507132382,NA,NA,NA,196750,39350,-0.087610283,4.483008772,420,lunge,2.588286334,4.410750369,0.679432741,1,0.895380121,1.822464035,mn14_113b,2014-04-23 23:30:00,NA,NA
745,196887,213386,NA,2.70176537,NA,14.05698932,41.84087363,128.6095626,NA,NA,2.066159786,NA,NA,NA,196887,39377.4,-0.033866304,4.194000604,420,lunge,2.658030778,4.00866218,2.344897545,1,2.502806069,1.350631402,mn14_113b,2014-04-23 23:30:00,NA,NA
746,197024,213523,NA,1.550150558,NA,-15.35620625,4.07057087,177.4427454,NA,NA,0.956177088,NA,NA,NA,197024,39404.8,0.686697689,4.222930201,420,lunge,1.15276584,3.54972444,0.956177088,1,1.017526908,2.3969586,mn14_113b,2014-04-23 23:31:00,NA,NA
747,197286,213785,NA,2.790813926,NA,-0.063768621,0.417469844,-163.6481464,NA,NA,1.222541233,NA,NA,NA,197286,39457.2,-0.220860212,5.301761318,420,lunge,2.535988264,3.321602527,1.434060475,1,0.820818894,0.785614263,mn14_113b,2014-04-23 23:31:00,NA,NA
748,197693,214192,NA,5.601041836,NA,33.06812683,-7.281635015,27.8028808,NA,NA,1.317460617,NA,NA,NA,197693,39538.6,-0.062393505,4.329398993,420,lunge,4.47398266,5.916538897,1.36761865,1,0.919680027,1.442556237,mn14_113b,2014-04-23 23:33:00,NA,NA
749,198354,214853,NA,2.456368458,NA,-3.989088881,6.727079949,175.6632511,NA,NA,1.091614406,NA,NA,NA,198354,39670.8,-0.612128352,5.513580681,420,lunge,2.217913467,3.677900576,1.748704751,1,1.101841311,1.459987109,mn14_113b,2014-04-23 23:35:00,NA,NA
750,198817,215316,NA,2.981600906,NA,11.60285031,0.37974906,170.8265223,NA,NA,1.729151898,NA,NA,NA,198817,39763.4,-0.610773526,3.744376512,420,lunge,2.486709711,3.997445048,1.858455432,1.003309057,0.855146375,1.510735337,mn14_113b,2014-04-23 23:37:00,NA,NA
751,198859,215358,NA,3.484270264,NA,56.23572962,36.07990822,-139.7417019,NA,NA,1.665084457,NA,NA,NA,198859,39771.8,0.758309922,3.412201728,420,lunge,2.207557359,3.986711435,1.858455432,1,1.431771124,1.779154076,mn14_113b,2014-04-23 23:37:00,NA,NA
752,199042,215541,NA,2.627510701,NA,-6.853935197,8.577737662,163.3637098,NA,NA,0.832605565,NA,NA,NA,199042,39808.4,-0.058382812,3.487821407,420,lunge,2.440671314,3.944296067,1.378474368,1,0.596824016,1.503624753,mn14_113b,2014-04-23 23:37:00,NA,NA
753,199095,215594,NA,3.794453989,NA,32.94135355,28.42994857,-154.0239979,NA,NA,1.338769368,NA,NA,NA,199095,39819,0.99085522,5.4420098,420,lunge,1.864214302,3.944296067,1.661699179,1,1.303433297,2.080081765,mn14_113b,2014-04-23 23:38:00,NA,NA
754,199285,215784,NA,2.824840992,NA,18.31247731,19.19248527,-132.0082513,NA,NA,1.152013772,NA,NA,NA,199285,39857,1.145952098,4.600817981,420,lunge,1.764141041,3.582582102,1.58191247,1,0.940570663,1.818441061,mn14_113b,2014-04-23 23:38:00,NA,NA
755,199465,215964,NA,2.557347652,NA,-5.051709636,6.098811245,-78.51566703,NA,NA,0.916206064,NA,NA,NA,199465,39893,-0.19133947,3.819465373,420,lunge,2.346915709,3.34897565,1.109103547,1,0.61345158,1.002059941,mn14_113b,2014-04-23 23:39:00,NA,NA
756,200027,216526,NA,2.37468368,NA,0.751562119,0.702793587,58.91809841,NA,NA,1.306263592,NA,NA,NA,200027,40005.4,-0.134986295,4.559203685,420,lunge,2.263175271,3.319367555,1.705814483,1.239927988,0.465886495,1.056192284,mn14_113b,2014-04-23 23:41:00,NA,NA
757,200232,216731,NA,2.660810043,NA,4.964681517,-1.038371158,29.78193733,NA,NA,1.450379046,NA,NA,NA,200232,40046.4,-0.506318826,5.388699664,420,lunge,2.215057457,3.247989811,1.777934684,1,0.902650094,1.032932354,mn14_113b,2014-04-23 23:41:00,NA,NA
758,200444,216943,NA,3.580326477,NA,0.954362542,0.535691078,-5.235742509,NA,NA,1.485603358,NA,NA,NA,200444,40088.8,0.262467028,3.655554843,420,lunge,3.099555447,3.772241406,1.505825635,1,0.725838185,0.672685959,mn14_113b,2014-04-23 23:42:00,NA,NA
759,200508,217007,NA,3.539280191,NA,46.85532213,10.58901255,-15.29297434,NA,NA,1.381232763,NA,NA,NA,200508,40101.6,0.872332117,4.546943404,420,lunge,2.108380045,3.539280191,1.891616207,1,1.40440107,1.430900146,mn14_113b,2014-04-23 23:42:00,NA,NA
760,200701,217200,NA,3.431861851,NA,-6.502014826,6.893090759,-0.845189186,NA,NA,1.502020152,NA,NA,NA,200701,40140.2,-0.336285582,5.402129666,420,lunge,3.059384168,3.776166613,1.502020152,1,0.700664993,0.716782445,mn14_113b,2014-04-23 23:43:00,NA,NA
761,200771,217270,NA,3.807762387,NA,47.06735336,8.80469993,5.78762457,NA,NA,0.77499123,NA,NA,NA,200771,40154.2,1.148696066,4.183352275,420,lunge,1.342062188,3.807762387,1.794028673,1,1.588133067,2.465700199,mn14_113b,2014-04-23 23:43:00,NA,NA
762,200941,217440,NA,3.376774546,NA,2.807759883,3.673585665,1.261443123,NA,NA,1.51016759,NA,NA,NA,200941,40188.2,-0.208224629,5.591701531,420,lunge,2.40461449,3.90237228,1.614424098,1.015872426,0.598551672,1.49775779,mn14_113b,2014-04-23 23:44:00,NA,NA
763,201166,217665,NA,7.130641704,NA,-15.62921287,8.748496125,3.261148058,NA,NA,0.743008889,NA,NA,NA,201166,40233.2,-0.25548577,4.542829421,420,lunge,6.402497324,8.269371103,1.897301294,1,2.115627541,1.866873779,mn14_113b,2014-04-23 23:44:00,NA,NA
764,201943,218442,NA,4.239005959,NA,46.88680066,32.83342247,-12.52255986,NA,NA,1.080406761,NA,NA,NA,201943,40388.6,0.892162186,4.326346198,420,lunge,3.379160851,4.356203805,2.298649104,1,2.191031524,0.977042954,mn14_113b,2014-04-23 23:47:00,NA,NA
765,202392,218891,NA,2.674302438,NA,28.67248176,19.56247534,131.9972476,NA,NA,1.242425451,NA,NA,NA,202392,40478.4,0.455800284,3.440632838,420,lunge,2.179811107,3.263496055,1.615257404,1,1.535284044,1.083684948,mn14_113b,2014-04-23 23:49:00,NA,NA
766,202574,219073,NA,2.978877486,NA,15.35337853,7.300945973,100.8193605,NA,NA,0.622710641,NA,NA,NA,202574,40514.8,-0.060601614,3.6443289,420,lunge,2.728894054,3.787705044,1.527339129,1,1.060579117,1.05881099,mn14_113b,2014-04-23 23:49:00,NA,NA
767,202862,219361,NA,1.846619148,NA,-9.168296974,-0.025070672,52.03127193,NA,NA,0.765980355,NA,NA,NA,202862,40572.4,0.819544592,3.754186783,420,lunge,1.477270558,3.069266939,1.101420067,1,0.72516068,1.591996381,mn14_113b,2014-04-23 23:50:00,NA,NA
768,203107,219606,NA,2.090551024,NA,-12.93038285,11.36597269,-44.68700181,NA,NA,1.935844492,NA,NA,NA,203107,40621.4,-0.636087276,4.944103383,420,lunge,1.979665637,3.504430672,1.941062212,1,1.172787103,1.524765035,mn14_113b,2014-04-23 23:51:00,NA,NA
769,203281,219780,NA,1.789154334,NA,-5.993542295,6.413203247,-59.79863473,NA,NA,1.280770675,NA,NA,NA,203281,40656.2,-0.524870715,5.857863865,420,lunge,1.740882371,3.051028854,1.533425868,1,0.575157627,1.310146483,mn14_113b,2014-04-23 23:51:00,NA,NA
770,203524,220023,NA,2.269535939,NA,6.965038488,4.747990373,-51.8893453,NA,NA,1.090896563,NA,NA,NA,203524,40704.8,-0.234317655,5.388163155,420,lunge,1.980429188,3.595860841,1.437008766,1,1.297447214,1.615431653,mn14_113b,2014-04-23 23:52:00,NA,NA
771,203635,220134,NA,2.880716555,NA,8.414681587,42.71972366,-59.83817251,NA,NA,2.054742617,NA,NA,NA,203635,40727,1.175473887,4.956003242,420,lunge,2.525049272,4.33083908,2.451902794,1,1.688342939,1.805789808,mn14_113b,2014-04-23 23:53:00,NA,NA
772,204429,220928,NA,3.550718485,NA,0.004616474,2.472051969,-40.52346724,NA,NA,0.811146849,NA,NA,NA,204429,40885.8,0.0823731,3.652811106,420,lunge,3.24040597,3.67303952,0.907925797,1,0.752986785,0.43263355,mn14_113b,2014-04-23 23:55:00,NA,NA
773,204741,221240,NA,2.961078425,NA,-1.058721712,6.025762839,-65.29177909,NA,NA,0.81977955,NA,NA,NA,204741,40948.2,0.158381068,4.126100694,420,lunge,2.634635381,3.626787679,1.484231932,1,1.092308753,0.992152298,mn14_113b,2014-04-23 23:56:00,NA,NA
774,204991,221490,NA,1.088981051,NA,-9.919722835,7.038140067,72.91424652,NA,NA,1.295179492,NA,NA,NA,204991,40998.2,0.61618187,3.970613919,420,lunge,0.70146983,2.75288082,2.045400119,1,1.577606515,2.05141099,mn14_113b,2014-04-23 23:57:00,NA,NA
775,205321,221820,NA,2.313170786,NA,26.77503418,30.09549901,-28.05937791,NA,NA,0.629501227,NA,NA,NA,205321,41064.2,-0.267784904,5.229417894,420,lunge,0.783003197,2.430526027,1.988005854,1,1.892238943,1.64752283,mn14_113b,2014-04-23 23:58:00,NA,NA
776,205433,221932,NA,1.679918524,NA,-6.419988798,7.947849314,-133.0074801,NA,NA,0.973106934,NA,NA,NA,205433,41086.6,0.816291026,3.918682012,420,lunge,1.436024685,2.784652434,1.584951697,1,1.100854512,1.348627749,mn14_113b,2014-04-23 23:59:00,NA,NA
777,205668,222167,NA,1.895194024,NA,24.60511365,12.31642254,-58.92187263,NA,NA,0.966166184,NA,NA,NA,205668,41133.6,-0.062872198,3.652220851,420,lunge,0.548076862,1.989063179,2.138578254,1,2.393257561,1.440986317,mn14_113b,2014-04-23 23:59:00,NA,NA
778,205963,222462,NA,1.516678571,NA,-9.448762793,-1.477749801,51.12754518,NA,NA,1.019526771,NA,NA,NA,205963,41192.6,-0.025697161,3.768735455,420,lunge,1.246419885,2.895445268,1.121011376,1,0.487552843,1.649025383,mn14_113b,2014-04-24 00:00:00,NA,NA
779,206549,223048,NA,1.632880328,NA,8.827615238,6.638292571,-40.63242008,NA,NA,0.850298902,NA,NA,NA,206549,41309.8,-0.189930778,5.340267628,420,lunge,1.457075239,2.634575265,1.395240859,1,0.843397774,1.177500026,mn14_113b,2014-04-24 00:02:00,NA,NA
780,207173,223672,NA,2.375261825,NA,16.67860114,40.66303931,-106.5048398,NA,NA,1.416926826,NA,NA,NA,207173,41434.6,-0.44756894,4.13721688,420,lunge,0.5872483,3.150259607,2.182675353,1,2.404720845,2.563011307,mn14_113b,2014-04-24 00:04:00,NA,NA
781,207869,224368,NA,2.77873477,NA,11.61975876,53.47687079,126.1965342,NA,NA,1.466414734,NA,NA,NA,207869,41573.8,0.894518015,5.230455078,420,lunge,1.798019626,2.857289617,1.673371393,1,1.381279513,1.059269991,mn14_113b,2014-04-24 00:07:00,NA,NA
782,208343,224842,NA,1.814365758,NA,26.7162852,8.81258673,50.78279011,NA,NA,1.294379207,NA,NA,NA,208343,41668.6,0.024609437,5.227111088,420,lunge,0.664285267,2.26885427,2.191127876,1,2.138930061,1.604569003,mn14_113b,2014-04-24 00:08:00,NA,NA
783,209150,225649,NA,2.352748236,NA,3.112615672,4.959169742,-75.1840741,NA,NA,1.009232196,NA,NA,NA,209150,41830,0.036618054,3.808952164,420,lunge,2.088290409,3.222921748,1.468868183,1,1.424364041,1.134631339,mn14_113b,2014-04-24 00:11:00,NA,NA
784,209376,225875,NA,2.924605581,NA,35.30897346,26.63889024,-59.54838775,NA,NA,0.717512629,NA,NA,NA,209376,41875.2,0.295554391,3.742742716,420,lunge,1.68318543,3.012872631,1.81280663,1,1.2321728,1.329687201,mn14_113b,2014-04-24 00:12:00,NA,NA
785,209537,226036,NA,1.770116276,NA,-8.487979956,6.660051829,-9.265781158,NA,NA,1.299078544,NA,NA,NA,209537,41907.4,-0.0646008,4.408533144,420,lunge,1.43018749,3.038694057,1.362494448,1,1.001116604,1.608506567,mn14_113b,2014-04-24 00:12:00,NA,NA
786,209788,226287,NA,1.089372967,NA,6.801090223,8.837880136,123.480549,NA,NA,1.238643936,NA,NA,NA,209788,41957.6,-0.240964523,4.469982372,420,lunge,0.891603402,2.868922539,1.598880611,1,1.634098256,1.977319137,mn14_113b,2014-04-24 00:13:00,NA,NA
787,210430,226929,NA,3.180198646,NA,53.44519464,39.22847445,17.48113474,NA,NA,0.923838806,NA,NA,NA,210430,42086,0.258263838,3.502228023,420,lunge,1.938007884,3.255718314,1.817611272,1,1.273649739,1.31771043,mn14_113b,2014-04-24 00:15:00,NA,NA
788,210592,227091,NA,2.049775589,NA,-12.80074341,6.702373289,27.81020633,NA,NA,1.288644201,NA,NA,NA,210592,42118.4,0.266447027,4.354483416,420,lunge,1.96288183,2.743337343,1.47333644,1,0.477474092,0.780455513,mn14_113b,2014-04-24 00:16:00,NA,NA
789,210867,227366,NA,4.121533404,NA,48.77146093,20.82804749,52.31252667,NA,NA,1.100812764,NA,NA,NA,210867,42173.4,1.000630567,4.439294679,420,lunge,0.710678996,4.140880187,1.91458587,1,1.702233472,3.430201191,mn14_113b,2014-04-24 00:17:00,NA,NA
790,211011,227510,NA,3.181891309,NA,3.419315915,5.359496959,82.77991722,NA,NA,1.019344554,NA,NA,NA,211011,42202.2,-0.143291709,6.44954508,420,lunge,2.906929194,3.324462431,1.163698744,1,0.878944153,0.417533237,mn14_113b,2014-04-24 00:17:00,NA,NA
791,211124,227623,NA,2.320438031,NA,55.21403561,32.06560504,88.05088078,NA,NA,1.615856089,NA,NA,NA,211124,42224.8,0.686730197,3.592759849,420,lunge,0.823254722,2.389647435,2.227457273,1,2.111178456,1.566392713,mn14_113b,2014-04-24 00:18:00,NA,NA
792,211292,227791,NA,2.792209622,NA,37.00979109,16.86415188,103.028854,NA,NA,1.291603742,NA,NA,NA,211292,42258.4,0.877233473,4.479521762,420,lunge,1.379645496,2.905818243,1.648297299,1,1.888106939,1.526172747,mn14_113b,2014-04-24 00:18:00,NA,NA
793,211554,228053,NA,5.798336419,NA,85.07451377,8.777883406,95.8473396,NA,NA,1.196685601,NA,NA,NA,211554,42310.8,0.834712245,4.475097478,420,lunge,0.674214203,5.840884729,1.981062997,1,2.245020229,5.166670526,mn14_113b,2014-04-24 00:19:00,NA,NA
794,211710,228209,NA,2.878684836,NA,30.01499369,20.37049357,43.15505901,NA,NA,1.45776426,NA,NA,NA,211710,42342,1.182770046,5.899337611,420,lunge,1.457395366,2.956202054,1.794179188,1,1.516053711,1.498806688,mn14_113b,2014-04-24 00:20:00,NA,NA
795,211894,228393,NA,1.894344667,NA,-10.40973315,3.942346896,-50.51694843,NA,NA,1.24861579,NA,NA,NA,211894,42378.8,-0.185225242,3.978184721,420,lunge,1.855528571,2.656780766,1.702555432,1.110833258,0.591722174,0.801252195,mn14_113b,2014-04-24 00:20:00,NA,NA
796,212125,228624,NA,0.866966337,NA,-13.29533665,3.419229114,-90.68261136,NA,NA,1.545580399,NA,NA,NA,212125,42425,-0.062177211,3.423287561,420,lunge,0.567856892,2.81038881,2.630730785,1,1.829292648,2.242531918,mn14_113b,2014-04-24 00:21:00,NA,NA
797,212316,228815,NA,3.091049673,NA,6.350300431,4.847071329,-80.70024301,NA,NA,1.395262302,NA,NA,NA,212316,42463.2,0.044273973,5.557558987,420,lunge,2.180535515,3.228302381,NA,NA,NA,1.047766866,mn14_113b,2014-04-24 00:22:00,NA,NA
798,212598,229097,NA,1.51548375,NA,12.98950851,9.277392652,-69.05762268,NA,NA,0.891593297,NA,NA,NA,212598,42519.6,-0.104436485,3.566426877,420,lunge,0.610307907,1.789388914,2.458904082,1,2.716179689,1.179081007,mn14_113b,2014-04-24 00:23:00,NA,NA
799,212807,229306,NA,2.243708413,NA,3.695253509,45.61571521,-121.7491394,NA,NA,1.771718038,NA,NA,NA,212807,42561.4,-0.393647574,4.683795253,420,lunge,2.139705706,3.310150829,2.014049127,1,1.924615528,1.170445123,mn14_113b,2014-04-24 00:23:00,NA,NA
800,212946,229445,NA,1.669254956,NA,-5.659585098,4.284919871,-50.40128528,NA,NA,0.5566526,NA,NA,NA,212946,42589.2,-0.317818643,6.40197978,420,lunge,1.477997078,2.611389722,0.840032101,1,0.910229908,1.133392644,mn14_113b,2014-04-24 00:24:00,NA,NA
801,213181,229680,NA,1.120543536,NA,-27.20762464,4.957370277,95.54062553,NA,NA,0.748299487,NA,NA,NA,213181,42636.2,-0.53827331,4.357465655,420,lunge,0.982504937,3.131853059,1.095741359,1,1.04685654,2.149348122,mn14_113b,2014-04-24 00:24:00,NA,NA
802,213269,229768,NA,1.714543655,NA,26.99233004,27.24940724,79.34346641,NA,NA,1.04497737,NA,NA,NA,213269,42653.8,-0.370496289,3.428868744,420,lunge,0.681132223,1.90777409,2.312009862,1,2.679992107,1.226641867,mn14_113b,2014-04-24 00:25:00,NA,NA
803,213496,229995,NA,3.438866017,NA,50.61931006,33.80940307,90.15494705,NA,NA,1.343832269,NA,NA,NA,213496,42699.2,0.090973701,5.762053137,420,lunge,1.445922377,3.843336515,1.872315814,1,2.121408929,2.397414138,mn14_113b,2014-04-24 00:26:00,NA,NA
804,213715,230214,NA,3.71616968,NA,-25.0677309,4.788546191,38.66505608,NA,NA,1.527071432,NA,NA,NA,213715,42743,-0.0131531,3.957522004,420,lunge,3.180592915,5.517198789,1.548268713,1,1.141269701,2.336605874,mn14_113b,2014-04-24 00:26:00,NA,NA
805,213992,230491,NA,3.011639098,NA,53.90661632,34.44318921,-7.957369727,NA,NA,1.644879174,NA,NA,NA,213992,42798.4,0.123967268,3.436574207,420,lunge,0.616107457,3.610868467,2.088936561,1,2.436229274,2.99476101,mn14_113b,2014-04-24 00:27:00,NA,NA
806,214159,230658,NA,6.391668961,NA,-3.235449853,9.344807958,-11.20680192,NA,NA,1.110382671,NA,NA,NA,214159,42831.8,-0.051406911,3.990548036,420,lunge,3.511753483,6.64996658,1.826473895,1,1.15312509,3.138213097,mn14_113b,2014-04-24 00:28:00,NA,NA
807,214462,230961,NA,1.687766917,NA,14.71854077,7.530002756,99.67940827,NA,NA,1.524080419,NA,NA,NA,214462,42892.4,0.019028911,3.395087587,420,lunge,0.574783893,1.773044027,2.082756567,1,2.338760709,1.198260134,mn14_113b,2014-04-24 00:29:00,NA,NA
808,214885,231384,NA,3.759252989,NA,-3.506733988,4.132641844,-169.0408235,NA,NA,1.88756698,NA,NA,NA,214885,42977,-0.383610857,3.746076001,420,lunge,2.987889301,3.962726719,1.88756698,1,1.084206265,0.974837418,mn14_113b,2014-04-24 00:30:00,NA,NA
809,215147,231646,NA,3.199562446,NA,0.511013515,4.446204963,167.3305477,NA,NA,1.735218427,NA,NA,NA,215147,43029.4,-0.523608852,4.044564228,420,lunge,1.579176946,3.561069477,1.927967824,1.187547072,0.740420752,1.981892531,mn14_113b,2014-04-24 00:31:00,NA,NA
810,215223,231722,NA,0.794199676,NA,8.938518502,-3.708600565,161.8891347,NA,NA,1.858583337,NA,NA,NA,215223,43044.6,1.065005033,4.025886063,420,lunge,0.679375796,2.98434264,2.361569198,1,2.211722636,2.304966844,mn14_113b,2014-04-24 00:31:00,NA,NA
811,215455,231954,NA,1.994027087,NA,0.742646747,4.490342783,162.7774958,NA,NA,1.537821046,NA,NA,NA,215455,43091,-0.369093174,3.5710295,420,lunge,0.758820941,2.316988284,2.173824321,1,2.396366958,1.558167343,mn14_113b,2014-04-24 00:32:00,NA,NA
812,215754,232253,NA,2.716131608,NA,27.95581406,28.65394589,175.7123444,NA,NA,1.625578889,NA,NA,NA,215754,43150.8,0.921141204,3.805710513,420,lunge,1.625236963,2.928244593,1.925077957,1,2.144592229,1.30300763,mn14_113b,2014-04-24 00:33:00,NA,NA
813,215938,232437,NA,4.546047814,NA,-1.674503525,0.911653204,167.0016828,NA,NA,1.930130115,NA,NA,NA,215938,43187.6,-0.172578801,3.65235408,420,lunge,3.169580988,4.739947197,1.930130115,1,1.031927166,1.570366209,mn14_113b,2014-04-24 00:34:00,NA,NA
814,216198,232697,NA,2.739799434,NA,4.635231228,5.528514684,174.5405654,NA,NA,1.60390535,NA,NA,NA,216198,43239.6,-0.323458071,3.581755683,420,lunge,0.597520532,3.093385073,2.313149503,1,1.895096855,2.495864541,mn14_113b,2014-04-24 00:35:00,NA,NA
815,216253,232752,NA,0.649313162,NA,10.77120681,0.351756555,-170.3952212,NA,NA,1.766760198,NA,NA,NA,216253,43250.6,0.783729542,3.542271388,420,lunge,0.597520532,2.383728509,2.313149503,1,2.570919783,1.786207977,mn14_113b,2014-04-24 00:35:00,NA,NA
816,216544,233043,NA,2.669402931,NA,56.11168638,39.58528867,-65.51421484,NA,NA,1.177468563,NA,NA,NA,216544,43308.8,-0.330525489,4.619471397,420,lunge,1.355319029,2.792236022,1.383183762,1,1.331720927,1.436916993,mn14_113b,2014-04-24 00:36:00,NA,NA
817,217554,234053,NA,4.443064959,NA,57.58384792,30.65875942,-64.58641985,NA,NA,1.242190743,NA,NA,NA,217554,43510.8,1.193581842,6.345138013,420,lunge,0.901902572,4.557836079,1.71610718,1,1.398812086,3.655933507,mn14_113b,2014-04-24 00:39:00,NA,NA
818,217725,234224,NA,3.425778566,NA,20.55743676,6.339548767,-71.31145773,NA,NA,0.914736403,NA,NA,NA,217725,43545,0.167174525,3.812671812,420,lunge,0.720048493,3.521395184,2.160548189,1,2.382267958,2.801346691,mn14_113b,2014-04-24 00:40:00,NA,NA
819,218175,234674,NA,3.165976561,NA,68.04676176,44.03070322,142.9780597,NA,NA,0.80905815,NA,NA,NA,218175,43635,0.878527298,3.352356928,420,lunge,0.929156427,3.165976561,1.42514214,1,1.298302998,2.236820134,mn14_113b,2014-04-24 00:41:00,NA,NA
820,218326,234825,NA,2.291039917,NA,4.298500559,3.282758093,-175.2014534,NA,NA,1.315134252,NA,NA,NA,218326,43665.2,0.044215781,4.042229784,420,lunge,1.984154902,2.98489118,1.60364637,1,0.770831791,1.000736278,mn14_113b,2014-04-24 00:42:00,NA,NA
821,218538,235037,NA,2.82700469,NA,23.09611163,5.532354302,123.3825175,NA,NA,0.964028408,NA,NA,NA,218538,43707.6,-0.16352454,5.322583967,420,lunge,1.621002263,2.949900386,1.055980241,1,0.499801776,1.328898123,mn14_113b,2014-04-24 00:42:00,NA,NA
822,218817,235316,NA,3.66637098,NA,38.71428522,37.13455328,-158.3413872,NA,NA,1.494081846,NA,NA,NA,218817,43763.4,0.489990415,5.179200731,420,lunge,1.777897462,3.817927752,2.216110805,1,2.159788293,2.04003029,mn14_113b,2014-04-24 00:43:00,NA,NA
823,219045,235544,NA,2.658284578,NA,-3.632481233,7.224746641,-63.84971534,NA,NA,1.570392252,NA,NA,NA,219045,43809,-0.267651209,4.36650689,420,lunge,2.434684796,3.142108363,1.742159745,1,0.866218255,0.707423567,mn14_113b,2014-04-24 00:44:00,NA,NA
824,219253,235752,NA,3.136526613,NA,5.079655191,5.847882399,-42.18263174,NA,NA,1.119193026,NA,NA,NA,219253,43850.6,-0.354145335,4.86318045,420,lunge,1.574813234,3.337851546,2.199272685,1,1.334487029,1.763038312,mn14_113b,2014-04-24 00:45:00,NA,NA
825,219300,235799,NA,1.736380772,NA,38.51235207,54.37927363,-40.56708381,NA,NA,1.711599766,NA,NA,NA,219300,43860,-0.752436248,4.025397871,420,lunge,1.318591197,2.886962997,2.199272685,1,1.766588266,1.5683718,mn14_113b,2014-04-24 00:45:00,NA,NA
826,219538,236037,NA,2.210220537,NA,44.05036154,74.30625415,-38.26857546,NA,NA,2.082664115,NA,NA,NA,219538,43907.6,0.276889589,6.961289796,420,lunge,1.455972946,3.090422429,2.17381191,1,1.946815324,1.634449483,mn14_113b,2014-04-24 00:46:00,NA,NA
827,219756,236255,NA,2.80297918,NA,62.20183455,81.94930385,-7.091851876,NA,NA,2.119432696,NA,NA,NA,219756,43951.2,0.686999114,6.075195827,420,lunge,1.874733174,3.286965009,2.131503479,1,1.690083607,1.412231835,mn14_113b,2014-04-24 00:46:00,NA,NA
828,219959,236458,NA,3.592053679,NA,6.609318975,6.984681232,-30.546783,NA,NA,0.938440229,NA,NA,NA,219959,43991.8,0.679364829,4.327990195,420,lunge,2.004598746,3.744467271,1.969855496,1,1.159010551,1.739868525,mn14_113b,2014-04-24 00:47:00,NA,NA
829,220171,236670,NA,3.48396044,NA,-1.023725695,11.14948443,-38.47381342,NA,NA,1.88837663,NA,NA,NA,220171,44034.2,-0.770756783,5.88181333,420,lunge,1.726609401,4.11286962,1.934629127,1,1.314534453,2.386260219,mn14_113b,2014-04-24 00:48:00,NA,NA
830,220385,236884,NA,4.336795375,NA,-1.820434909,6.777712921,-0.324921316,NA,NA,1.23033129,NA,NA,NA,220385,44077,-0.178209566,6.143634282,420,lunge,4.123416505,4.756284317,1.353303246,1,0.658617865,0.632867812,mn14_113b,2014-04-24 00:48:00,NA,NA
831,220441,236940,NA,4.351780179,NA,36.1395839,38.75686789,14.20861356,NA,NA,1.280196447,NA,NA,NA,220441,44088.2,1.123127874,4.258119703,420,lunge,0.918376886,4.355921467,1.688237724,1,1.62061741,3.437544581,mn14_113b,2014-04-24 00:49:00,NA,NA
832,220589,237088,NA,5.08962053,NA,4.30793969,9.160840042,37.24733697,NA,NA,1.055898261,NA,NA,NA,220589,44117.8,0.587056917,6.951312568,420,lunge,2.105216149,5.154697785,2.002764344,1,1.126375507,3.049481636,mn14_113b,2014-04-24 00:49:00,NA,NA
833,220635,237134,NA,2.324339511,NA,38.96315627,70.72919097,59.08731987,NA,NA,1.86309584,NA,NA,NA,220635,44127,-0.813909306,3.940113989,420,lunge,1.759840178,3.55449439,2.002764344,1,1.50831602,1.794654212,mn14_113b,2014-04-24 00:49:00,NA,NA
834,220814,237313,NA,5.926011711,NA,-14.13976748,2.661917533,20.46959941,NA,NA,1.096379647,NA,NA,NA,220814,44162.8,-0.037544951,5.87642231,420,lunge,5.367411483,7.258141587,1.096379647,1,0.86764214,1.890730104,mn14_113b,2014-04-24 00:50:00,NA,NA
835,221460,237959,NA,0.823830205,NA,12.36070287,3.895259402,-23.21377511,NA,NA,1.908836101,NA,NA,NA,221460,44292,0.08751299,3.655704597,420,lunge,0.615154162,2.156071268,2.428997982,1,2.785118479,1.540917106,mn14_113b,2014-04-24 00:52:00,NA,NA
836,221530,238029,NA,2.038636435,NA,45.69054343,26.61911366,33.19154707,NA,NA,2.008650655,NA,NA,NA,221530,44306,0.644577728,3.68073364,420,lunge,1.181897289,2.544043077,2.062991758,1,1.962373611,1.362145788,mn14_113b,2014-04-24 00:52:00,NA,NA
