v(),X.1,X,ans,p,tempr,pitch,roll,head,flownoise,speedSP,speedFN,Aw1,Aw2,Aw3,r,sec,MSA,jerk,dive,event,min.p,max.p,max.speed,min.speed,delta.speed,delta.p,tag,DateTime,p2,pitch2
305,111442,111442,1.087638181,12.32815316,5.283847624,130.0908704,-12.7402417,191.75854,-61.15514036,2.879820556,3.099299742,1.087638181,-0.111616273,0.493663533,111442,22288.4,1.957728315,13.25027971,99,lunge,4.645418662,16.52746547,3.224776223,1,2.476163151,11.88204681,mn13_111a,2013-04-21 14:55:00,NA,NA
306,113170,113170,0.681465532,27.53532738,5.482968091,96.25800485,-40.45154959,-84.27152675,-72.64665195,1.272572787,2.069790643,0.681465532,-0.39630404,0.464807739,113170,22634,-0.832100279,7.151365294,101,lunge,6.188058019,30.15546532,3.182935447,1.209381969,1.973553478,23.9674073,mn13_111a,2013-04-21 15:01:00,NA,NA
307,114688,114688,0.765595863,48.23293281,5.469422858,98.04970938,21.43999457,-28.06846508,-70.46363129,2.103498633,2.23614327,0.765595863,0.243053069,0.618926254,114688,22937.6,0.137706671,8.672126691,105,lunge,20.61239008,51.26316885,3.108516283,2.054950563,1.05356572,30.65077877,mn13_111a,2013-04-21 15:06:00,NA,NA
308,119082,119082,1.265768011,13.19601171,5.528944444,163.6818997,106.7662964,153.0942419,-58.57708988,2.998321813,3.16355037,1.265768011,0.173761921,-0.052350306,119082,23816.4,2.733223513,10.56884675,109,lunge,1.973883067,17.99281654,3.185121157,1.104353122,2.080768035,16.01893347,mn13_111a,2013-04-21 15:21:00,NA,NA
309,120343,120343,0.636378245,8.116145248,5.607076775,123.6177145,-33.35482965,-124.9089341,-65.2302455,NA,2.537096397,0.636378245,-0.187542425,0.284911518,120343,24068.6,-2.725977022,12.07327706,113,lunge,3.867796609,12.54118708,2.833344566,1,2.003704448,8.673390468,mn13_111a,2013-04-21 15:25:00,NA,NA
310,122362,122362,1.110846737,27.64586989,5.183557705,143.6823638,-28.02510511,-88.120278,-57.19278066,3.300255144,3.069685766,1.110846737,-0.171189754,0.321621053,122362,24472.4,1.658018039,8.60930579,114,lunge,5.217120856,31.81035326,3.692133898,1,2.735426062,26.59323241,mn13_111a,2013-04-21 15:32:00,NA,NA
311,123795,123795,0.928803736,37.56617554,5.686154635,156.224929,-49.68954352,-124.5173482,-62.98006411,2.455144688,2.687890876,0.928803736,-0.149092782,0.12648666,123795,24759,-0.498574177,8.491193321,115,lunge,6.994198656,41.64733171,3.313423333,1.761003359,1.552419974,34.65313306,mn13_111a,2013-04-21 15:37:00,NA,NA
312,125407,125407,0.944248357,28.36030391,5.588003716,129.2970926,-45.205258,-32.02745943,-61.25465089,2.621257707,2.615963417,0.944248357,-0.31747813,0.315211555,125407,25081.4,0.440035317,10.14655887,117,lunge,5.425019568,32.1771138,3.071540473,1.195379679,1.876160794,26.75209424,mn13_111a,2013-04-21 15:42:00,NA,NA
313,126740,126740,0.601646903,32.67189009,5.624888571,85.79475999,-10.24735382,-58.04105586,-65.97098468,NA,2.742644291,0.601646903,-0.11519054,0.637180089,126740,25348,-1.138734508,13.95310317,119,lunge,5.457161878,36.71705574,3.778807925,1.263320132,2.515487793,31.25989386,mn13_111a,2013-04-21 15:46:00,NA,NA
314,133057,133057,1.155768529,10.15718964,4.940901542,169.9468283,54.7274356,-129.4586856,-61.03085835,2.845543973,2.87490945,1.155768529,0.082994267,0.058703573,133057,26611.4,1.571325435,12.93443084,123,lunge,4.532896934,14.0999738,2.881825889,1,1.941680401,9.567076867,mn13_111a,2013-04-21 16:08:00,NA,NA
315,136461,136461,1.069328156,11.41834513,5.256878868,108.1479509,-9.765381988,-77.36595369,-57.61959184,3.296692037,3.248667551,1.069328156,-0.131417833,0.763578458,136461,27292.2,3.143273291,14.95913241,125,lunge,5.193127534,15.0100457,3.45868195,1,2.608691115,9.816918166,mn13_111a,2013-04-21 16:19:00,NA,NA
316,137984,137984,0.961530299,10.86512499,5.330465748,121.1232347,1.556716292,-109.248286,-60.76153917,2.985470232,2.90421832,0.961530299,0.014741713,0.542443167,137984,27596.8,1.020719553,14.97786446,127,lunge,4.942298927,15.18600836,2.936148707,1,2.06506179,10.24370944,mn13_111a,2013-04-21 16:24:00,NA,NA
317,144328,144328,1.074135957,11.94685744,5.185472987,132.4990478,-25.66458314,-100.2517137,-59.24242951,2.924568758,2.784997636,1.074135957,-0.204702107,0.426013269,144328,28865.6,1.701688022,10.76964677,133,lunge,3.800170256,16.20413385,3.019690633,1,2.066890906,12.40396359,mn13_111a,2013-04-21 16:45:00,NA,NA
318,150283,150283,0.910536915,10.90926873,4.86546896,107.3452848,-32.9101137,-52.68465411,-64.47934388,3.287629188,2.561786201,0.910536915,-0.363768343,0.562082669,150283,30056.6,1.276781435,7.724523592,139,lunge,2.509027467,14.85088772,2.685586931,1.153118644,1.532468287,12.34186026,mn13_111a,2013-04-21 17:05:00,NA,NA
319,156645,156645,0.824388668,13.94104864,5.112195571,107.6239423,1.167009337,12.46013519,-68.7535883,2.817496106,2.47903569,0.824388668,0.012283121,0.602971731,156645,31329,0.210267951,10.55105902,142,lunge,5.508901905,17.39233777,3.155752824,1,2.359862864,11.88343587,mn13_111a,2013-04-21 17:26:00,NA,NA
320,157974,157974,0.938481391,7.782082482,5.244289885,142.991146,1.907047556,56.09142685,-68.72040219,NA,2.301115386,0.938481391,0.010452393,0.313918147,157974,31594.8,-0.101528288,6.646821162,144,lunge,5.086406674,11.98310605,2.531689192,1,1.538811129,6.896699377,mn13_111a,2013-04-21 17:31:00,NA,NA
321,160681,160681,0.547511583,13.10229508,5.200920557,79.16026512,23.23670816,-30.00042885,-63.21725423,NA,2.725382017,0.547511583,0.261295814,0.608571703,160681,32136.2,-1.379753063,14.74177299,147,lunge,5.326947808,16.96065394,3.173090481,1,2.256360847,11.63370613,mn13_111a,2013-04-21 17:40:00,NA,NA
322,162510,162510,0.947677575,15.30853435,5.30268008,124.8120326,-45.57486262,-16.65555357,-73.61222838,1.979777844,1.858165579,0.947677575,-0.353731361,0.34670349,162510,32502,0.679690177,8.706791373,148,lunge,5.85041679,18.96203171,2.306767406,1.097193078,1.209574328,13.11161492,mn13_111a,2013-04-21 17:46:00,NA,NA
323,164395,164395,1.265130882,11.96158122,5.223317694,162.6349343,-13.11162422,-46.21451801,-63.83517201,2.498771645,2.851317538,1.265130882,-0.043826648,0.188160863,164395,32879,2.743875361,11.92531585,149,lunge,5.624334581,15.64992074,2.851317538,1.098623806,1.752693732,10.02558616,mn13_111a,2013-04-21 17:52:00,NA,NA
324,166263,166263,0.154525259,33.68831985,5.336160851,16.44408816,2.960698494,40.70571443,-76.43315209,NA,1.708207978,0.154525259,0.055236361,1.067988839,166263,33252.6,0.789657779,9.260136181,150,lunge,33.2309213,35.1234257,1.855907668,1.403066309,0.45284136,1.892504405,mn13_111a,2013-04-21 17:58:00,NA,NA
325,168512,168512,0.736447491,31.74187723,5.33475272,106.3929639,-32.81597161,-53.95157526,-61.37190055,3.299001609,2.994602122,0.736447491,-0.298612292,0.463072037,168512,33702.4,-0.7868778,9.072901695,151,lunge,5.797775476,36.76889325,3.109130834,1.334269188,1.774861645,30.97111777,mn13_111a,2013-04-21 18:06:00,NA,NA
326,177431,177431,0.645229985,13.3758966,5.105494477,92.318344,-30.96723896,-92.46811727,-72.16634568,NA,2.105874854,0.645229985,-0.31883265,0.53131455,177431,35486.2,-1.033829282,9.899201512,157,lunge,2.390773582,16.93348248,2.767199825,1.095388818,1.671811008,14.5427089,mn13_111a,2013-04-21 18:35:00,NA,NA
327,1142,1142,NA,23.71185525,8.641578047,100.7376804,-92.27139848,-105.2094581,-50.12512374,4.80912117,4.393340484,0.918784152,-0.760328514,-0.030157794,1142,228.4,1.892372142,14.22349548,1,lunge,2.333900768,28.82962009,5.139441409,1,4.429796898,26.49571933,mn13_112a,2013-04-22 08:24:00,NA,NA
328,4461,4461,NA,29.31751,5.614818,89.77496,-89.26546,81.64271,-48.55493,NA,5.108778,0.7962312,-0.799299,0.01024774,4461,892.2,1.25779,6.968348,5,lunge,0.8746439,33.8169,5.379596,1.171967,4.207629,32.9422561,mn13_112a,2013-04-22 08:35:00,NA,NA
329,5686,5686,NA,26.96326,5.276362,110.3106,-3.095025,119.6457,-69.80923,1.547023,1.479869,0.6241698,-0.02346131,0.4338983,5686,1137.2,-2.348397,19.25528,6,lunge,14.00974,28.8592,1.690673,1,0.9874337,14.84946,mn13_112a,2013-04-22 08:39:00,NA,NA
330,7280,7280,NA,23.3025,4.974207,122.5924,-125.8228,-145.6989,-67.7986,2.465907,1.871799,0.9418227,-0.4181567,-0.3018371,7280,1456,0.7234757,8.486228,7,lunge,2.893894,26.52824,2.975509,1.434919,1.54059,23.634346,mn13_112a,2013-04-22 08:45:00,NA,NA
331,7496,7496,NA,9.834168,4.959822,50.60609,-20.35187,178.1009,-73.32314,NA,1.588337,0.4675389,-0.3439416,0.9272143,7496,1499.2,0.9208336,6.664046,8,lunge,5.327876,10.35282,2.417302,1.190358,1.226944,5.024944,mn13_112a,2013-04-22 08:45:00,NA,NA
332,9386,9386,NA,34.77582,4.985696,106.7899,-43.29311,134.2365,-82.5083,1.084159,1.056309,0.7748665,-0.394688,0.4189336,9386,1877.2,-0.3408087,12.36705,9,lunge,21.54922,35.55576,1.880301,1,1.0326551,14.00654,mn13_112a,2013-04-22 08:52:00,NA,NA
333,12405,12405,NA,30.84603,4.973552,96.49998,-97.43946,6.592733,-50.29344,NA,4.469843,0.8740013,-0.7735098,-0.1010031,12405,2481,1.681778,11.88667,11,lunge,2.297137,34.95965,5.526923,1,4.6122825,32.662513,mn13_112a,2013-04-22 09:02:00,NA,NA
334,14782,14782,NA,26.77878,5.021944,105.5527,-114.3931,-38.00317,-51.24828,4.468271,4.361896,1.047794,-0.7249445,-0.3287448,14782,2956.4,3.09754,13.38847,12,lunge,0.6958844,32.01184,5.768799,1.104939,4.66386,31.3159556,mn13_112a,2013-04-22 09:10:00,NA,NA
335,15806,15806,NA,0.02596314,5.278676,25.45555,4.537486,24.12955,-61.63866,NA,2.119665,0.2027948,0.07102946,0.895028,15806,3161.2,-0.7800235,5.670827,13,lunge,-0.04365623,10.33406,2.710817,1.481074,1.229743,10.37771623,mn13_112a,2013-04-22 09:13:00,NA,NA
336,17664,17664,NA,-0.01798989,5.12289,27.32702,5.622366,95.7047,-100.789,NA,1.728019,0.2339752,0.09429434,0.957838,17664,3532.8,-0.09316765,13.07553,18,lunge,-0.0695042,13.38313,2.927836,1.472452,1.455384,13.4526342,mn13_112a,2013-04-22 09:19:00,NA,NA
337,19860,19860,NA,-0.01317084,5.367414,12.2051,-18.42432,94.26959,-80.33714,NA,1.099984,0.103902,-0.3071474,0.9220121,19860,3972,-0.221978,9.09908,20,lunge,-0.01317084,13.60912,3.659389,1.003696,2.655693,13.62229084,mn13_112a,2013-04-22 09:27:00,NA,NA
338,20836,20836,NA,15.07548,5.282311,108.1273,-104.5166,148.7397,-48.61468,4.492131,4.842042,0.8304353,-0.5827216,-0.1508824,20836,4167.2,0.251516,8.834239,21,lunge,-0.0413248,21.04688,5.936872,1.170366,4.766506,21.0882048,mn13_112a,2013-04-22 09:30:00,NA,NA
339,25333,25333,NA,42.43048,5.428984,20.35638,-8.704961,29.8585,-73.96402,NA,1.816836,0.2153407,-0.1815298,1.185616,25333,5066.6,2.143832,9.143453,27,lunge,30.48563,42.43048,2.95362,1.261827,1.691793,11.94485,mn13_112a,2013-04-22 09:45:00,NA,NA
340,28515,28515,NA,27.00125,5.49401,139.8424,-105.0405,118.4121,-57.79745,2.797194,2.857995,1.072553,-0.378618,-0.1017372,28515,5703,1.392152,9.291897,32,lunge,2.60329,30.42669,3.089394,1,2.1150847,27.8234,mn13_112a,2013-04-22 09:56:00,NA,NA
341,29184,29184,NA,31.56141,5.365105,23.13065,10.54719,196.5151,-74.03078,NA,1.460215,0.1935554,0.1731304,0.929854,29184,5836.8,-0.3389591,7.289925,33,lunge,28.94144,32.36081,2.100829,1,1.2408082,3.41937,mn13_112a,2013-04-22 09:58:00,NA,NA
342,29493,29493,NA,5.922668,5.281635,58.20897,31.27395,-129.806,-66.90455,NA,2.165723,0.4814243,0.4489386,0.7391312,29493,5898.6,-0.1003932,6.317167,33,lunge,-0.07716707,8.907034,2.386097,1,1.7212232,8.98420107,mn13_112a,2013-04-22 09:59:00,NA,NA
343,38557,38557,NA,31.65464,5.080469,81.24094,-37.84746,-69.24395,-56.05192,NA,4.072087,0.6768413,-0.4841695,0.6231212,38557,7711.4,0.3885608,9.185573,41,lunge,3.349076,34.58415,5.072406,1,4.0955557,31.235074,mn13_112a,2013-04-22 10:29:00,NA,NA
344,40286,40286,NA,27.27417,5.631356,123.5118,-85.42883,-135.5408,-49.79132,4.293356,4.495911,1.08635,-0.5817165,0.0465092,40286,8057.2,2.286636,9.956386,42,lunge,1.488049,31.86105,5.415837,1,4.4558365,30.373001,mn13_112a,2013-04-22 10:35:00,NA,NA
345,42564,42564,NA,21.92422,5.214561,97.03567,-58.44075,7.531149,-62.89091,2.492834,2.863079,0.7910473,-0.5959759,0.3660628,42564,8512.8,0.5482858,6.4325,45,lunge,1.045791,24.84705,3.71955,1.092146,2.627404,23.801259,mn13_112a,2013-04-22 10:42:00,NA,NA
346,45290,45290,NA,33.85464,5.101253,49.58799,-31.36228,-83.74572,-62.59627,NA,2.754868,0.4380419,-0.4935251,0.8097222,45290,9058,0.4369476,7.860513,46,lunge,6.904765,34.48891,4.7511,1.735328,3.015772,27.584145,mn13_112a,2013-04-22 10:51:00,NA,NA
347,63859,63859,NA,25.4407,4.878766,110.0285,-119.7206,10.59398,-49.15513,4.311938,4.660257,0.9900644,-0.6017366,-0.3435112,63859,12771.8,2.044046,13.1397,53,lunge,0.7554901,31.18861,4.862314,1,4.078364,30.4331199,mn13_112a,2013-04-22 11:53:00,NA,NA
348,65244,65244,NA,21.84998,5.541202,134.2225,-90.83295,31.75656,-50.08857,4.784945,4.608388,1.120543,-0.4730271,-0.006877252,65244,13048.8,2.121314,14.73911,54,lunge,0.303534,28.38196,5.139645,1,4.4491952,28.078426,mn13_112a,2013-04-22 11:58:00,NA,NA
349,66740,66740,NA,26.99101,5.761639,111.7337,-97.51705,120.609,-52.52425,3.267927,3.543452,1.066784,-0.716952,-0.0946056,66740,13348,2.832131,13.94885,56,lunge,0.4693342,29.82434,5.249824,1.175908,4.073916,29.3550058,mn13_112a,2013-04-22 12:03:00,NA,NA
350,68013,68013,NA,33.33726,5.882677,114.0356,-45.75773,-6.660971,-64.79713,2.827477,2.121321,0.948812,-0.4411189,0.429603,68013,13602.6,1.285659,12.99233,57,lunge,1.474664,35.88331,4.753124,1.121076,3.632048,34.408646,mn13_112a,2013-04-22 12:07:00,NA,NA
351,70262,70262,NA,35.62391,5.249364,52.72942,-28.87717,-25.95673,-59.92475,NA,2.910649,0.4981967,-0.4854278,0.8801796,70262,14052.4,1.194979,6.142851,58,lunge,2.137741,36.18457,5.160684,1.744461,3.416223,34.046829,mn13_112a,2013-04-22 12:15:00,NA,NA
352,76239,76239,NA,29.08828,5.037269,44.71497,-115.4151,17.88813,-49.61242,NA,4.437106,0.4687124,-1.029295,-0.4890769,76239,15247.8,2.277181,9.331157,61,lunge,1.347766,33.42388,5.186387,1,4.2916299,32.076114,mn13_112a,2013-04-22 12:35:00,NA,NA
353,77748,77748,NA,31.38555,5.647886,103.7562,-91.92539,79.50612,-49.11937,NA,4.694936,0.8982366,-0.7044646,-0.02368201,77748,15549.6,1.390381,10.90361,63,lunge,0.9572334,34.76729,5.389371,1,4.5645496,33.8100566,mn13_112a,2013-04-22 12:40:00,NA,NA
354,79234,79234,NA,20.62637,5.584963,120.8062,-99.97896,176.1141,-54.80186,4.332373,3.487973,0.9201623,-0.514752,-0.09056978,79234,15846.8,0.5711359,9.95954,64,lunge,1.162319,26.45475,4.035634,1,3.6623336,25.292431,mn13_112a,2013-04-22 12:45:00,NA,NA
355,80654,80654,NA,26.96735,5.603276,82.77602,-116.0244,36.80509,-55.52316,NA,3.326374,0.8382061,-0.8547191,-0.4173241,80654,16130.8,2.626131,8.415809,67,lunge,1.227067,30.66741,3.858486,1.009663,2.848823,29.440343,mn13_112a,2013-04-22 12:49:00,NA,NA
356,84241,84241,NA,24.63798,5.283936,115.8361,-115.9659,129.6219,-51.37488,5.095411,4.324233,1.024469,-0.5773714,-0.2811773,84241,16848.2,2.050698,12.23045,71,lunge,1.351217,31.02893,4.805434,1.138846,3.666588,29.677713,mn13_112a,2013-04-22 13:01:00,NA,NA
357,86277,86277,NA,18.03534,5.382807,102.6666,-94.94648,49.90191,-51.1056,5.153021,4.496462,0.8680708,-0.6920404,-0.05989435,86277,17255.4,1.096185,11.54739,73,lunge,1.056643,24.5769,4.666042,1,3.9976804,23.520257,mn13_112a,2013-04-22 13:08:00,NA,NA
358,90394,90394,NA,26.63598,5.350518,88.04841,-81.10279,-152.571,-61.27641,NA,3.102432,0.6674776,-0.6822993,0.1068112,90394,18078.8,-0.3878376,10.62924,78,lunge,1.876409,31.38574,4.655932,1.051939,3.603993,29.509331,mn13_112a,2013-04-22 13:22:00,NA,NA
359,91845,91845,NA,25.48418,5.646359,86.42346,-49.64331,-79.57769,-50.44931,5.044328,4.366146,0.6836939,-0.5545747,0.4712576,91845,18369,-0.01435632,8.902966,83,lunge,1.666599,31.52804,4.462811,1,3.8694732,29.861441,mn13_112a,2013-04-22 13:27:00,NA,NA
360,94331,94331,NA,23.46758,5.228684,102.6739,-118.0934,133.6966,-53.97172,4.464315,3.522356,0.9470167,-0.6684301,-0.35681,94331,18866.2,2.087134,13.34139,85,lunge,1.428509,29.35032,4.079825,1,3.4937594,27.921811,mn13_112a,2013-04-22 13:35:00,NA,NA
361,95985,95985,NA,26.59098,5.443882,107.5148,-97.95379,35.80682,-51.12706,4.737753,3.938341,0.8671236,-0.6295147,-0.08795483,95985,19197,0.7368818,11.84685,88,lunge,1.078424,32.01089,5.269097,1,4.5247211,30.932466,mn13_112a,2013-04-22 13:40:00,NA,NA
362,97473,97473,NA,28.48477,5.685501,117.3442,-108.9178,-110.0587,-56.35416,3.998494,3.08874,1.019483,-0.5870167,-0.2011844,97473,19494.6,1.897453,16.22484,89,lunge,1.532609,33.21431,4.728527,1,3.7909062,31.681701,mn13_112a,2013-04-22 13:45:00,NA,NA
363,99659,99659,NA,21.74985,5.360495,108.1817,-104.7867,167.855,-50.20271,4.398083,4.059501,1.063773,-0.7447921,-0.1965975,99659,19931.8,3.073253,12.18475,91,lunge,1.42187,26.27695,4.387251,1,3.6441087,24.85508,mn13_112a,2013-04-22 13:53:00,NA,NA
364,99699,99699,NA,2.036355,5.322651,17.06461,-94.76119,-143.4492,-72.89314,NA,2.634697,0.1577746,-1.048009,-0.08728894,99699,19939.8,0.6218125,9.247253,91,lunge,1.42187,3.091569,2.851469,1,2.3166176,1.669699,mn13_112a,2013-04-22 13:53:00,NA,NA
365,100392,100392,NA,13.44375,5.872887,92.9778,3.627716,-100.6222,-73.00466,NA,1.412449,0.8878758,0.05333241,0.8412007,100392,20078.4,2.199135,10.30987,92,lunge,-0.1324839,15.12956,2.369045,1,1.680755,15.2620439,mn13_112a,2013-04-22 13:55:00,NA,NA
366,101471,101471,NA,26.63847,5.499244,106.6799,-117.7594,98.32474,-52.3669,3.921848,3.707213,0.8922268,-0.5876499,-0.3093003,101471,20294.2,1.100654,9.335829,93,lunge,1.639208,31.09763,4.192596,1,3.5077024,29.458422,mn13_112a,2013-04-22 13:59:00,NA,NA
367,103170,103170,NA,32.55689,5.469676,90.43776,-34.03418,-126.4755,-66.12708,2.81599,2.408116,0.6907593,-0.3836666,0.5680778,103170,20634,-0.2631073,9.500991,95,lunge,2.720989,36.06227,4.301175,1,3.5687184,33.341281,mn13_112a,2013-04-22 14:04:00,NA,NA
368,106622,106622,NA,30.30131,5.309087,128.1622,-32.73622,-37.64451,-63.41023,3.534004,2.889718,0.9507052,-0.2498504,0.3886414,106622,21324.4,0.5592517,12.30941,98,lunge,0.8067063,34.72784,4.328174,1.247279,3.080895,33.9211337,mn13_112a,2013-04-22 14:16:00,NA,NA
369,108437,108437,NA,24.37573,5.419925,112.9867,-114.8902,151.8174,-51.8799,4.039251,3.693354,0.9967406,-0.5986015,-0.2777366,108437,21687.4,1.916104,14.59107,99,lunge,1.049173,29.0505,4.26385,1,3.523494,28.001327,mn13_112a,2013-04-22 14:22:00,NA,NA
370,110364,110364,NA,27.38302,5.36354,127.73,-85.85833,119.203,-58.54075,3.267841,2.710556,0.9644579,-0.4719779,0.03417685,110364,22072.8,0.7285872,12.15053,102,lunge,1.691099,31.06039,4.092936,1.39781,2.695126,29.369291,mn13_112a,2013-04-22 14:28:00,NA,NA
371,114782,114782,NA,24.58424,5.001611,129.1757,-73.35197,10.21353,-64.88598,2.843018,2.225136,0.9906483,-0.4509234,0.1348378,114782,22956.4,0.9489573,7.461361,107,lunge,1.883944,28.02361,3.245724,1,2.4086986,26.139666,mn13_112a,2013-04-22 14:43:00,NA,NA
372,117037,117037,NA,22.6698,5.165314,123.0155,-105.189,168.9996,-60.39671,3.753974,2.860459,0.971857,-0.5090779,-0.1382083,117037,23407.4,1.03743,11.45255,111,lunge,0.7515244,27.64272,3.718273,1,2.7341373,26.8911956,mn13_112a,2013-04-22 14:51:00,NA,NA
373,118301,118301,NA,25.22821,5.583703,79.59343,-117.9531,41.79098,-54.42108,NA,3.437131,0.7389477,-0.7835291,-0.4157879,118301,23660.2,1.515004,11.24327,112,lunge,1.547298,29.48819,4.474405,1,3.656614,27.940892,mn13_112a,2013-04-22 14:55:00,NA,NA
374,120127,120127,NA,28.63638,5.367692,97.19578,-100.3492,93.32561,-50.87531,NA,3.781402,0.8493447,-0.7366708,-0.1345287,120127,24025.4,1.297701,9.606814,115,lunge,1.148577,32.05336,4.169362,1,3.2584296,30.904783,mn13_112a,2013-04-22 15:01:00,NA,NA
375,121834,121834,NA,31.60698,5.606592,136.1333,-82.40088,27.87048,-62.20488,3.048167,2.305435,1.029922,-0.4110798,0.0548433,121834,24366.8,1.081527,11.74702,119,lunge,2.100851,34.7375,3.801601,1,2.9459853,32.636649,mn13_112a,2013-04-22 15:07:00,NA,NA
376,123164,123164,NA,25.10149,5.657576,137.7328,-98.19724,-125.8375,-55.66711,3.955063,3.161984,0.9933225,-0.3800374,-0.05474553,123164,24632.8,0.6369264,13.07946,122,lunge,2.146718,30.33841,4.744864,1.102145,3.642719,28.191692,mn13_112a,2013-04-22 15:11:00,NA,NA
377,127455,127455,NA,3.967543,5.154023,73.40704,-14.14819,137.6978,-71.4377,NA,1.609389,0.5209159,-0.1708014,0.6775766,127455,25491,-1.259455,11.42798,126,lunge,0.8068113,7.14227,2.844353,1,2.2697539,6.3354587,mn13_112a,2013-04-22 15:25:00,NA,NA
378,129541,129541,NA,1.918126,5.288821,89.75427,-44.83489,-158.2207,-59.15586,NA,2.497342,0.5565318,-0.3940783,0.3963561,129541,25908.2,-2.071674,11.58831,130,lunge,1.291656,3.024889,4.198306,1,3.5371418,1.733233,mn13_112a,2013-04-22 15:32:00,NA,NA
379,132552,132552,NA,27.54694,5.163957,-19.71592,15.68089,-121.7332,-90.6809,NA,0.6546103,-0.176612,0.2746968,0.9785175,132552,26510.4,0.3096428,9.809171,134,lunge,25.50726,29.33464,1.389253,1,0.7499388,3.82738,mn13_112a,2013-04-22 15:42:00,NA,NA
380,134993,134993,NA,27.24526,5.456834,166.0706,-152.3599,79.03115,-64.77071,2.02749,2.15181,1.188656,-0.06736313,-0.1286344,134993,26998.6,1.936741,8.434171,137,lunge,1.589192,29.02093,3.531807,1.104547,2.42726,27.431738,mn13_112a,2013-04-22 15:50:00,NA,NA
381,136994,136994,NA,28.95497,5.330054,91.8296,44.05455,193.9625,-62.08147,4.181667,2.765051,0.7004671,0.4717548,0.4875865,136994,27398.8,-0.2435457,15.08883,139,lunge,0.2988984,33.43609,4.094415,1.142747,2.951668,33.1371916,mn13_112a,2013-04-22 15:57:00,NA,NA
382,138519,138519,NA,23.50969,5.445892,143.5193,151.0112,-60.07059,-57.12631,3.580638,3.116041,1.087613,0.1737128,-0.3135303,138519,27703.8,1.423479,9.770962,141,lunge,1.261856,28.80816,4.166348,1,3.2111821,27.546304,mn13_112a,2013-04-22 16:02:00,NA,NA
383,140709,140709,NA,25.3101,5.24703,156.6896,176.2861,79.2441,-65.9971,2.870996,2.446989,0.8936246,0.01194006,-0.1839453,140709,28141.8,-0.8586887,12.1725,143,lunge,2.131128,29.3311,3.718356,1,2.8646993,27.199972,mn13_112a,2013-04-22 16:10:00,NA,NA
384,142319,142319,NA,21.60815,5.362336,151.5646,123.3971,-15.47869,-56.28114,3.7932,3.292685,1.145021,0.2422064,-0.1596884,142319,28463.8,1.776986,10.95842,147,lunge,0.8196278,27.21629,3.891121,1,3.0915055,26.3966622,mn13_112a,2013-04-22 16:15:00,NA,NA
385,144402,144402,NA,20.51665,5.437377,148.1191,175.1966,-128.8251,-50.44111,3.980303,4.302107,1.14174,0.02730692,-0.3249595,144402,28880.4,1.837745,9.5734,150,lunge,1.121006,26.27112,4.716549,1,3.8861145,25.150114,mn13_112a,2013-04-22 16:22:00,NA,NA
386,145609,145609,NA,22.78254,5.540828,148.6483,116.2514,-117.0204,-51.95324,4.360196,4.093129,1.137986,0.2864179,-0.1412546,145609,29121.8,1.7843,10.44242,152,lunge,0.3114226,29.83834,4.945059,1,4.2058805,29.5269174,mn13_112a,2013-04-22 16:26:00,NA,NA
387,147542,147542,NA,19.79617,5.299555,148.5622,-164.1018,56.35629,-55.35864,2.691737,3.14951,1.080059,-0.08326783,-0.2923486,147542,29508.4,1.196605,7.003521,154,lunge,-0.202825,23.66802,3.490118,1.327708,2.16241,23.870845,mn13_112a,2013-04-22 16:32:00,NA,NA
388,149906,149906,NA,4.000598,5.026993,163.6394,-44.59046,22.51275,-83.75198,NA,1.248141,1.036212,-0.1045726,0.1060784,149906,29981.2,0.4595779,5.500601,156,lunge,0.8287624,6.127733,2.792578,1,2.3731238,5.2989706,mn13_112a,2013-04-22 16:40:00,NA,NA
389,152754,152754,NA,28.38775,5.284149,147.3179,140.2364,197.3361,-73.28767,2.262051,1.723886,0.8929058,0.1674517,-0.2012417,152754,30550.8,-0.6816208,9.097287,159,lunge,1.285034,31.75125,4.251889,1.205713,3.046176,30.466216,mn13_112a,2013-04-22 16:50:00,NA,NA
390,843,843,NA,13.34118109,9.467803741,93.63728043,-44.00725909,9.762366586,-57.02890503,NA,3.280926489,0.815674272,-0.531809833,0.550565594,843,168.6,1.163080658,8.153014045,1,lunge,1.014986699,15.65521967,3.887875276,1,2.947242277,14.64023297,mn13_113a,2013-04-23 14:00:00,NA,NA
391,1902,1902,NA,5.04824373,7.388604022,94.38858347,-91.85751049,169.1587704,-71.14339192,NA,1.728092011,0.709840229,-0.657105161,-0.021310602,1902,380.4,-0.318420994,7.349222678,3,lunge,2.281975721,6.947489591,2.574840884,1,2.155386273,4.665513869,mn13_113a,2013-04-23 14:04:00,NA,NA
392,4833,4833,NA,8.269109047,5.237573403,58.53855831,-74.13365831,2.65266665,-66.15159104,NA,2.484346928,0.444120954,-0.762220325,0.216640154,4833,966.6,-0.898474601,8.734782518,5,lunge,3.769661718,11.5328513,2.91780476,1,2.278749609,7.763189579,mn13_113a,2013-04-23 14:14:00,NA,NA
393,9944,9944,NA,6.318202464,5.02804316,54.57374035,10.67036257,162.1505699,-70.63458939,NA,2.002081103,0.476045108,0.170871372,0.906882231,9944,1988.8,0.376465766,6.846376075,10,lunge,-0.065971824,6.655575708,3.225410329,1,2.504496344,6.721547532,mn13_113a,2013-04-23 14:31:00,NA,NA
