"","X.1","X","dive","p.max","sec.max","p.min","sec.min","dur","lunges","breaths","comments","surface.time","dive.time","surface.p","dive.p"
"20",20,22,21,21.7571834033862,3216.6,0.0256438516399129,3143,73.5999999999999,1,3,"none",44,29.8,0.596205962059621,0.403794037940379
"21",21,23,22,58.3566653848757,3483.8,-6.24923699419355e-05,3216.6,267.2,1,2,"none",63.8,203.6,0.238593866866118,0.761406133133882
"22",22,24,23,10.923617424757,3554.2,-0.0224608937253947,3483.8,70.3999999999996,0,2,"none",57,13.6,0.807365439093484,0.192634560906516
"23",23,25,24,26.7297665408789,3894.2,-0.0167339052124333,3554.2,340,0,3,"none",81,259.2,0.238095238095238,0.761904761904762
"24",24,26,25,25.5503129886196,3971,-0.0312616252835625,3894.2,76.8000000000002,0,1,"none",23.8,53.2,0.309090909090909,0.690909090909091
"25",25,27,26,25.3291255762258,4072.6,0.0026918578012527,3971,101.6,0,1,"none",20.2,81.6,0.198428290766208,0.801571709233792
"26",26,28,27,49.2983099462588,4173.4,-0.0334421750522935,4072.6,100.8,1,2,"none",35.2,65.8,0.348514851485149,0.651485148514852
"27",27,29,28,25.5554509852105,4361.4,-0.0191433156890284,4173.4,188,0,2,"none",39,149.2,0.207226354941552,0.792773645058448
"28",28,30,29,77.0669964981884,4495.8,-0.0189758226502192,4361.4,134.400000000001,1,1,"none",20.4,114.2,0.151560178306092,0.848439821693908
"29",29,32,31,41.4695540570786,4860.6,-0.0754311969557406,4495.8,364.8,1,4,"none",143.8,221.2,0.393972602739726,0.606027397260274
"30",30,33,32,65.4146884338692,5303.8,-0.0436779031109396,4860.6,443.2,1,3,"none",70.2,373.2,0.158322056833559,0.841677943166441
"31",31,34,33,47.2591224626467,5779.8,-0.0448561685312256,5303.8,476,0,5,"none",79.2,397,0.166316673666527,0.833683326333473
"32",32,35,34,44.9499710161988,6151,-0.0457824286553787,5779.8,371.2,0,4,"none",54.8,316.6,0.147549811523963,0.852450188476037
"33",33,36,35,46.3120717714676,6426.2,-0.0702773207194554,6151,275.2,0,4,"none",76.6,198.8,0.278140885984023,0.721859114015977
"34",34,37,36,17.1358681198739,6676.6,-0.0765759793056233,6426.2,250.400000000001,0,4,"none",99.4,151.2,0.396648044692737,0.603351955307263
"35",35,38,37,15.0008952995957,6994.2,-0.085149451178772,6676.6,317.599999999999,0,4,"none",131.2,186.6,0.412838263058527,0.587161736941473
"36",36,39,38,50.4169802068617,7305.4,-0.0839194550878801,6994.2,311.2,0,4,"none",87.6,223.8,0.28131021194605,0.71868978805395
"37",37,40,39,37.7090592740189,7683,-0.0777864316784829,7305.4,377.6,0,3,"none",55,322.8,0.145579671784013,0.854420328215987
"38",38,42,41,17.3275882316137,8047.8,-0.0776252729549185,7683,364.8,0,3,"none",174,191,0.476712328767123,0.523287671232877
"39",39,43,42,34.7885288771172,8363.8,0.623710729471995,8047.8,315.999999999999,1,1,"none",58.4,257.8,0.184693232131562,0.815306767868438
"40",40,44,43,21.694620223902,8427,-0.0701799487646397,8363.8,63.2000000000007,0,1,"none",26.2,37.2,0.413249211356467,0.586750788643533
"41",41,46,45,36.2213775680888,8683.8,-0.0713711688215355,8427,256.799999999999,0,4,"none",94.4,162.6,0.367315175097276,0.632684824902724
"42",42,47,46,39.0368932883794,8959.8,-0.0859763456163876,8683.8,276,1,2,"none",49,227.2,0.177407675597393,0.822592324402607
"43",43,49,48,39.5945645946418,9184.6,0.638469532897865,8959.8,224.800000000001,1,1,"none",89.4,135.6,0.397333333333333,0.602666666666667
"44",44,52,51,39.1985185904372,9432.6,0.451401498113881,9184.6,248,1,1,"none",113.2,135,0.456083803384367,0.543916196615633
"45",45,54,53,37.0261041802898,9791,-0.0978880728234302,9432.6,358.4,0,4,"none",135,223.6,0.376464026770775,0.623535973229225
"46",46,55,54,31.7360306296902,10043.8,-0.0662141291976113,9791,252.799999999999,0,1,"none",22.4,230.6,0.0885375494071146,0.911462450592885
"47",47,56,55,50.7331032764954,10413.4,1.3189792207654,10043.8,369.6,1,4,"new method for counting lunges",19.6,350.2,0.0530016224986479,0.946998377501352
"48",48,58,57,49.0438092767165,10722.2,0.189970103307211,10413.4,308.800000000001,1,1,"none",116.4,192.6,0.376699029126214,0.623300970873786
"49",49,59,58,13.9118808555002,10789.4,-0.0975436981001465,10722.2,67.1999999999989,0,1,"none",25.2,42.2,0.373887240356083,0.626112759643917
"50",50,60,59,45.3100816691067,11016.6,0.0362403301564882,10789.4,227.200000000001,1,NA,"none",27.8,199.6,0.122251539138083,0.877748460861917
"51",51,62,61,12.9221715233566,11077.4,-0.0713971206571671,11016.6,60.7999999999993,0,1,"none",48.4,12.6,0.79344262295082,0.20655737704918
"52",52,64,63,40.2444796733169,11343.8,-0.118362613707859,11077.4,266.4,0,3,"none",76.6,190,0.287321830457614,0.712678169542385
"53",53,65,64,45.0532396272836,11459.8,1.13738892737373,11343.8,116,1,NA,"none",20.2,96,0.173838209982788,0.826161790017212
"54",54,66,65,11.2709170848308,11542.2,-0.128635630500874,11459.8,82.4000000000015,0,4,"none",75.8,6.8,0.917675544794189,0.0823244552058112
"55",55,67,66,50.333320282191,11803.8,1.39370890619575,11542.2,261.599999999999,0,1,"none",24.6,237.2,0.093964858670741,0.906035141329259
"56",56,68,67,27.355753418673,11905.4,-0.110348053519616,11803.8,101.6,0,5,"new method for counting lunges",53,48.8,0.520628683693517,0.479371316306483
"57",57,71,70,43.7250394705588,12166.2,-0.137742562671079,11905.4,260.800000000001,1,4,"new method for counting lunges",107.2,153.8,0.410727969348659,0.589272030651341
"58",58,73,72,48.2787182919259,12414.2,-0.129343203203248,12166.2,248,1,2,"none",112,136.2,0.451248992747784,0.548751007252216
"59",59,74,73,21.266684385794,12524.6,-0.113194400349563,12414.2,110.4,0,2,"none",51.4,59.2,0.464737793851718,0.535262206148282
"60",60,75,74,45.9128581919091,12757.4,-0.145038201218412,12524.6,232.799999999999,0,2,"none",34.2,198.8,0.146781115879828,0.853218884120172
"61",61,77,76,52.638184946646,13183,-0.101098455680741,12757.4,425.6,1,1,"none",44,381.8,0.103334899013621,0.896665100986379
"62",62,78,77,37.702457450617,13418.2,-0.170856797592037,13183,235.200000000001,0,3,"none",43.4,192,0.184367034834325,0.815632965165675
"63",63,79,78,26.0238313950827,13545.4,-0.130307082821098,13418.2,127.199999999999,1,3,"none",64,63.4,0.502354788069074,0.497645211930926
"64",64,80,79,25.5601059259071,13843,-0.128007730689738,13545.4,297.6,0,3,"none",59,238.8,0.198119543317663,0.801880456682337
"65",65,81,80,17.6703518054059,14174.2,-0.140097148087584,13843,331.200000000001,0,5,"none",94,237.4,0.283645141822571,0.716354858177429
"66",66,82,81,13.1133595309559,14431,-0.135914344235921,14174.2,256.799999999999,0,3,"none",79.2,177.8,0.308171206225681,0.691828793774319
"67",67,83,82,21.9451999371114,14666.2,-0.157244663829239,14431,235.200000000001,0,2,"none",55.8,179.6,0.237043330501274,0.762956669498726
"68",68,84,83,53.4761330959891,15564.2,-0.143662581701939,14666.2,898,NA,NA,"none",484.6,413.6,0.539523491427299,0.460476508572701
