"","X.2","X","ans","p","tempr","pitch","roll","head","flownoise","speedSP","speedFN","Aw1","Aw2","Aw3","r","sec","MSA","jerk","dive","event","min.p","max.p","max.speed","min.speed","delta.speed","delta.p","tag","LAT","LON","LAT_prev","LON_prev","DateTime","pnorm","Am1","Am2","Am3","X.1","DN","JigRMS","Light","LightIR","Paddles","T","camon","tagon","Aw.1","Aw.2","Aw.3","At.1","At.2","At.3","DV.1","DV.2","DV.3","DV.4","DV.5","DV.6","Gt.1","Gt.2","Gt.3","Gw.1","Gw.2","Gw.3","Mt.1","Mt.2","Mt.3","Mw.1","Mw.2","Mw.3","A.1","A.2","A.3","Depth","I","MtO.1","MtO.2","MtO.3","Mtoff.1","Mtoff.2","Mtoff.3","camondec","camoffdec","Temp","At.mag","Mt.mag","Times","camonNTdec","camoffNTdec","Mt1.1","Mt1.2","Mt1.3","Mtoff1.1","Mtoff1.2","Mtoff1.3","Mt2.1","Mt2.2","Mt2.3","MtTemp.1","MtTemp.2","MtTemp.3","Mt.mag1","Mtbench.1","Mtbench.2","Mtbench.3","smoothp","njerk","roll2","n2","head2","Mh.1","Mh.2","Mh.3","DB","Tcamondec","speedJJ","speedFNexp","speedFNtot","dd","Mpitch","MDB","Istot","rollrate","TspeedFN","TspeedJJ","DR","goodJ","goodFN","lb","minSP","TEST2.1","TEST2.2","TEST2.3","TEST","Imax","I2big","I2small","M.1","M.2","M.3","G.1","G.2","G.3","speedSPT","ï..Date","Time","T1","Tsec","Tmin","Pressure","Depth..m.","Vv","Magneto1","Magneto2","Magneto3","Gyro1","Gyro2","Gyro3","Accel1","Pitch","Accel2","Accel3","Speed","Vk","Speed2_paddle.wheel.VVSP","Date","quality","Densitym3","prey.dist","prey.time","Sv_mean","sa_adj","mass_g","kJ_g","Length_cm","Beam_volume_sum","TS","Prey.Depth_mean","weight"
"305",305,14782,NA,26.77878,5.021944,105.5527,-114.3931,-38.00317,-51.24828,4.468271,4.361896,1.047794,-0.7249445,-0.3287448,14782,2956.4,3.09754,13.38847,12,"lunge",0.6958844,32.01184,5.768799,1.104939,4.66386,31.3159556,"mn13_112a",57.746713,-135.280771,57.751307,-135.266583,2013-04-22 09:10:00,NA,1.047794,-0.7249445,-0.3287448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",0.830434307628047,2.162970379,119.130292288414,0.216666666666667,-37.163889,0.002792629,117,5.4,NA,19627.43481,-40.36713699,50.475089,1
"306",306,15806,NA,0.02596314,5.278676,25.45555,4.537486,24.12955,-61.63866,NA,2.119665,0.2027948,0.07102946,0.895028,15806,3161.2,-0.7800235,5.670827,13,"lunge",-0.04365623,10.33406,2.710817,1.481074,1.229743,10.37771623,"mn13_112a",57.749009,-135.281484,57.751562,-135.266408,2013-04-22 09:13:00,NA,0.2027948,0.07102946,0.895028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",0.695836500473818,1.035501025,188.750950142145,0.0333333333333333,-40.344522,0.000635947,117,5.4,NA,49841.32656,-40.46234512,56.522928,1
"307",307,16063,NA,21.22838,5.298205,26.61122,3.946137,-31.67682,-67.50983,NA,1.973954,0.2282718,0.06642618,0.9629468,16063,3212.6,-0.07982219,8.891671,14,"lunge",5.134817,22.80669,2.399892,1,1.4514816,17.671873,"mn13_112a",57.749714,-135.281214,57.751655,-135.265644,2013-04-22 09:14:00,NA,0.2282718,0.06642618,0.9629468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",0.647140912682484,1.035501025,184.142273804745,0.0166666666666667,-40.344522,0.000635947,117,5.4,NA,49841.32656,-40.46234512,56.522928,1
"308",308,19061,NA,23.29599,5.016068,98.73006,-52.92076,-68.46054,-48.11787,4.958672,4.926827,0.7691998,-0.5266284,0.397986,19061,3812.2,0.1334369,10.12492,18,"lunge",1.337971,28.76738,5.296783,1,4.7921846,27.429409,"mn13_112a",57.74708,-135.272181,57.750445,-135.264711,2013-04-22 09:24:00,NA,0.7691998,-0.5266284,0.397986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",1.53609233835488,0.330179275,270.827701506463,0.316666666666667,-45.329795,0.00017808,117,5.4,NA,9414.479371,-40.50785249,59.623711,0.651002530922705
"309",309,19860,NA,-0.01317084,5.367414,12.2051,-18.42432,94.26959,-80.33714,NA,1.099984,0.103902,-0.3071474,0.9220121,19860,3972,-0.221978,9.09908,20,"lunge",-0.01317084,13.60912,3.659389,1.003696,2.655693,13.62229084,"mn13_112a",57.746703,-135.270821,57.749693,-135.263299,2013-04-22 09:27:00,NA,0.103902,-0.3071474,0.9220121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",1.35384358445187,0.330179275,186.15307533556,0.366666666666667,-45.329795,0.00017808,117,5.4,NA,9414.479371,-40.50785249,59.623711,0.738637765458609
"310",310,20836,NA,15.07548,5.282311,108.1273,-104.5166,148.7397,-48.61468,4.492131,4.842042,0.8304353,-0.5827216,-0.1508824,20836,4167.2,0.251516,8.834239,21,"lunge",-0.0413248,21.04688,5.936872,1.170366,4.766506,21.0882048,"mn13_112a",57.74556,-135.270785,57.748767,-135.261908,2013-04-22 09:30:00,NA,0.8304353,-0.5827216,-0.1508824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",1.27488249661349,2.480442695,102.464748984046,0.466666666666667,-36.343472,0.002458508,117,5.4,NA,13565.88227,-40.15903554,39.101824,0.784386014127839
"311",311,25333,NA,42.43048,5.428984,20.35638,-8.704961,29.8585,-73.96402,NA,1.816836,0.2153407,-0.1815298,1.185616,25333,5066.6,2.143832,9.143453,27,"lunge",30.48563,42.43048,2.95362,1.261827,1.691793,11.94485,"mn13_112a",57.747422,-135.264837,57.745459,-135.254533,2013-04-22 09:45:00,NA,0.2153407,-0.1815298,1.185616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",1.9635656642648,0.330179275,189.069699279441,0.666666666666667,-45.329795,0.00017808,117,5.4,NA,9414.479371,-40.50785249,59.623711,0.509277595447473
"312",312,28515,NA,27.00125,5.49401,139.8424,-105.0405,118.4121,-57.79745,2.797194,2.857995,1.072553,-0.378618,-0.1017372,28515,5703,1.392152,9.291897,32,"lunge",2.60329,30.42669,3.089394,1,2.1150847,27.8234,"mn13_112a",57.750233,-135.27701,57.744964,-135.250938,2013-04-22 09:56:00,NA,1.072553,-0.378618,-0.1017372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",1.85099143998037,1.035501025,145.297431994112,0.683333333333333,-40.344522,0.000635947,117,5.4,NA,49841.32656,-40.46234512,56.522928,0.540251012727862
"313",313,29184,NA,31.56141,5.365105,23.13065,10.54719,196.5151,-74.03078,NA,1.460215,0.1935554,0.1731304,0.929854,29184,5836.8,-0.3389591,7.289925,33,"lunge",28.94144,32.36081,2.100829,1,1.2408082,3.41937,"mn13_112a",57.750446,-135.274484,57.744221,-135.248666,2013-04-22 09:58:00,NA,0.1935554,0.1731304,0.929854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",2.33562466753757,1.035501025,270.687400261271,0.716666666666667,-40.344522,0.000635947,117,5.4,NA,49841.32656,-40.46234512,56.522928,0.428150984145193
"314",314,29493,NA,5.922668,5.281635,58.20897,31.27395,-129.806,-66.90455,NA,2.165723,0.4814243,0.4489386,0.7391312,29493,5898.6,-0.1003932,6.317167,33,"lunge",-0.07716707,8.907034,2.386097,1,1.7212232,8.98420107,"mn13_112a",57.748971,-135.275082,57.744112,-135.249185,2013-04-22 09:59:00,NA,0.4814243,0.4489386,0.7391312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",2.10941250929208,1.035501025,192.823752787625,0.733333333333333,-40.344522,0.000635947,117,5.4,NA,49841.32656,-40.46234512,56.522928,0.474065644152077
"315",315,38557,NA,31.65464,5.080469,81.24094,-37.84746,-69.24395,-56.05192,NA,4.072087,0.6768413,-0.4841695,0.6231212,38557,7711.4,0.3885608,9.185573,41,"lunge",3.349076,34.58415,5.072406,1,4.0955557,31.235074,"mn13_112a",57.745262,-135.268172,57.742392,-135.243594,2013-04-22 10:29:00,NA,0.6768413,-0.4841695,0.6231212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",2.89128215367739,0.531523803,17.3846461032183,1.41666666666667,-43.057835,8.84e-05,117,5.4,NA,1492.963201,-40.30837359,47.02,0.345867316591053
"316",316,40286,NA,27.27417,5.631356,123.5118,-85.42883,-135.5408,-49.79132,4.293356,4.495911,1.08635,-0.5817165,0.0465092,40286,8057.2,2.286636,9.956386,42,"lunge",1.488049,31.86105,5.415837,1,4.4558365,30.373001,"mn13_112a",57.742547,-135.263908,57.74219,-135.242826,2013-04-22 10:35:00,NA,1.08635,-0.5817165,0.0465092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",2.35342255061407,1.606416431,56.0267651842205,1.08333333333333,-38.243091,0.001543401,117,5.4,NA,13645.15399,-40.22007878,42.196113,0.424913069579908
"317",317,42564,NA,21.92422,5.214561,97.03567,-58.44075,7.531149,-62.89091,2.492834,2.863079,0.7910473,-0.5959759,0.3660628,42564,8512.8,0.5482858,6.4325,45,"lunge",1.045791,24.84705,3.71955,1.092146,2.627404,23.801259,"mn13_112a",57.743784,-135.260588,57.742199,-135.241963,2013-04-22 10:42:00,NA,0.7910473,-0.5959759,0.3660628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",2.20821241710636,3.70294324,462.463725131907,0.333333333333333,-34.696841,0.006000983,117,5.4,NA,7075.644295,-40.06795042,34.82243,0.452854984535591
"318",318,45290,NA,33.85464,5.101253,49.58799,-31.36228,-83.74572,-62.59627,NA,2.754868,0.4380419,-0.4935251,0.8097222,45290,9058,0.4369476,7.860513,46,"lunge",6.904765,34.48891,4.7511,1.735328,3.015772,27.584145,"mn13_112a",57.743997,-135.250662,57.741307,-135.237619,2013-04-22 10:51:00,NA,0.4380419,-0.4935251,0.8097222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",0.99495504568301,0.419905974,228.486513704903,0.116666666666667,-44.158442,0.000395853,117,5.4,NA,13598.27489,-40.36898669,50.587179,1
"319",319,47014,NA,24.30458,5.487948,65.51671,-15.31641,109.6884,-76.44285,NA,1.197154,0.5820584,-0.238955,0.8724907,47014,9402.8,0.7423683,7.122679,47,"lunge",16.40569,25.19196,1.831515,1,1.0905642,8.78627,"mn13_112a",57.745501,-135.24555,57.740285,-135.234744,2013-04-22 10:57:00,NA,0.5820584,-0.238955,0.8724907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",1.17264929894798,0.419905974,341.794789684394,0.0166666666666667,-44.158442,0.000395853,117,5.4,NA,13598.27489,-40.36898669,50.587179,0.852769878340551
"320",320,63859,NA,25.4407,4.878766,110.0285,-119.7206,10.59398,-49.15513,4.311938,4.660257,0.9900644,-0.6017366,-0.3435112,63859,12771.8,2.044046,13.1397,53,"lunge",0.7554901,31.18861,4.862314,1,4.078364,30.4331199,"mn13_112a",57.741297,-135.242075,57.742824,-135.238282,2013-04-22 11:53:00,NA,0.9900644,-0.6017366,-0.3435112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",1.78706408420107,1.134660141,176.119225260322,0.6,-39.808857,0.000963351,117,5.4,NA,4896.076039,-40.30652608,46.914634,0.559577022917486
"321",321,65244,NA,21.84998,5.541202,134.2225,-90.83295,31.75656,-50.08857,4.784945,4.608388,1.120543,-0.4730271,-0.006877252,65244,13048.8,2.121314,14.73911,54,"lunge",0.303534,28.38196,5.139645,1,4.4491952,28.078426,"mn13_112a",57.741645,-135.245201,57.743087,-135.241535,2013-04-22 11:58:00,NA,1.120543,-0.4730271,-0.006877252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",1.53195987972998,1.134660141,49.5879639189954,0.683333333333333,-39.808857,0.000963351,117,5.4,NA,4896.076039,-40.30652608,46.914634,0.652758608910995
"322",322,66740,NA,26.99101,5.761639,111.7337,-97.51705,120.609,-52.52425,3.267927,3.543452,1.066784,-0.716952,-0.0946056,66740,13348,2.832131,13.94885,56,"lunge",0.4693342,29.82434,5.249824,1.175908,4.073916,29.3550058,"mn13_112a",57.741261,-135.25103,57.742581,-135.242492,2013-04-22 12:03:00,NA,1.066784,-0.716952,-0.0946056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",1.50391792508946,0.668238063,21.175377526838,0.716666666666667,-42.06858,0.000366515,117,5.4,NA,2744.644639,-40.29846984,46.457447,0.664929902966956
"323",323,68013,NA,33.33726,5.882677,114.0356,-45.75773,-6.660971,-64.79713,2.827477,2.121321,0.948812,-0.4411189,0.429603,68013,13602.6,1.285659,12.99233,57,"lunge",1.474664,35.88331,4.753124,1.121076,3.632048,34.408646,"mn13_112a",57.740742,-135.256524,57.742585,-135.243859,2013-04-22 12:07:00,NA,0.948812,-0.4411189,0.429603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22042013",1.68023423394731,3.093714024,54.0702701841921,0.75,-35.417744,0.00560913,117,5.4,NA,8738.82843,-40.02847531,33.085616,0.595155115754748
