"","X","Aw2.1","Aw2.2","Aw2.3","JiggleRMS","ans","head2","p2","pitch2","roll2","speedJJ","r","sec","p","pitch","roll","head","MSA","jerk","dive","speedFN","event","min.p","max.p","max.speed","min.speed","delta.speed","delta.p","tag"
"72263",72263,0.076512493136898,-0.190079820592987,0.73513653563841,-28.7143199542547,3.81085945203132,1.82839045734838,117.685335875726,0.100426450726874,-0.253022486916004,3.81085945203132,72263,14452.6,117.685335875726,11.5080235562568,-14.4971206221911,104.759056508057,-2.32262600261162,21.546332996142,"24",3.81085945203132,"lunge",114.272966849378,118.555395240254,3.81085945203132,1.03168178735091,2.77917766468041,4.28242839087601,"mn12_262a"
"72417",72417,0.00693179536416355,-0.159495121707881,0.726342086260082,-30.9903104053988,3.46781777609448,1.32190282065953,117.10439989309,0.0093210763699163,-0.216156129734138,3.46781777609448,72417,14483.4,117.10439989309,1.06811667303065,-12.3848339496484,75.7394525502302,-2.51364298396024,17.7493121125966,"24",3.46781777609448,"lunge",107.909634343745,117.980754935654,3.48772230228011,1.11735988469403,2.37036241758608,10.071120591909,"mn12_262a"
"73758",73758,0.253447638802142,-0.0632162105563477,1.06055642833546,-37.2067072846606,2.68018212109053,2.89676829923434,117.855923603032,0.234176048940583,-0.0595362019505322,2.68018212109053,73758,14751.6,117.855923603032,26.8345985346889,-3.41117310000403,165.972597773417,0.90467185763172,8.27790057699718,"25",2.68018212109053,"lunge",115.275732516978,118.979496818753,3.5553671470175,1.08987844184533,2.46548870517217,3.70376430177501,"mn12_262a"
"73894",73894,0.21503569293742,-0.110575804086843,0.954313300191611,-38.1423637828828,2.57823777766499,3.27126149763957,120.518000055961,0.220203149908588,-0.115355091951609,2.57823777766499,73894,14778.8,120.518000055961,25.2334222504974,-6.60935991417075,187.429477498392,-0.152297016953628,8.74021942450591,"25",2.57823777766499,"lunge",117.399873662842,121.517214939087,2.81815884785529,1.13063792737696,1.68752092047833,4.117341276245,"mn12_262a"
"74048",74048,0.328962339105647,-0.0959481845439521,0.882069375360913,-38.1208124208444,2.58054169826657,-2.17746343549389,121.559052336784,0.35504546175767,-0.108350230797388,2.58054169826657,74048,14809.6,121.559052336784,40.685212987976,-6.20801093395874,-124.759464897857,-0.526694996757405,12.1923576256778,"25",2.58054169826657,"lunge",120.188127206028,122.392278557128,2.75780010570575,1.0702974366432,1.68750266906255,2.20415135109999,"mn12_262a"
"74211",74211,-0.217905774643406,-0.172591544988303,0.64490799153995,-39.3055833496169,2.45688942305453,1.65311942782052,121.522828960751,-0.315497709895963,-0.261494056997402,2.45688942305453,74211,14842.2,121.522828960751,-36.153374446163,-14.9825058337045,94.7167662451975,-2.91977626733847,11.4748368340333,"25",2.45688942305453,"lunge",119.191207619996,121.980928315262,3.42591983604993,1.14255583493812,2.28336400111181,2.789720695266,"mn12_262a"
"74384",74384,-0.0478256673535929,-0.0602667956309235,1.08178721344904,-40.7358022140572,2.3154872983611,-0.537805203545558,121.109823138277,-0.0441127831172243,-0.0556528693908339,2.3154872983611,74384,14876.8,121.109823138277,-5.05495259038581,-3.18867453388759,-30.8139683633347,0.828855010241516,15.4750037985865,"25",2.3154872983611,"lunge",116.323862213646,121.774592291631,2.90965949349081,1.16562759886894,1.74403189462187,5.450730077985,"mn12_262a"
"74544",74544,-0.039445491416531,-0.0423099014446401,0.831171925358269,-32.1901240301829,3.29959196384718,2.49542299349977,119.531906979506,-0.0473608702964846,-0.0508600113646668,3.29959196384718,74544,14908.8,119.531906979506,-5.42715596411014,-2.91406399718281,142.977205627439,-1.63592221494418,22.0660603611512,"25",3.29959196384718,"lunge",115.039028657531,120.406237666333,3.29959196384718,1.11423453515821,2.18535742868897,5.36720900880199,"mn12_262a"
"74781",74781,-0.0370357707917778,0.0595847988969164,1.05341735836223,-39.1818647924473,2.46951962268932,3.12745186748579,121.081332984394,-0.0350872240343014,0.0565031273820215,2.46951962268932,74781,14956.2,121.081332984394,-4.02069970399091,3.23739072827991,179.189792637243,0.546730328072261,15.2966529927489,"25",2.46951962268932,"lunge",115.129713994959,121.081332984394,3.30144915625979,1.09266281496627,2.20878634129352,5.95161898943499,"mn12_262a"
"74906",74906,0.347794514850013,-0.220745785794691,1.01731054954736,-29.4416412676791,3.69769869868583,-1.41946180899521,119.048286276417,0.322441671781358,-0.213677052706419,3.69769869868583,74906,14981.2,119.048286276417,36.9490938644287,-12.2427932988722,-81.3291708354306,0.956614038844917,22.34825304363,"25",3.69769869868583,"lunge",113.717296397864,119.670813402774,3.69769869868583,1,2.78143244441,5.95351700491,"mn12_262a"
"75094",75094,-0.174583169556865,-0.0611054285042449,0.965687036377578,-43.1505651882936,2.09497046763574,3.33550737943477,119.757261465126,-0.178505194093406,-0.0631923879664244,2.09497046763574,75094,15018.8,119.757261465126,-20.4551884854315,-3.62065712782941,191.110495376353,-0.164340947048198,10.582594509668,"25",2.09497046763574,"lunge",114.984247369689,120.470281549838,2.94998951048631,1,2.01424016793089,5.48603418014901,"mn12_262a"
"75221",75221,-0.108984542891319,-0.116254291138505,0.632600458405392,-34.6926744479671,2.97451121235523,3.20139119015344,116.317262387422,-0.167848507611369,-0.181744204100756,2.97451121235523,75221,15044.2,116.317262387422,-19.2340221674019,-10.4131758459376,183.426203766155,-3.40916530715115,15.9413976531246,"25",2.97451121235523,"lunge",110.40750311708,117.022168636817,2.97451121235523,1,2.149419855531,6.614665519737,"mn12_262a"
"75403",75403,0.411141764488888,-0.130289190654304,0.875846584337222,-41.2649823267769,2.26525674264945,0.660423486446394,120.065980729835,0.434692545934424,-0.147675061910382,2.26525674264945,75403,15080.6,120.065980729835,49.8120965356783,-8.46115778679801,37.8394784646937,-0.232626672828365,6.61234895720231,"25",2.26525674264945,"lunge",117.987423388088,120.360208159414,2.50736316883867,1,1.54642786881906,2.372784771326,"mn12_262a"
"75563",75563,0.818970441176591,-0.109507090950797,0.972802420008953,-34.9310941091207,2.94526365680696,-1.48096662282845,118.912694015634,0.696653288907575,-0.112096790270535,2.94526365680696,75563,15112.6,118.912694015634,79.8305864766241,-6.42267297946478,-84.8531370878133,2.70998940453661,8.01572454770482,"25",2.94526365680696,"lunge",113.662389968726,118.947710132714,3.002417065447,1.0828944783448,1.9195225871022,5.28532016398799,"mn12_262a"
"75733",75733,0.239953401146888,-0.161140511696302,0.63144098972712,-40.6631783560673,2.32246723252119,2.41947326368084,115.124673853245,0.35280334194849,-0.249861960208684,2.32246723252119,75733,15146.6,115.124673853245,40.4282849835185,-14.3160357808233,138.625606653655,-2.9964161160132,11.9600193016439,"25",2.32246723252119,"lunge",107.265739737278,118.334915072482,2.83188679308165,1.09381739204796,1.73806940103369,11.069175335204,"mn12_262a"
"77068",77068,0.847297653308699,-0.278496770472396,0.259212610328426,-36.4975877533708,2.76012082900715,1.58328563264966,116.109043068909,1.14874902943805,-0.821246336198052,2.76012082900715,77068,15413.6,116.109043068909,131.636942213099,-47.0539490047302,90.7155845145258,-0.698257226846289,6.4447213463578,"26",2.76012082900715,"lunge",109.780642694704,118.857163856693,2.76012082900715,1,1.78772241975844,9.07652116198901,"mn12_262a"
"77207",77207,0.0547054244496197,-0.2415582106626,0.694810468118604,-43.2670857993257,2.08487774654767,-1.88096976731203,116.358905941929,0.0742314767701166,-0.334589185668738,2.08487774654767,77207,15441.4,116.358905941929,8.50630065190219,-19.1705482095378,-107.771629058684,-2.57292673946099,6.78917754147653,"26",2.08487774654767,"lunge",113.778220295619,118.189106166528,2.62106133061418,1.0338589571518,1.58720237346238,4.41088587090901,"mn12_262a"
"77398",77398,0.637303255092773,-0.299816530159108,0.725739794102312,-35.941325008502,2.82449323713245,0.197855652861625,119.60813111793,0.68178151443934,-0.391764019899893,2.82449323713245,77398,15479.6,119.60813111793,78.1264066548236,-22.4464249053431,11.3362938617766,0.110892476200045,11.9296629606933,"26",2.82449323713245,"lunge",115.196473985109,120.688098378283,2.83024408836512,1.09568986632765,1.73455422203747,5.49162439317401,"mn12_262a"
"77499",77499,0.124820601346066,-0.380435754434983,1.09835656975316,-39.5244790329865,2.43470081089718,1.46720933298541,115.198940993985,0.106974065340696,-0.333435678823328,2.43470081089718,77499,15499.8,115.198940993985,12.2583249227571,-19.1044571356563,84.0649024422686,1.65790141313076,14.8150408884735,"26",2.43470081089718,"lunge",112.243449024091,117.401528374727,2.47702082157557,1.32129425414962,1.15572656742595,5.15807935063599,"mn12_262a"
"77662",77662,0.438574184259687,-0.105062980497325,1.14593713999197,-40.4990277987767,2.33832149172053,-0.460911241870853,116.989447534115,0.364127521335933,-0.091427421300534,2.33832149172053,77662,15532.4,116.989447534115,41.7259403542176,-5.23840537228508,-26.4082688893333,2.27010100965551,10.9578160401342,"26",2.33832149172053,"lunge",112.452632831621,117.115850964087,2.58759414171133,1.00446163867325,1.58313250303808,4.663218132466,"mn12_262a"
"77803",77803,0.699919608223187,0.190217475693682,1.26475371891258,-38.6722850507622,2.52222981990967,-0.602797770525582,115.580641900478,0.50072878051452,0.149279975568127,2.52222981990967,77803,15560.6,115.580641900478,57.379291608429,8.5531125658697,-34.5377681510113,4.4911366847398,16.5604464583542,"26",2.52222981990967,"lunge",111.128163599549,115.664143647732,3.35343669912301,1,2.401541658547,4.53598004818301,"mn12_262a"
"77955",77955,0.71076785505392,0.0544811614414822,1.06605926985979,-38.4195123543635,2.54879223380564,-0.239489839401382,115.840600467148,0.587440862160753,0.0510607683361505,2.54879223380564,77955,15591,115.840600467148,67.315764230675,2.92556652435666,-13.7217570339651,2.76974875690257,13.1483818813257,"26",2.54879223380564,"lunge",109.470539210996,116.169862025793,2.77042446917801,1,1.81840367706884,6.699322814797,"mn12_262a"
"78112",78112,0.619403618645701,0.00649374956474147,1.14240025349121,-36.5918022644206,2.74936425154076,1.91054229760101,117.880496702418,0.496824318206595,0.00568424210844344,2.74936425154076,78112,15622.4,117.880496702418,56.9318731854051,0.325683082544354,109.466010233765,2.93739768390214,8.81967432694875,"26",2.74936425154076,"lunge",111.347013907962,117.965225084665,3.4099497226008,1,2.53053620186984,6.618211176703,"mn12_262a"
"78252",78252,0.842756008314074,-0.214428155641958,0.753259341482286,-30.9360449195114,3.47562585652424,2.13286147089014,115.686600274132,0.822019516685284,-0.277331242717104,3.47562585652424,78252,15650.4,115.686600274132,94.196497966901,-15.8899097348083,122.20396056807,1.4757580885911,19.7585532906567,"26",3.47562585652424,"lunge",108.643832781024,116.515263336763,3.47617183367622,1.17725316645076,2.29891866722546,7.871430555739,"mn12_262a"
"78408",78408,-0.123000470245376,-0.00575915952412037,0.872145000874967,-36.5193632381033,2.75763096393133,-0.0401787348122609,116.396188962278,-0.14010507549535,-0.00660334670298525,2.75763096393133,78408,15681.6,116.396188962278,-16.0548590284907,-0.378343896742682,-2.3020719309179,-1.16900530879118,13.7192454665634,"26",2.75763096393133,"lunge",109.322139489779,116.811431374061,3.44947598165265,1.18306714437682,2.26640883727583,7.489291884282,"mn12_262a"
"78555",78555,-0.00476259705966247,-0.121587440087453,0.669584478081593,-33.4817944137903,3.12759731264612,3.21398534024077,115.440254522194,-0.00699820654289434,-0.179629133385532,3.12759731264612,78555,15711,115.440254522194,-0.801935398137369,-10.2919912205835,184.147795412714,-3.13272527360233,15.0964193290242,"26",3.12759731264612,"lunge",104.705857787254,116.15552608995,3.3044276615301,1,2.33362251398158,11.449668302696,"mn12_262a"
"80081",80081,-0.182824679631393,0.0357598390109868,0.874759051692367,-43.8790970024593,2.032659833478,0.302383950530215,126.13935784681,-0.205867158435018,0.0408568953117606,2.032659833478,80081,16016.2,126.13935784681,-23.5906386373552,2.34092766537173,17.325324157874,-1.03582528203177,14.2071907199851,"27",2.032659833478,"lunge",123.182500449951,126.304837808464,3.09431375284758,1,2.12039481259412,3.12233735851301,"mn12_262a"
"80268",80268,0.476453209613179,-0.269450320273065,0.772461592690542,-38.0502569507868,2.5880987527513,3.22371358404219,125.224157174796,0.527366129049808,-0.335623516654832,2.5880987527513,80268,16053.6,125.224157174796,60.4317069054111,-19.2298110096606,184.70518272461,-0.522346613110786,7.89625753143725,"27",2.5880987527513,"lunge",122.353502308012,125.807828151378,2.80778511263594,1.00343883547948,1.80434627715646,3.45432584336601,"mn12_262a"
"80423",80423,0.416699624648278,-0.0173083075156701,1.17291846785479,-41.7071805122127,2.22411936135406,0.530206924047017,125.642187833581,0.341325258159043,-0.0147555450910948,2.22411936135406,80423,16084.6,125.642187833581,39.1129934674528,-0.845430458134712,30.3786190165075,2.40125422087291,9.7289508736144,"27",2.22411936135406,"lunge",119.150425907662,125.642187833581,2.83385226576477,1.05072378584762,1.78312847991715,6.49176192591901,"mn12_262a"
"80587",80587,-0.28971768021482,-0.091660597295553,0.835335136968069,-32.0141978158387,3.32373828065399,2.67196728067988,124.647092377911,-0.331997952128321,-0.109291886602638,3.32373828065399,80587,16117.4,124.647092377911,-38.0441629278782,-6.26196383735355,153.092448180005,-1.08963145386213,20.7467839331056,"27",3.32373828065399,"lunge",122.44413470687,125.18848144966,3.33307727943424,1.04119661884291,2.29188066059133,2.74434674279,"mn12_262a"
"80746",80746,0.253327919406639,-0.18086724788769,1.01110676896008,-38.9149695479988,2.49698802292831,0.680288438595955,122.8632205374,0.2418047460842,-0.177008325460251,2.49698802292831,80746,16149.2,122.8632205374,27.7087828337143,-10.1418299875505,38.9776563830929,0.568140991661787,17.1987500907489,"27",2.49698802292831,"lunge",120.743033687096,124.240628776618,2.89868096625842,1.03167083351836,1.86701013274006,3.49759508952199,"mn12_262a"
"80946",80946,-0.0563950630935407,-0.0569214806127556,1.04421265287198,-42.7962361481276,2.12596272950152,3.2930058189552,124.579095614137,-0.0538750112724014,-0.0544574902451514,2.12596272950152,80946,16189.2,124.579095614137,-6.17362153425667,-3.12018435392203,188.675335338154,0.46368240288013,12.2124125687358,"27",2.12596272950152,"lunge",123.45494692522,126.953847303583,2.98873258138593,1.08385011597739,1.90488246540854,3.498900378363,"mn12_262a"
"81110",81110,-0.232407108505761,-0.0376378797796567,0.789637518178621,-37.0287245111248,2.70002574131888,-1.35968334616878,122.585809248961,-0.28593164245277,-0.0476287083322655,2.70002574131888,81110,16222,122.585809248961,-32.7653526835748,-2.72892397109839,-77.9041172096962,-1.72608296188394,14.8081266187985,"27",2.70002574131888,"lunge",116.637223979553,123.419643050032,2.89964864704842,1,2.00517160980215,6.78241907047899,"mn12_262a"
"81309",81309,0.62459205363198,-0.296721362510019,0.754994505159532,-37.4474599166737,2.65357203461796,0.220508765095447,123.515697456374,0.656148547516448,-0.374467144229652,2.65357203461796,81309,16261.8,123.515697456374,75.1890850126633,-21.4553869306757,12.6342215856108,0.23344167688577,17.6262173131825,"27",2.65357203461796,"lunge",118.521039675444,124.720962337223,2.86711463932787,1,2.03214830640458,6.199922661779,"mn12_262a"
"81448",81448,-0.421824148509282,0.159239415273422,0.900233816824333,-39.0987638082364,2.47803968160397,2.84476823957239,123.104089033174,-0.432300937803945,0.175075743087843,2.47803968160397,81448,16289.6,123.104089033174,-49.5380384314271,10.0311011740501,162.993213820359,0.0670138980031154,12.4141869509055,"27",2.47803968160397,"lunge",121.735824350709,123.771593076658,2.72166405375739,1,1.72334049143426,2.035768725949,"mn12_262a"
"82857",82857,0.982639049201672,-0.0936745090600611,0.546857492914398,-34.7712127117431,2.96484478212234,-2.7746303305096,113.02701809153,1.05679412825735,-0.169649498578377,2.96484478212234,82857,16571.4,113.02701809153,121.099686726706,-9.72020026505165,-158.974607647189,1.25969951758913,8.53914311459858,"28",2.96484478212234,"lunge",103.495920127465,114.275820559426,3.04419764629705,1.0643108142766,1.97988683202045,10.779900431961,"mn12_262a"
"83056",83056,0.123639751772785,-0.112214933290094,1.13451566343564,-38.4406269885186,2.54656275252374,3.46146082036872,113.943367194504,0.108028789043468,-0.0985893189232846,2.54656275252374,83056,16611.2,113.943367194504,12.3791873561997,-5.64875187937347,198.327095957019,1.43899422300359,17.3129295582492,"28",2.54656275252374,"lunge",109.615640110508,115.525223643514,2.76366642324313,1.10352578041476,1.66014064282837,5.909583533006,"mn12_262a"
"83212",83212,-0.0957160885862244,-0.0529349801948772,0.720374088284267,-37.9013954117482,2.60411569462663,2.59023862246868,109.906777908412,-0.13174514130235,-0.0733507922383796,2.60411569462663,83212,16642.4,109.906777908412,-15.0968811359586,-4.2026908192001,148.409740999235,-2.66122501212708,13.5663375974927,"28",2.60411569462663,"lunge",104.74891865256,111.157000567795,2.93048544232029,1.02537328425918,1.90511215806111,6.408081915235,"mn12_262a"
"83362",83362,-0.346502187361214,-0.161333822931232,0.744028948674189,-35.2850999328046,2.90236651413425,2.72036813907335,110.451834059177,-0.427114835484607,-0.213532381865871,2.90236651413425,83362,16672.4,110.451834059177,-48.9437548813849,-12.2345042702902,155.865613090761,-1.60374370591875,18.5101053801054,"28",2.90236651413425,"lunge",105.087258485895,111.913389598253,3.11337355051159,1.00605850289077,2.10731504762082,6.826131112358,"mn12_262a"
"83537",83537,0.569873706146565,0.116205715900029,1.2969377346324,-40.0778742407688,2.37949485362666,-0.149542567241204,109.749598070201,0.412533143601787,0.089361446579598,2.37949485362666,83537,16707.4,109.749598070201,47.2728160752935,5.12003374019473,-8.56815796047231,4.13227854520474,14.4928708915929,"28",2.37949485362666,"lunge",103.967912151159,109.830924187747,3.46702866193256,1,2.47813342124252,5.863012036588,"mn12_262a"
"83690",83690,0.772085046284719,-0.310561889911714,0.596093098450667,-33.3900842090853,3.13950781202315,3.40234507639576,109.919777530906,0.854489329195982,-0.480302673891225,3.13950781202315,83690,16738,109.919777530906,97.9172644037892,-27.5193161028155,194.940013324592,0.232078951257174,14.5231103217909,"28",3.13950781202315,"lunge",103.721238937973,111.088564983128,3.13950781202315,1.09893297777355,2.0405748342496,7.367326045155,"mn12_262a"
"83840",83840,0.567476722134669,0.0759944451204599,1.23131380703799,-36.1371678421529,2.80166025025248,1.16023163658781,109.763335109309,0.431135155589094,0.0616399926811184,2.80166025025248,83840,16768,109.763335109309,49.4044496299424,3.53171142984537,66.4763760340376,3.509967103246,12.9866099489563,"28",2.80166025025248,"lunge",105.021332406702,110.26139622188,2.87876544251201,1,1.98491738381289,5.240063815178,"mn12_262a"
"84007",84007,0.397474130654406,-0.172022252959827,0.959319741894296,-49.4180709533628,1.61571965710299,2.80185713063964,112.766731131336,0.387233228538823,-0.177431208209676,1.61571965710299,84007,16801.4,112.766731131336,44.3736593649989,-10.1660593843214,160.534588384286,0.515386996378324,9.81471248450221,"28",1.61571965710299,"lunge",110.599990136557,112.891782873192,2.27939664902991,1.02798056847714,1.25141608055277,2.291792736635,"mn12_262a"
"84148",84148,0.375926482288571,-0.180320661076887,0.950901094335002,-42.7039549127529,2.13410931585553,0.185878338357997,111.730389088456,0.370479646844607,-0.18740611993393,2.13410931585553,84148,16829.6,111.730389088456,42.4538403193864,-10.7375797271367,10.6500442908179,0.375510928242924,10.6179870273368,"28",2.13410931585553,"lunge",109.524697527202,112.642944911416,2.87168170857934,1.09985605250702,1.77182565607232,3.118247384214,"mn12_262a"
"84310",84310,0.175829268305421,-0.143313379523114,0.833255069181303,-33.8931954442773,3.07472177332838,-2.52964284905151,111.238715295059,0.20503896730178,-0.170325768368244,3.07472177332838,84310,16862,111.238715295059,23.4957349242258,-9.75894766982323,-144.937858926101,-1.33783312786579,7.59948122263819,"28",3.07472177332838,"lunge",106.660699713361,112.280159548833,3.09515354900156,1.08117406936199,2.01397947963957,5.619459835472,"mn12_262a"
"84462",84462,0.799644089034361,-0.267151701269149,0.549208468399806,-33.6791984920183,3.10211332277491,2.1978646977689,109.454061710921,0.91854598048818,-0.452733127237348,3.10211332277491,84462,16892.4,109.454061710921,105.257615941358,-25.9396974364594,125.928371122954,0.0607632312567166,13.959495998818,"28",3.10211332277491,"lunge",99.5927496851827,111.410836238438,3.1557754109378,1.00693789177267,2.14883751916513,11.8180865532553,"mn12_262a"
"85771",85771,-0.535126849294686,-0.000944854415877883,0.635081557911522,-40.9917573494915,2.29105408412522,2.34801751361316,118.070803505907,-0.70018828318639,-0.00148776752682745,2.29105408412522,85771,17154.2,118.070803505907,-80.2356669821821,-0.0852428001838291,134.531493752835,-1.66246350165904,9.56152711500146,"29",2.29105408412522,"lunge",115.862136263921,119.734491417917,2.65080792082178,1.04264119671975,1.60816672410203,3.872355153996,"mn12_262a"
"86067",86067,0.828144253521015,-0.288295369889139,0.660950714085005,-35.8043417119252,2.84057439803719,-1.7810088717934,116.696750214562,0.854390232995835,-0.41130436948762,2.84057439803719,86067,17213.4,116.696750214562,97.9059088157208,-23.56600446693,-102.044291629118,0.961895554124656,13.0739733308461,"29",2.84057439803719,"lunge",111.453756088419,118.157531410263,3.03583240870788,1,2.07959829488487,6.70377532184401,"mn12_262a"
"86176",86176,0.206113607850021,-0.0823366365724261,0.890264753435824,-39.8231951149196,2.40474407733735,-1.32961505018782,111.460505251912,0.226577017892046,-0.092223213492784,2.40474407733735,86176,17235.2,111.460505251912,25.9638137197487,-5.28400090627047,-76.1813307528372,-0.808903144265998,15.2793838553408,"29",2.40474407733735,"lunge",108.089871065736,112.87396543068,2.73144127749989,1.07494804986361,1.65649322763628,4.784094364944,"mn12_262a"
"86315",86315,-0.19756490745053,-0.0119991079385104,0.932510741115386,-41.8595993678089,2.21011376436318,-0.599558716135436,114.004674534532,-0.208759446273762,-0.0128668177549165,2.21011376436318,86315,17263,114.004674534532,-23.9220704099493,-0.737214353120707,-34.3521840048427,-0.45811836293327,10.6156409206021,"29",2.21011376436318,"lunge",109.343079227006,114.415938344688,2.62177373015511,1.01015431936689,1.61161941078822,5.072859117682,"mn12_262a"
"86503",86503,0.705265463497498,-0.171744305791451,0.74027518184722,-34.682019016047,2.97582510056481,0.205830178487979,116.00741986542,0.748102509720305,-0.227967666092875,2.97582510056481,86503,17300.6,116.00741986542,85.7262329002363,-13.0615851325693,11.7932005237856,0.360641562837594,11.366683570039,"29",2.97582510056481,"lunge",110.263797489832,117.504283063954,3.00465478242882,1.19473662010644,1.80991816232238,7.240485574122,"mn12_262a"
"86645",86645,-0.245138689723064,-0.105024510880906,0.780743038973745,-46.0265707015138,1.85956463273997,-2.78740138709837,115.969832506904,-0.301680452088251,-0.1337159775935,1.85956463273997,86645,17329,115.969832506904,-34.5700333325109,-7.66136116957344,-159.706335289648,-1.71582012044894,11.5400821578433,"29",1.85956463273997,"lunge",112.556319237332,116.843761387912,2.76203533951914,1.09236578892458,1.66966955059456,4.28744215057999,"mn12_262a"
"86800",86800,-0.00484475183644478,-0.042081900816793,0.947680907414539,-38.9907804059963,2.48915477958746,0.962797196757295,115.647561997252,-0.00510714132816388,-0.0443759855315672,2.48915477958746,86800,17360,115.647561997252,-0.585235286961256,-2.5425566826924,55.1642159012197,-0.503795608258819,13.8365828698019,"29",2.48915477958746,"lunge",110.274122498093,115.973596665795,2.98911012916998,1.14692624907122,1.84218388009876,5.69947416770199,"mn12_262a"
"86942",86942,0.0926372364697589,0.0124047017295033,1.07990076352686,-39.4864762901396,2.43853857653488,-0.788942475621295,114.944094792917,0.0855679892687251,0.0114863852282388,2.43853857653488,86942,17388.4,114.944094792917,9.80536929303734,0.658121395439494,-45.2030741317031,0.823148802803979,15.7316463604409,"29",2.43853857653488,"lunge",104.040302109997,115.236742880401,3.21117696456847,1.00043701636814,2.21073994820033,11.196440770404,"mn12_262a"
"86986",86986,0.785554650118766,-0.222466104464755,0.299466108388305,-49.1719931240392,1.63228234668563,0.263120194114661,107.1608254656,1.12743316770337,-0.638925963669096,1.63228234668563,86986,17397.2,107.1608254656,129.194324384937,-36.6077611395682,15.0756766274331,-1.27843156339798,7.41903434618921,"29",1.63228234668563,"lunge",91.3497685257402,109.36355826728,2.34122870397949,1.1214737205917,1.21975498338779,18.0137897415398,"mn12_262a"
"88567",88567,-0.321827579558413,-0.0583910875844886,0.836761933950038,-44.2237064650829,2.00383478509037,-1.34279335857227,115.733915361732,-0.366356683416774,-0.0696692591256398,2.00383478509037,88567,17713.4,115.733915361732,-41.9813835123832,-3.99175450970245,-76.9363922043878,-0.99618926373322,8.54591660236424,"30",2.00383478509037,"lunge",114.652384159515,117.981944658416,2.12096090418724,1.02191063881443,1.09905026537281,3.329560498901,"mn12_262a"
"88699",88699,-0.35329130732296,-0.00770581314109969,0.777870269017099,-45.6688296905105,1.88734125354395,-1.57324074975133,114.360836785385,-0.426304170970511,-0.00990597197712086,1.88734125354395,88699,17739.8,114.360836785385,-48.8508595708675,-0.567570386263889,-90.1400551187483,-1.42809545979653,11.8752940527886,"30",1.88734125354395,"lunge",109.867512113374,115.361806654648,2.85243841244761,1.03991994906013,1.81251846338748,5.494294541274,"mn12_262a"
"88884",88884,0.739402251343325,-0.346179098446433,0.540096477754856,-36.8494237616745,2.72016486255918,-0.126659542304126,115.907225144425,0.856163855992416,-0.569992442536448,2.72016486255918,88884,17776.8,115.907225144425,98.1091510400237,-32.6581613116915,-7.25705720908513,-0.206846919302737,13.703473507534,"30",2.72016486255918,"lunge",110.164434511834,117.196607483774,2.72016486255918,1.26798015413629,1.45218470842289,7.03217297194,"mn12_262a"
"89048",89048,0.723750021062382,-0.045557608565358,1.02112055313703,-36.6904614911064,2.73814514609,2.93788230005109,115.412304908042,0.616125439568035,-0.0445857412343667,2.73814514609,89048,17809.6,115.412304908042,70.6027746757821,-2.55457479919162,168.328256499115,2.47547648182059,10.5378161506603,"30",2.73814514609,"lunge",110.796373311513,115.705011968767,2.90038840011974,1.13230093013372,1.76808746998602,4.908638657254,"mn12_262a"
"89192",89192,-0.0207642185333349,-0.21493066542815,0.597166123901465,-39.6999970941449,2.41705406630705,0.96659249484262,113.504457528588,-0.0327050330549765,-0.345482732282819,2.41705406630705,89192,17838.4,113.504457528588,-3.747720725772,-19.7947024544537,55.3816704635029,-3.57935989143372,20.022759033776,"30",2.41705406630705,"lunge",110.471266565304,114.838346247985,2.93345987515562,1,2.01727016876631,4.36707968268099,"mn12_262a"
"89333",89333,0.552923027143704,-0.122748444127376,0.847715466780412,-33.5052602708191,3.12455704422334,-1.44461040482502,113.679478657382,0.573218401152717,-0.143799661684997,3.12455704422334,89333,17866.6,113.679478657382,65.6859902505752,-8.23911370995943,-82.7700792371588,0.19138510414518,14.7202111182749,"30",3.12455704422334,"lunge",109.052157126342,114.303497081262,3.2775268695512,1.17396526993507,2.10356159961613,5.25133995492,"mn12_262a"
"89482",89482,0.0432826667519701,-0.0263384014443265,0.755531629188048,-36.3475008976413,2.77734340239869,1.78863696586298,112.67999156032,0.0571904845976848,-0.0348466414360637,2.77734340239869,89482,17896.4,112.67999156032,6.55354679151056,-1.99656548449214,102.481349225034,-2.38077421017721,18.4910315476863,"30",2.77734340239869,"lunge",105.862162019907,113.931844922651,3.50462897642518,1.02648830798588,2.4781406684393,8.06968290274399,"mn12_262a"
"89639",89639,0.831636822979855,-0.19991208577466,0.827168007773939,-33.713453603763,3.09771233012228,-0.197189435603054,114.06893792109,0.773901125488679,-0.237135299697379,3.09771233012228,89639,17927.8,114.06893792109,88.6825365018512,-13.5868518462297,-11.2981224246217,1.86199252380558,20.3921895863588,"30",3.09771233012228,"lunge",104.080215200172,114.683995514695,3.98153094195277,1.01511224575256,2.96641869620021,10.603780314523,"mn12_262a"
"90976",90976,0.768910215700965,-0.258817908614309,0.577097860268425,-34.2130231267113,3.0342341267509,3.40348311773737,114.694317240044,0.88244722979507,-0.421590703681727,3.0342341267509,90976,18195.2,114.694317240044,101.121003820537,-24.1553680029134,195.005218290379,-0.0429906274211753,8.59517653899276,"31",3.0342341267509,"lunge",110.156465790128,116.611446723987,3.09892073363114,1,2.17507810535821,6.45498093385901,"mn12_262a"
