,Sv_mean
1,-36.4311
2,-43.511288
3,-42.432675
4,-34.755669
5,-37.065208
6,-29.758534
7,-27.570723
8,-26.840187
9,-26.355273
10,-51.597582
11,-46.497975
12,-35.485425
13,-25.817839
14,-34.145168
15,-33.967902
16,-34.139664
17,-35.95249
18,-48.221518
19,-29.858141
20,-32.538484
21,-30.215916
22,-29.990521
23,-31.101697
24,-34.660115
25,-34.50511
26,-28.812375
